side,n,mean,median,std,q25,q75
blue,87882,0.3294950200178233,0.2222222222222222,0.23143173216379964,0.125,0.5555555555555556
red,81101,0.3450160812610104,0.4444444444444444,0.2307313020298746,0.1111111111111111,0.5555555555555556
