champion_a_id,champion_a_name,champion_a_archetype,champion_a_mean_roam,champion_b_id,champion_b_name,champion_b_archetype,champion_b_mean_roam,cosine_distance,roam_score_abs_diff,same_support_archetype
1,Annie,mage_support,0.3818310608441963,9,Fiddlesticks,mage_support,0.3980607451488379,1.1109596490859985,0.016229684304641556,True
1,Annie,mage_support,0.3818310608441963,10,Kayle,enchanter,0.25767113160686417,1.2532224655151367,0.12415992923733216,False
1,Annie,mage_support,0.3818310608441963,12,Alistar,engage_tank,0.4495254201712283,0.9588025212287903,0.067694359327032,False
1,Annie,mage_support,0.3818310608441963,16,Soraka,enchanter,0.32284842293502336,1.1432595252990723,0.058982637909172964,False
1,Annie,mage_support,0.3818310608441963,25,Morgana,catcher,0.36457351016554607,1.2597754001617432,0.017257550678650257,False
1,Annie,mage_support,0.3818310608441963,26,Zilean,enchanter,0.36186119979026254,0.9480835795402527,0.01996986105393378,False
1,Annie,mage_support,0.3818310608441963,32,Amumu,engage_tank,0.4081023865030098,0.8610931634902954,0.02627132565881346,False
1,Annie,mage_support,0.3818310608441963,37,Sona,enchanter,0.3324825509513441,0.9457194805145264,0.04934850989285222,False
1,Annie,mage_support,0.3818310608441963,40,Janna,enchanter,0.4354192770043923,1.1685411930084229,0.05358821616019599,False
1,Annie,mage_support,0.3818310608441963,43,Karma,enchanter,0.3878484888260769,0.8939053416252136,0.0060174279818805965,False
1,Annie,mage_support,0.3818310608441963,44,Taric,warden,0.3253806119763538,1.0375123023986816,0.056450448867842506,False
1,Annie,mage_support,0.3818310608441963,50,Swain,mage_support,0.3324987376953444,0.9638069868087769,0.04933232314885194,True
1,Annie,mage_support,0.3818310608441963,53,Blitzcrank,hook,0.4358646914593439,0.8564828038215637,0.0540336306151476,False
1,Annie,mage_support,0.3818310608441963,57,Maokai,engage_tank,0.4205701487439526,0.6358343362808228,0.038739087899756275,False
1,Annie,mage_support,0.3818310608441963,63,Brand,mage_support,0.37661736275433433,0.8900853395462036,0.0052136980898619956,True
1,Annie,mage_support,0.3818310608441963,74,Heimerdinger,mage_support,0.3432014495671928,0.7687829732894897,0.03862961127700354,True
1,Annie,mage_support,0.3818310608441963,80,Pantheon,engage_tank,0.47766223340173725,0.7797805070877075,0.09583117255754092,False
1,Annie,mage_support,0.3818310608441963,89,Leona,engage_tank,0.4148578072167422,0.8099994659423828,0.03302674637254588,False
1,Annie,mage_support,0.3818310608441963,99,Lux,mage_support,0.3580099708875325,1.235722541809082,0.02382108995666382,True
1,Annie,mage_support,0.3818310608441963,101,Xerath,mage_support,0.2906263646499943,0.9258371591567993,0.09120469619420202,True
1,Annie,mage_support,0.3818310608441963,111,Nautilus,engage_tank,0.41624361816366756,0.6043790578842163,0.03441255731947124,False
1,Annie,mage_support,0.3818310608441963,117,Lulu,enchanter,0.32163356043457425,0.8395752310752869,0.06019750040962207,False
1,Annie,mage_support,0.3818310608441963,143,Zyra,mage_support,0.3044209958886175,0.7382245063781738,0.07741006495557884,True
1,Annie,mage_support,0.3818310608441963,147,Seraphine,enchanter,0.31371575056098083,1.2271569967269897,0.06811531028321549,False
1,Annie,mage_support,0.3818310608441963,161,Vel'Koz,mage_support,0.3322195941856475,1.2555073499679565,0.04961146665854882,True
1,Annie,mage_support,0.3818310608441963,201,Braum,warden,0.3586068490218303,1.4734524488449097,0.023224211822366003,False
1,Annie,mage_support,0.3818310608441963,223,Tahm Kench,warden,0.361605531803826,0.8167133331298828,0.020225529040370338,False
1,Annie,mage_support,0.3818310608441963,235,Senna,enchanter,0.3065584763623527,1.3652838468551636,0.0752725844818436,False
1,Annie,mage_support,0.3818310608441963,267,Nami,enchanter,0.34688656312512534,1.3040332794189453,0.03494449771907099,False
1,Annie,mage_support,0.3818310608441963,350,Yuumi,enchanter,0.15100188963925057,1.0445307493209839,0.23082917120494575,False
1,Annie,mage_support,0.3818310608441963,412,Thresh,hook,0.3784007194170489,1.280887484550476,0.003430341427147432,False
1,Annie,mage_support,0.3818310608441963,427,Ivern,enchanter,0.3840753113494868,1.0895696878433228,0.0022442505052904793,False
1,Annie,mage_support,0.3818310608441963,432,Bard,roamer,0.50600255496554,1.1602531671524048,0.1241714941213437,False
1,Annie,mage_support,0.3818310608441963,497,Rakan,engage_tank,0.41947699137498845,0.9748785495758057,0.03764593053079213,False
1,Annie,mage_support,0.3818310608441963,518,Neeko,mage_support,0.40898110252189884,0.8327208757400513,0.02715004167770252,True
1,Annie,mage_support,0.3818310608441963,526,Rell,engage_tank,0.43924832137001174,0.9777747392654419,0.05741726052581542,False
1,Annie,mage_support,0.3818310608441963,555,Pyke,roamer,0.48992491705204544,0.8603477478027344,0.10809385620784911,False
1,Annie,mage_support,0.3818310608441963,888,Renata Glasc,enchanter,0.34670721811651767,0.6922171115875244,0.035123842727678656,False
1,Annie,mage_support,0.3818310608441963,902,Milio,enchanter,0.2948014635986576,0.993762731552124,0.08702959724553871,False
9,Fiddlesticks,mage_support,0.3980607451488379,10,Kayle,enchanter,0.25767113160686417,0.9275268912315369,0.1403896135419737,False
9,Fiddlesticks,mage_support,0.3980607451488379,12,Alistar,engage_tank,0.4495254201712283,1.0082257986068726,0.05146467502239044,False
9,Fiddlesticks,mage_support,0.3980607451488379,16,Soraka,enchanter,0.32284842293502336,0.7910181879997253,0.07521232221381452,False
9,Fiddlesticks,mage_support,0.3980607451488379,25,Morgana,catcher,0.36457351016554607,0.8933137059211731,0.033487234983291814,False
9,Fiddlesticks,mage_support,0.3980607451488379,26,Zilean,enchanter,0.36186119979026254,0.9536845088005066,0.036199545358575336,False
9,Fiddlesticks,mage_support,0.3980607451488379,32,Amumu,engage_tank,0.4081023865030098,0.9097099304199219,0.010041641354171904,False
9,Fiddlesticks,mage_support,0.3980607451488379,37,Sona,enchanter,0.3324825509513441,1.0727908611297607,0.06557819419749378,False
9,Fiddlesticks,mage_support,0.3980607451488379,40,Janna,enchanter,0.4354192770043923,0.8351140022277832,0.03735853185555443,False
9,Fiddlesticks,mage_support,0.3980607451488379,43,Karma,enchanter,0.3878484888260769,0.8874375820159912,0.01021225632276096,False
9,Fiddlesticks,mage_support,0.3980607451488379,44,Taric,warden,0.3253806119763538,0.6992819309234619,0.07268013317248406,False
9,Fiddlesticks,mage_support,0.3980607451488379,50,Swain,mage_support,0.3324987376953444,0.9257463216781616,0.0655620074534935,True
9,Fiddlesticks,mage_support,0.3980607451488379,53,Blitzcrank,hook,0.4358646914593439,0.7948660850524902,0.03780394631050604,False
9,Fiddlesticks,mage_support,0.3980607451488379,57,Maokai,engage_tank,0.4205701487439526,1.464181900024414,0.02250940359511472,False
9,Fiddlesticks,mage_support,0.3980607451488379,63,Brand,mage_support,0.37661736275433433,0.9495347738265991,0.021443382394503552,True
9,Fiddlesticks,mage_support,0.3980607451488379,74,Heimerdinger,mage_support,0.3432014495671928,0.5139147639274597,0.054859295581645096,True
