metric,q,value
jungle_presence_score,0.01,0.1
jungle_presence_score,0.05,0.2
jungle_presence_score,0.1,0.2222222222222222
jungle_presence_score,0.25,0.3
jungle_presence_score,0.33,0.36363636363636365
jungle_presence_score,0.5,0.4
jungle_presence_score,0.66,0.45454545454545453
jungle_presence_score,0.75,0.5
jungle_presence_score,0.9,0.6
jungle_presence_score,0.95,0.6363636363636364
jungle_presence_score,0.99,0.75
