embedding_label,embeddings_path,output_dir,n_champions,n_support_labeled_champions,embedding_dim,normalization,distance_metric,tsne_perplexities,umap_n_neighbors,projections_written,support_archetype_silhouette,support_archetype_silhouette_n,support_archetype_silhouette_groups,primary_class_silhouette,primary_class_silhouette_n,primary_class_silhouette_groups,top_k,all_champions_neighbor_scope,all_topk_n_rows,all_rank1_n_rows,all_topk_support_neighbor_rate,all_topk_same_support_archetype_rate,all_topk_same_primary_class_rate,all_rank1_support_neighbor_rate,all_rank1_same_support_archetype_rate,support_only_neighbor_scope,support_only_topk_n_rows,support_only_rank1_n_rows,support_only_topk_same_support_archetype_rate,support_only_topk_same_primary_class_rate,support_only_rank1_same_support_archetype_rate,roam_correlation_n_pairs,top5_support_neighbor_rate,top5_same_support_archetype_rate,top5_same_primary_class_rate,restricted_top5_same_support_archetype_rate,restricted_top5_same_primary_class_rate,restricted_rank1_same_support_archetype_rate
missing_meta_ally_utility,C:\Users\adria\Desktop\TFG\final\models\mlp_per_role\embeddings_raw_ally_utility.json,C:\Users\adria\Desktop\TFG\final\analysis\embedding_analysis\missing_metadata_smoke,172,0,16,l2,cosine,[],[],False,,0,0,,172,1,5,exploratory_all_champions,0,0,,,,,,main_support_only,0,0,,,,0,,,,,,
