champion_name,count,mean,median,std,q25,q75
AurelionSol,127,0.5396914474414944,0.5497555410691003,0.24255366011922444,0.35687661271405113,0.7230814035980199
Nunu,44,0.5143925104890852,0.550459194768786,0.21201696987986718,0.36723692090088644,0.6654441719321582
Twitch,103,0.5042055784779673,0.49900245549416816,0.25664587313080856,0.31437392611683845,0.7112499999999999
Akshan,34,0.41648577205169834,0.3914944995975316,0.18532495655484957,0.27787834889207697,0.5334683993391521
Shaco,1270,0.4105211233493422,0.39978682170542634,0.2282462497017585,0.22916666666666666,0.575
Elise,4599,0.40454190916499333,0.39545149968091897,0.2087159610507754,0.25060544848217653,0.5458333333333334
Jax,191,0.3931301131343344,0.36861161662117076,0.2326358558847632,0.2,0.5752108335975925
Rammus,97,0.3776070584392354,0.3555700676090965,0.22660309409654877,0.19363521215959467,0.52
Leblanc,712,0.3765326746682578,0.3678655668643367,0.19776681046869424,0.22112366380783693,0.512091579277424
Briar,33,0.37543321348656705,0.36819600499375776,0.17818391615426277,0.2643564356435643,0.48934480476505626
Camille,441,0.3744305098019779,0.3499609375,0.19023834654339294,0.23367768595041324,0.4910111662531017
Singed,103,0.3711095296881871,0.3381867145421903,0.21961274530570532,0.2003539687404229,0.5101684678957406
Vi,43,0.3644135937575233,0.355,0.18830943306155454,0.20298750439985921,0.47505242060871933
XinZhao,66,0.3554165936324722,0.36184854706253944,0.20001856940842486,0.20184546727336367,0.5116308101119813
Bard,19954,0.353131676998429,0.33999999999999997,0.18792950355602786,0.21253756740202315,0.47463842631274855
Pyke,10189,0.35291043933533606,0.34004392386530014,0.19325929988615534,0.20366950757575752,0.4813497028464185
Sylas,1160,0.34911772527014484,0.31666666666666665,0.19895927207956804,0.199990286804182,0.48161701479415187
Qiyana,122,0.34892249747298953,0.35253606161001405,0.2005115761724195,0.1940531407368142,0.4852967214503558
Poppy,3022,0.3441147460116113,0.32594879387057785,0.19225710852541023,0.1946775148035254,0.4745831167330907
Pantheon,3422,0.3419793898852312,0.32,0.20163971342482134,0.18604390921803396,0.47358168066875767
MasterYi,25,0.3313318466344501,0.31666666666666665,0.23237284546517,0.13313711911357337,0.4262832699619772
Fiora,52,0.3279257558478609,0.3039259721741424,0.20601549510070044,0.1611350060520566,0.4568237704918033
Nidalee,865,0.3257866214341658,0.31666666666666665,0.206663405479833,0.16053370786516852,0.4586995574069253
TwistedFate,151,0.31813575638727876,0.29323935558112774,0.20391179072326207,0.17199134679232858,0.4500897977663749
Aatrox,51,0.30880301209657035,0.28160493827160493,0.20753179888006076,0.1443157756881999,0.4450269062279385
Alistar,12698,0.3078401258818612,0.2875,0.1878738615314907,0.16288889839778586,0.4291666666666667
Kennen,54,0.30694842977206094,0.26980413299742384,0.20572738255725034,0.14917654263910574,0.4629067024763933
Ekko,136,0.3044959306564918,0.2792101603131015,0.18620868139465654,0.17351796830786642,0.39567316119169615
LeeSin,101,0.30314403377961163,0.2742509464575446,0.21421888895261834,0.12476635514018691,0.4373700623700623
Skarner,115,0.30049312530323985,0.31666666666666665,0.18803864725445332,0.10506219270299982,0.43501259158075395
Sejuani,58,0.2996704200263432,0.28762080749086566,0.19786915276108524,0.17526580917489645,0.42548850967260954
Taliyah,284,0.2986221649010514,0.2793271687918266,0.18179702331802966,0.16965632371872363,0.41153326396973666
Galio,768,0.29856328616837297,0.2761097042103626,0.18157766990544907,0.15886471862513163,0.4142097891099329
Rell,10794,0.29467611122440973,0.2747617100200132,0.18215748553319455,0.15508775890581825,0.41000000000000003
Janna,12611,0.293770506505553,0.2699006622516556,0.19440431732012842,0.14278290925308668,0.4150456517805903
Blitzcrank,7653,0.29293841542623433,0.2740143215793678,0.18346164496794728,0.1514377855415211,0.4088661150808574
RekSai,80,0.292843302854566,0.2539961462975835,0.20233168553525674,0.15086561300931847,0.35517316954256645
Lissandra,169,0.2911324698446841,0.2797420572507078,0.17886896473895433,0.1557434501531133,0.4016558341070876
Chogath,57,0.28988652119927144,0.29949214834614096,0.15575601621275745,0.1825864502470007,0.37506962205171923
JarvanIV,299,0.2897574322172229,0.26971040189125295,0.1981839885020003,0.13540274615833742,0.4039844239517113
Maokai,2246,0.28797580007696016,0.26746306631648065,0.1837225574347262,0.14652197514225818,0.40241947341863327
Zoe,1613,0.2845105257103151,0.265079365079365,0.17873735155093443,0.15215213358070498,0.38881384790011353
Gragas,300,0.2835466415895735,0.2502503153407855,0.20982844693738248,0.11934120706050733,0.4
Trundle,407,0.2822668738260451,0.26373239436619716,0.2014471554895834,0.11650449810606059,0.4027042843802246
Zac,294,0.27908690055963775,0.2495027364808129,0.19390370390978387,0.12524702002783325,0.3996200691786871
Nautilus,25837,0.2774982083652775,0.26028243282288355,0.17604889950446415,0.14033757338551858,0.39168096054888507
Leona,10658,0.2773445100691142,0.2508755936024196,0.18525878298654072,0.13328329923315616,0.3938131982748722
Amumu,630,0.27570343897964356,0.2619495493682396,0.18085273574448643,0.13207646496670433,0.4095745986167368
Ivern,309,0.27549282023823746,0.265,0.1866359154907632,0.13250679347826086,0.3865495207667731
Rakan,13781,0.2743255182700358,0.25571344685848507,0.1785521326416198,0.13527294541091783,0.38815589930239613
Sett,52,0.27225844162915525,0.2594785932989751,0.17889952118519947,0.14080707729408692,0.39625274348951306
Neeko,8717,0.2653625536602805,0.24598244020587343,0.17312877700173968,0.13033741415347863,0.3737179487179487
Rengar,92,0.2645986210981495,0.2225824633178597,0.1784842591543151,0.12495927493103323,0.39997879558948257
FiddleSticks,1305,0.2601547757731716,0.2276397081651661,0.1866743703996284,0.11666666666666665,0.3719536757301108
Teemo,198,0.25573898183107924,0.2341387866601372,0.19741085255463992,0.1013935467706212,0.3599717514124294
Vayne,20,0.2555146171558732,0.23062420113064142,0.15618087215868884,0.1369857122726495,0.36259698576611776
Karma,23636,0.2532220349038571,0.22880353575475126,0.17460537159588468,0.11577389365570301,0.3650866432054009
Brand,988,0.2515382053847748,0.20639315831237232,0.19457324061468234,0.10125895549053686,0.3676298982548982
Urgot,21,0.24969900487816146,0.22999999999999998,0.2042150002258712,0.10418590335487843,0.31249000799360505
Syndra,60,0.24892810110796104,0.20896243230139355,0.18248339032812003,0.1387675326163978,0.3121505376344086
Zed,120,0.24620349096640082,0.22188053171188715,0.18211737280338808,0.11250693930421911,0.37203299910536175
Thresh,17403,0.24460872230925637,0.21951219512195122,0.16874080424065874,0.11127850384752856,0.3504709209572352
Quinn,38,0.24416813223572115,0.24056432219898644,0.1573878027168195,0.11029480037140205,0.32396094297218037
Ornn,41,0.24405677714669066,0.18658810325476993,0.2096629276433195,0.09000000000000001,0.35120263075477604
Rumble,69,0.2425362013017602,0.18665755297334244,0.1753906696061512,0.11846135439100258,0.36671122994652405
Katarina,25,0.2414480295822098,0.19685531985415977,0.17407776592969432,0.11201538916839304,0.4
Karthus,103,0.24102196807547283,0.19821388702835452,0.17581660317431283,0.10813690396299094,0.3683232490234975
Ahri,48,0.2354337683639061,0.19900546413767112,0.20016550556834206,0.07857843813749034,0.3163975720468556
KSante,201,0.2343653159867569,0.2,0.16952711499275575,0.11666666666666665,0.32045720984759674
TahmKench,1397,0.23433998789907565,0.20340038314176243,0.1606996812014901,0.11145606954361997,0.33899061032863853
Morgana,1751,0.2322655704068419,0.1946517412935323,0.18093918523068916,0.09000000000000001,0.3315456315076021
Zilean,5295,0.23026315556696733,0.2,0.17563237617537106,0.08862288994241227,0.3442980675337398
Vex,46,0.22988003119765302,0.1976046261254859,0.17441951382125218,0.0908067799350955,0.34249055743191337
Ezreal,89,0.2289599561513923,0.17786885245901635,0.18633488058112713,0.09438131313131315,0.3440867279894875
Lux,2529,0.22854491002809482,0.1976147883124627,0.1696981876330619,0.09623964308476735,0.3241489714664897
Braum,13332,0.22850709790739768,0.2,0.1660059415186006,0.09686272282796815,0.33010077761887735
Zaahen,30,0.22848947077358875,0.15263969816312678,0.21610478080721457,0.09996458211839622,0.3015315485168426
Annie,393,0.2276546003330928,0.17682721455035366,0.18943090443208158,0.0875,0.3269648181276088
Sion,85,0.2266700730702598,0.2143210749646393,0.14323221859750285,0.09980132450331122,0.3478187250996016
Anivia,1064,0.22310860772208738,0.18609672210395883,0.16698088347067333,0.09000000000000001,0.3297686575144835
Shen,817,0.2203164276271299,0.18475311991318505,0.16980030700008913,0.089377793056033,0.31733268037871365
Nasus,92,0.21848777092021124,0.18170536928966474,0.16239849703246914,0.09148401826484019,0.3564093827834356
Heimerdinger,172,0.2157938419143928,0.17728230891842198,0.17208922011641659,0.09323884828820089,0.3011259791122715
Renata,2178,0.215746752936133,0.1830949550492056,0.16383320835182183,0.0875,0.3187605574686635
DrMundo,21,0.21567320886525612,0.1775,0.15511625050034383,0.1052936630602782,0.33278587266392146
Mel,697,0.21480872820615277,0.1821445060018467,0.16427032812329193,0.089017521902378,0.315785378743394
Nami,31087,0.2132101821105215,0.17981561396626125,0.16402290713910028,0.0875,0.3121450977069225
Veigar,328,0.20855144681301194,0.18591757180879703,0.16959372360596692,0.07933694026836452,0.2872327293324739
Kindred,36,0.2082803834518817,0.1858754512635379,0.17636761048374616,0.10427369057834018,0.28070431819738373
Velkoz,2819,0.20713587009066914,0.17545454545454547,0.15866633196499955,0.08876018076763302,0.2922759330803276
Taric,4226,0.2058843414108639,0.17037988397140622,0.16689153246552027,0.07674322190817333,0.3061574957494841
Sona,10074,0.2056039808125201,0.16886908249411958,0.16402879712167648,0.08154269604295136,0.29933857742240455
