rows,unique_match_team_keys,has_jungle_score,has_support_score,has_team_score,has_jungle_label,has_support_label,has_team_label,has_all_three_scores,has_all_three_labels
29550,29550,29549,29550,29550,29549,29550,29550,29549,29549
