side,n,mean,median,std,q25,q75
blue,11966,-0.41942423048268396,-0.47368421052631576,0.1977395505030993,-0.5714285714285714,-0.2857142857142857
red,12806,-0.4558235636595713,-0.5,0.18693194387450485,-0.6,-0.3333333333333333
