jungle_champion_id,jungle_champion_name,n,mean,median,std,min,max,q10,q25,q75,q90
267,Nami,1,0.875,0.875,,0.875,0.875,0.875,0.875,0.875,0.875
50,Swain,1,0.7777777777777778,0.7777777777777778,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
897,KSante,1,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,0.75
69,Cassiopeia,1,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
432,Bard,1,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
800,Mel,1,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
901,Smolder,1,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
37,Sona,1,0.625,0.625,,0.625,0.625,0.625,0.625,0.625,0.625
43,Karma,1,0.625,0.625,,0.625,0.625,0.625,0.625,0.625,0.625
89,Leona,1,0.625,0.625,,0.625,0.625,0.625,0.625,0.625,0.625
90,Malzahar,1,0.625,0.625,,0.625,0.625,0.625,0.625,0.625,0.625
103,Ahri,1,0.625,0.625,,0.625,0.625,0.625,0.625,0.625,0.625
117,Lulu,1,0.625,0.625,,0.625,0.625,0.625,0.625,0.625,0.625
420,Illaoi,1,0.625,0.625,,0.625,0.625,0.625,0.625,0.625,0.625
7,Leblanc,1,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
34,Anivia,1,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
53,Blitzcrank,1,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
61,Orianna,1,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
523,Aphelios,1,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
134,Syndra,1,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5
223,TahmKench,1,0.4444444444444444,0.4444444444444444,,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
711,Vex,1,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
26,Zilean,1,0.25,0.25,,0.25,0.25,0.25,0.25,0.25,0.25
