side,n,mean,median,std,q25,q75
blue,14775,0.30341326242849087,0.2857142857142857,0.1883261000291294,0.14285714285714285,0.42857142857142855
red,14775,0.27311401176375794,0.2857142857142857,0.1793555547391653,0.14285714285714285,0.42857142857142855
