matchId,gameDuration,Input_Role,Input_Player_ID,Input_Ally_TOP_ID,Input_Enemy_TOP_ID,Input_Ally_JUNGLE_ID,Input_Enemy_JUNGLE_ID,Input_Ally_MIDDLE_ID,Input_Enemy_MIDDLE_ID,Input_Ally_BOTTOM_ID,Input_Enemy_BOTTOM_ID,Input_Ally_UTILITY_ID,Input_Enemy_UTILITY_ID,Target_GoldDiff_5,Target_XpDiff_5,Target_CsDiff_5,Target_GoldDiff_10,Target_XpDiff_10,Target_CsDiff_10,Target_GoldDiff_15,Target_XpDiff_15,Target_CsDiff_15,Target_GoldDiff_20,Target_XpDiff_20,Target_CsDiff_20,Target_EarlyTakedowns,Target_LaneCsBefore10,Target_DmgTotal,Target_DmgPhys,Target_DmgMagic,Target_DmgTrue,Target_DmgTurret,Target_DmgObj,Target_TotalCS,Target_GoldEarned,Target_DragonTakedowns,Target_BaronTakedowns,Target_RiftHeraldTakedowns,Target_VoidMonsterTakedowns,Target_TurretPlates,Target_MaxCsAdvantage,Target_SoloKills,Target_VisionScore,Target_WardsPlaced,Target_WardsKilled,Target_ControlWardsPlaced,Target_TimeCC,Target_TotalCC,Target_TotalHeal,Target_HealOnTeammates,Target_DamageShielded,Target_DamageTaken,Target_DamageMitigated,Target_KillParticipation,Target_Team_Dragons,Target_Team_Barons,Target_Team_Towers,Target_Team_Inhibitors,Target_Team_RiftHeralds,Target_Team_VoidGrubs,Target_Team_ElderDragons,Target_JgCsBefore10,Target_EnemyJgInvades
EUW1_7710203612,22.916666666666668,UTILITY,43,41,39,11,131,13,950,119,222,43,117,35,105,2,336,582,18,847,1426,29,-75,643,28,7,24.0,508.84363636363634,24.61090909090909,484.1890909090909,0.0,107.60727272727271,159.49090909090907,43,7473,2,1,0,1,4,30.0,0,3.098181818181818,1.1781818181818182,0.6545454545454545,0.1745454545454545,1.0472727272727271,4.887272727272727,139.59272727272727,17.454545454545453,155.43272727272728,561.6,369.4254545454545,0.36,3,1,8,1,0,0,0,,
EUW1_7709122351,29.383333333333333,TOP,92,92,69,106,200,157,8,119,51,34,12,12,0,0,492,886,9,1661,2255,19,524,-278,-17,3,86.0,659.931934203063,593.8740782756665,0.0,66.02382302892796,311.9795802609189,516.7214974475327,208,12060,0,1,0,1,9,21.0,4,0.5104934770277936,0.1701644923425978,0.0,0.0,0.714690867838911,5.173000567214975,156.48326715825297,0.0,0.0,983.6188315371526,1418.0487804878048,0.28,3,1,10,1,0,2,0,,
EUW1_7709122351,29.383333333333333,JUNGLE,106,92,69,106,200,157,8,119,51,34,12,-52,-9,-2,-1085,-902,-13,-3478,-1672,0,-5066,-2309,6,5,,552.8304027226319,233.87407827566648,301.701644923426,17.220646625070902,121.15711854792968,1087.4532047646055,193,11300,2,1,0,3,7,16.999999940395355,0,1.2932501418037436,0.1020986954055587,0.238230289279637,0.0680657969370391,0.9188882586500284,14.770277935337491,402.9154849688032,0.0,0.0,1105.5927396483266,1146.602382302893,0.41,3,1,10,1,0,2,0,68.0,20.0
EUW1_7709122351,29.383333333333333,MIDDLE,157,92,69,106,200,157,8,119,51,34,12,613,546,17,1388,866,20,2351,1490,40,3970,3439,71,8,78.0,1155.0765740215545,1011.0153148043108,86.03516732841747,57.99205899035734,391.9909245604084,631.7186613726602,240,14956,2,0,0,2,17,99.0,2,0.9188882586500284,0.3403289846851957,0.0680657969370391,0.0,0.9869540555870676,4.390243902439025,395.70051049347705,0.0,0.0,873.6925694838344,914.0555870674984,0.62,3,1,10,1,0,2,0,,
EUW1_7709122351,29.383333333333333,BOTTOM,119,92,69,106,200,157,8,119,51,34,12,1106,284,15,2595,1110,44,4226,1070,37,2381,-1479,14,8,103.0,916.8122518434488,863.7549631310267,0.0,53.05728871242201,361.7356778218945,477.379466817924,248,18519,1,0,0,0,16,54.0,1,0.5785592739648326,0.2722631877481565,0.1701644923425978,0.0,0.3743618831537152,3.062960862166761,320.7260351673284,0.0,0.0,734.7022121384005,687.770845150312,0.54,3,1,10,1,0,2,0,,
EUW1_7709122351,29.383333333333333,UTILITY,34,92,69,106,200,157,8,119,51,34,12,374,118,-3,536,268,-6,796,14,-2,416,115,4,11,10.0,653.8740782756665,84.94611457742485,516.619398752127,52.27453204764606,152.16108905275098,159.3079977311401,47,11409,0,0,0,2,15,22.200000017881397,0,3.267158252977879,1.0890527509926262,0.4424276800907544,0.0,2.280204197390811,23.993193420306294,140.14747589336358,0.0,0.0,838.4004537719796,550.3460011344299,0.74,3,1,10,1,0,2,0,,
EUW1_7708772249,25.2,TOP,79,79,13,246,106,133,163,22,804,147,111,-40,-75,-11,-474,-816,-32,167,-225,-20,8,-882,-36,2,66.0,687.936507936508,40.3968253968254,577.7380952380953,69.72222222222223,357.3015873015873,357.3015873015873,184,10182,0,0,0,0,13,2.0,4,0.5555555555555556,0.1984126984126984,0.0396825396825396,0.0,1.1111111111111112,10.873015873015872,244.32539682539684,0.0,0.0,896.031746031746,651.1904761904763,0.2,2,1,7,1,1,1,0,,
EUW1_7708772249,25.2,JUNGLE,246,79,13,246,106,133,163,22,804,147,111,397,322,5,1004,770,17,2066,1456,24,5224,4655,63,12,,984.84126984127,833.6111111111111,81.03174603174604,70.15873015873017,44.32539682539683,1539.2857142857142,240,17794,2,1,1,4,9,106.00000011920928,1,0.753968253968254,0.0793650793650793,0.1587301587301587,0.0,0.873015873015873,10.912698412698411,393.9285714285714,0.0,0.0,838.0952380952381,499.4047619047619,0.57,2,1,7,1,1,1,0,86.0,10.0
EUW1_7708772249,25.2,MIDDLE,133,79,13,246,106,133,163,22,804,147,111,-328,-381,-7,62,-348,-17,-1478,-158,-9,-2535,-357,-47,6,80.0,643.7301587301588,570.3174603174604,15.27777777777778,58.095238095238095,166.42857142857144,283.015873015873,189,11037,1,1,0,1,7,1.0,4,1.0714285714285714,0.1984126984126984,0.119047619047619,0.0396825396825396,0.9523809523809524,5.9523809523809526,136.66666666666666,0.0,0.0,732.8174603174604,380.436507936508,0.37,2,1,7,1,1,1,0,,
EUW1_7708772249,25.2,BOTTOM,22,79,13,246,106,133,163,22,804,147,111,58,-107,-13,-1349,-212,-26,-816,377,-37,367,607,-29,17,45.0,1165.4761904761906,1071.904761904762,90.63492063492065,2.8968253968253967,561.2698412698413,955.0396825396824,164,14502,2,1,0,1,18,2.0,1,0.8333333333333334,0.3174603174603174,0.1984126984126984,0.0793650793650793,2.023809523809524,20.99206349206349,96.5873015873016,0.0,0.0,638.3333333333334,316.984126984127,0.67,2,1,7,1,1,1,0,,
EUW1_7708772249,25.2,UTILITY,147,79,13,246,106,133,163,22,804,147,111,548,229,1,613,630,2,1308,1453,-1,2137,865,3,15,14.0,392.4206349206349,77.26190476190476,315.1587301587302,0.0,101.11111111111111,136.9047619047619,28,8961,1,1,0,1,10,11.0,0,2.738095238095238,0.992063492063492,0.3968253968253968,0.0396825396825396,1.9047619047619049,10.555555555555555,488.3730158730159,342.3015873015873,152.14285714285714,664.1269841269841,414.5238095238095,0.61,2,1,7,1,1,1,0,,
EUW1_7708475597,33.016666666666666,TOP,67,67,106,28,799,50,13,119,42,412,201,485,664,26,1210,825,46,1688,1027,73,2433,2730,110,1,78.0,775.9414437152953,552.23624432105,6.663301362948007,217.0418980312973,435.4467440686522,646.703685007572,238,14468,0,2,0,2,16,139.0,0,1.181221605249874,0.4543160020191822,0.2120141342756183,0.0,0.2423018677435638,1.998990408884402,197.83947501261989,0.0,0.0,887.9757698132257,460.2221100454316,0.45,3,2,9,2,0,0,0,,
EUW1_7708475597,33.016666666666666,JUNGLE,28,67,106,28,799,50,13,119,42,412,201,-386,-109,0,-90,-32,5,-751,-1069,-13,-1350,-1609,-12,7,,817.2841998990409,9.146895507319536,759.6769308430086,48.46037354871277,122.81675921251892,868.6521958606764,237,14725,3,2,0,2,8,41.500000059604645,0,0.5148914689550732,0.2423018677435638,0.0302877334679454,0.0302877334679454,0.3028773346794548,10.085815244825843,446.86521958606767,0.0,0.0,914.538112064614,546.2392730943968,0.52,3,2,9,2,0,0,0,75.0,12.0
EUW1_7708475597,33.016666666666666,MIDDLE,50,67,106,28,799,50,13,119,42,412,201,-302,-56,-3,-166,-87,-7,-303,-239,-11,-398,-9,-9,4,81.0,885.9767794043413,48.49066128218072,818.4654215042908,18.990408884401816,114.85108531044928,231.48914689550733,201,11413,1,2,0,2,6,4.0,0,0.6663301362948006,0.2423018677435638,0.0,0.0,1.0297829379101464,6.784452296819788,304.02826855123675,0.0,0.0,1091.630489651691,788.0868248359415,0.52,3,2,9,2,0,0,0,,
EUW1_7708475597,33.016666666666666,BOTTOM,119,67,106,28,799,50,13,119,42,412,201,76,-46,1,-837,-575,-12,-267,-323,-7,-58,-301,-22,4,69.0,1560.6966178697628,1494.1847551741546,0.0,66.48157496214033,524.6744068652196,1439.485108531045,261,22285,2,2,0,2,23,6.0,1,0.8480565371024735,0.2120141342756183,0.3028773346794548,0.0,0.5754669358909642,4.42200908632004,322.6855123674912,0.0,0.0,703.311458859162,648.7329631499243,0.76,3,2,9,2,0,0,0,,
EUW1_7708475597,33.016666666666666,UTILITY,412,67,106,28,799,50,13,119,42,412,201,-18,84,-1,-110,525,1,-112,263,-3,-274,-66,-3,7,14.0,396.678445229682,52.09490156486624,299.454820797577,45.09843513377083,47.24886420999496,106.09793033821305,25,10919,3,2,0,2,20,5.0,0,3.301362948006058,1.3326602725896013,0.3331650681474003,0.3331650681474003,1.4235234729934376,3.301362948006058,116.24432104997476,8.51085310449268,99.70721857647654,636.4361433619384,624.5633518425038,0.79,3,2,9,2,0,0,0,,
EUW1_7708419360,30.716666666666665,TOP,41,41,122,48,35,711,154,15,96,89,267,-273,-444,-1,-79,220,14,-392,-1201,-5,-220,-1364,-2,1,91.0,1057.6668475311992,672.1432447097125,108.93109061313078,276.5274009766685,155.68095496473143,210.3418339663592,273,14399,1,0,0,0,7,27.5,1,0.7813347802495931,0.4883342376559957,0.0,0.065111231687466,0.5208898534997287,8.724905046120456,159.1969614758546,0.0,0.0,888.0195333695062,449.9186109603907,0.28,3,1,9,2,1,0,0,,
EUW1_7708419360,30.716666666666665,JUNGLE,48,41,122,48,35,711,154,15,96,89,267,-594,-311,-5,-897,-1443,-25,111,-1510,-37,-108,-2460,-45,10,,562.6587086272382,393.0113944655453,101.15029842647856,68.49701573521433,475.6701030927835,1626.0879001627782,196,14598,3,1,1,2,21,4.0,0,0.8464460119370592,0.065111231687466,0.1953336950623982,0.0,0.5860010851871948,11.361909929462833,690.374389582203,0.0,0.0,1028.1063483450896,996.2669560499188,0.72,3,1,9,2,1,0,0,68.0,7.0
EUW1_7708419360,30.716666666666665,MIDDLE,711,41,122,48,35,711,154,15,96,89,267,387,108,5,759,988,15,1738,1984,40,1887,1839,47,7,77.0,998.4807379272924,78.58925664677157,895.9305480195334,23.895822029300056,214.70428648941945,350.7867607162236,233,12227,1,1,0,1,14,60.0,1,0.4557786218122626,0.2278893109061313,0.1302224633749321,0.0,1.334780249593055,16.79869777536625,103.55941399891482,0.0,0.0,674.2268041237114,485.7623440043408,0.47,3,1,9,2,1,0,0,,
EUW1_7708419360,30.716666666666665,BOTTOM,15,41,122,48,35,711,154,15,96,89,267,405,-389,-18,323,-875,-14,687,-206,-6,257,213,3,9,64.0,1020.0976668475312,991.3510580575148,0.0,28.74660879001628,277.8296256104178,640.368963646229,275,16893,2,1,0,1,15,41.000000059604645,1,0.7813347802495931,0.2604449267498643,0.1302224633749321,0.0,0.0,0.4883342376559957,276.5599565925122,0.0,0.0,663.418339663592,319.9565925122084,0.66,3,1,9,2,1,0,0,,
EUW1_7708419360,30.716666666666665,UTILITY,89,41,122,48,35,711,154,15,96,89,267,484,-216,-2,711,20,-8,795,-351,-14,425,-1193,-14,10,12.0,405.2848616386327,117.7211068909387,249.2457948996202,38.285404232230064,83.6353771025502,92.06728160607706,26,10721,0,0,0,0,15,3.0,0,2.6370048833423767,1.2045577862181227,0.2278893109061313,0.0976668475311991,1.9533369506239828,3.613673358654368,76.57080846446013,11.264243081931632,24.221378187737383,452.8811720021704,669.3434617471514,0.72,3,1,9,2,1,0,0,,
EUW1_7708380048,27.633333333333333,TOP,82,82,41,107,30,112,39,119,360,888,111,-356,-250,-9,-293,142,-8,-467,623,-7,-1264,1438,-4,2,72.0,965.319662243667,115.33172496984318,749.2762364294331,100.71170084439083,253.93244873341376,256.9360675512666,211,11607,0,0,0,0,12,14.0,5,0.6875753920386007,0.2533172496984318,0.0361881785283474,0.0,0.1447527141133896,2.424607961399276,447.2496984318456,0.0,0.0,1336.5018094089264,1697.913148371532,0.27,4,0,10,2,1,0,0,,
EUW1_7708380048,27.633333333333333,JUNGLE,107,82,41,107,30,112,39,119,360,888,111,-22,-757,-15,95,-459,-19,-490,-702,-18,-1217,-1329,-22,7,,602.5331724969843,507.1049457177322,31.12183353437877,64.270205066345,404.6562123039807,1663.3896260554886,202,13181,4,0,1,1,16,2.5,3,1.1942098914354644,0.2533172496984318,0.180940892641737,0.1085645355850422,0.4342581423401689,8.178528347406514,588.854041013269,0.0,0.0,1021.1218335343788,529.6139927623643,0.36,4,0,10,2,1,0,0,56.0,6.0
EUW1_7708380048,27.633333333333333,MIDDLE,112,82,41,107,30,112,39,119,360,888,111,158,397,-2,117,909,1,1083,2098,-6,771,2468,-10,9,79.0,1247.1531966224368,36.04342581423402,1159.7949336550062,51.27864897466828,174.7165259348613,174.7165259348613,210,14166,0,0,0,0,12,8.0,3,0.5066344993968637,0.3256936067551266,0.0723763570566948,0.0,1.0132689987937271,34.84921592279855,148.1544028950543,13.642943305186972,0.0,759.481302774427,790.7840772014475,0.51,4,0,10,2,1,0,0,,
EUW1_7708380048,27.633333333333333,BOTTOM,119,82,41,107,30,112,39,119,360,888,111,691,95,11,1479,197,22,2328,337,37,2473,-401,17,8,93.0,1414.0168878166469,1231.266586248492,0.0,182.71411338962605,662.388419782871,1011.3148371531968,250,20349,4,0,1,1,22,43.0,1,0.8323281061519904,0.3256936067551266,0.1447527141133896,0.0,0.3980699638118214,2.1712907117008444,459.1194209891436,0.0,0.0,1214.258142340169,762.4125452352232,0.53,4,0,10,2,1,0,0,,
EUW1_7708380048,27.633333333333333,UTILITY,888,82,41,107,30,112,39,119,360,888,111,399,281,4,584,247,1,1796,1527,-2,1902,1929,-3,12,10.0,261.38721351025333,55.69360675512666,163.93244873341376,41.72496984318456,44.83715319662244,116.7068757539204,20,9930,3,0,0,0,14,5.0,0,2.8950542822677927,1.158021712907117,0.0723763570566948,0.3256936067551266,0.9047044632086853,6.731001206272618,343.60675512665864,77.62364294330519,283.1363088057901,633.1121833534379,662.0989143546442,0.6,4,0,10,2,1,0,0,,
EUW1_7708333994,30.55,TOP,799,799,164,427,64,55,136,804,523,235,432,234,-62,12,1172,914,35,1680,1457,50,2880,1289,35,2,91.0,893.3878887070376,820.392798690671,52.700490998363335,20.26186579378069,355.74468085106383,507.7250409165303,249,14110,1,1,0,1,23,61.0,1,1.702127659574468,0.392798690671031,0.2618657937806874,0.1636661211129296,0.4909983633387889,7.397708674304419,255.0572831423895,0.0,0.0,879.4762684124386,1527.2995090016366,0.41,3,1,11,2,0,3,0,,
EUW1_7708333994,30.55,JUNGLE,427,799,164,427,64,55,136,804,523,235,432,-96,-386,-13,142,-297,-5,-1416,-686,-7,-2138,-586,-1,4,,242.19312602291325,96.39934533551556,128.05237315875613,17.708674304418984,113.58428805237315,941.1456628477904,183,13024,3,1,0,4,16,10.699999988079073,0,0.7528641571194763,0.0981996726677577,0.1309328968903437,0.0,1.4075286415711947,9.427168576104746,607.1358428805237,490.99836333878886,650.2782324058919,484.9427168576104,337.8723404255319,0.69,3,1,11,2,0,3,0,73.0,4.0
EUW1_7708333994,30.55,MIDDLE,55,799,164,427,64,55,136,804,523,235,432,280,-14,0,1301,1041,14,1690,688,10,3637,2025,16,6,91.0,1621.505728314239,94.860883797054,1412.176759410802,114.4353518821604,300.03273322422257,398.8543371522095,257,18264,1,0,0,0,14,35.55000001192093,5,0.9819967266775778,0.425531914893617,0.0654664484451718,0.0327332242225859,0.0327332242225859,0.392798690671031,226.41571194762685,0.0,0.0,988.4779050736496,639.0834697217675,0.78,3,1,11,2,0,3,0,,
EUW1_7708333994,30.55,BOTTOM,804,799,164,427,64,55,136,804,523,235,432,18,-143,0,406,-27,9,163,-438,5,-270,-227,10,1,89.0,729.6235679214402,453.2569558101473,235.94108019639933,40.42553191489362,388.3469721767594,873.2242225859247,229,14756,2,1,0,1,19,23.599999994039536,0,0.9492635024549918,0.425531914893617,0.2291325695581014,0.0,0.2945990180032733,7.201309328968903,187.2013093289689,0.0,0.0,870.1800327332242,335.9410801963993,0.38,3,1,11,2,0,3,0,,
EUW1_7708333994,30.55,UTILITY,235,799,164,427,64,55,136,804,523,235,432,98,149,-2,471,452,-5,373,-354,-5,781,-1198,-7,2,6.0,554.860883797054,535.6137479541735,0.0,19.247135842880525,238.26513911620293,408.93617021276594,26,10179,3,1,0,1,19,0.0,0,2.913256955810147,1.4075286415711947,0.1963993453355155,0.2945990180032733,1.3420621931260228,5.564648117839607,409.5908346972176,207.6595744680851,74.1734860883797,581.8657937806873,217.8396072013093,0.5,3,1,11,2,0,3,0,,
EUW1_7708270149,41.4,TOP,67,67,122,887,36,8,142,360,901,235,497,73,124,3,923,1025,24,2194,2899,51,2149,2253,30,4,95.0,1281.328502415459,783.1884057971015,61.78743961352657,436.32850241545896,244.39613526570048,354.1062801932367,316,19596,1,0,1,1,12,58.0,3,1.5217391304347827,0.4347826086956521,0.2657004830917874,0.072463768115942,0.3623188405797101,3.9371980676328495,276.71497584541066,0.0,0.0,932.0772946859904,705.8212560386473,0.48,3,0,9,1,1,0,0,,
EUW1_7708270149,41.4,JUNGLE,887,67,122,887,36,8,142,360,901,235,497,-485,-207,-8,-683,-655,-17,-524,-754,-9,36,-222,6,4,,1020.6521739130436,88.67149758454107,820.3864734299517,111.57004830917874,102.97101449275362,949.6618357487924,338,20330,3,0,1,1,9,90.15000012516975,4,1.4009661835748792,0.144927536231884,0.3140096618357488,0.0241545893719806,0.4347826086956521,7.705314009661836,622.9468599033817,0.0,0.0,1362.584541062802,1092.3188405797102,0.39,3,0,9,1,1,0,0,68.0,5.0
EUW1_7708270149,41.4,MIDDLE,8,67,122,887,36,8,142,360,901,235,497,-77,455,10,-30,548,18,-197,1081,32,280,1208,43,1,96.0,927.2222222222224,31.83574879227053,885.072463768116,10.265700483091788,171.44927536231884,189.80676328502415,360,17441,0,0,0,0,8,132.0,0,1.2560386473429952,0.4347826086956521,0.1690821256038647,0.0,0.144927536231884,3.260869565217392,1786.376811594203,27.22222222222222,0.0,1626.0869565217392,838.2367149758454,0.48,3,0,9,1,1,0,0,,
EUW1_7708270149,41.4,BOTTOM,360,67,122,887,36,8,142,360,901,235,497,237,-49,2,-217,201,9,590,81,13,1108,-629,7,5,75.0,735.9420289855072,649.3478260869565,65.7487922705314,20.797101449275363,132.53623188405797,152.1256038647343,325,17232,1,0,0,0,10,14.0,0,0.6763285024154589,0.3864734299516908,0.0966183574879227,0.0,0.1690821256038647,1.9323671497584545,271.32850241545896,0.0,0.0,923.2125603864736,605.6280193236715,0.29,3,0,9,1,1,0,0,,
EUW1_7708270149,41.4,UTILITY,235,67,122,887,36,8,142,360,901,235,497,288,44,-3,182,-642,-13,280,77,-9,798,-433,-13,5,10.0,888.4782608695652,856.1594202898551,23.09178743961353,9.227053140096618,87.43961352657006,128.06763285024155,34,13974,2,0,0,0,11,0.0,0,3.285024154589372,1.42512077294686,0.1932367149758454,0.2415458937198067,1.207729468599034,7.777777777777778,650.7004830917874,320.8937198067633,204.4927536231884,882.5845410628019,485.5314009661836,0.71,3,0,9,1,1,0,0,,
EUW1_7708232235,24.816666666666663,TOP,39,39,110,91,799,55,7,15,221,99,44,-690,-709,-12,492,618,12,3142,1709,9,4113,1739,14,13,77.0,1046.07118871726,740.1880456682337,277.8374748153123,28.005372733378103,739.5836131631968,1413.92881128274,190,14476,0,1,1,2,26,37.0,6,0.7253190060443251,0.2820685023505708,0.1208865010073875,0.0,0.6850235057085292,2.2968435191403627,588.6366689053056,0.0,0.0,1508.4217595701814,1280.8327736736064,0.56,3,1,11,3,1,3,0,,
EUW1_7708232235,24.816666666666663,JUNGLE,91,39,110,91,799,55,7,15,221,99,44,756,77,1,1260,770,15,1146,2862,44,1833,5274,104,10,,897.8643384822028,815.4600402955003,0.0,82.40429818670249,0.0,1329.6306245802552,259,15064,3,1,0,4,0,136.00000005960464,3,1.1685695097380793,0.1208865010073875,0.3223640026863666,0.0402955003357958,0.3223640026863666,14.264607118871726,449.0933512424446,0.0,0.0,928.6903962390868,509.5768972464742,0.47,3,1,11,3,1,3,0,78.0,37.0
EUW1_7708232235,24.816666666666663,MIDDLE,55,39,110,91,799,55,7,15,221,99,44,116,-160,-12,-866,-1154,-32,129,-293,-17,383,-744,-26,2,56.0,536.3331094694425,19.100067159167228,451.55137676292816,65.64137004701142,306.3666890530557,401.2625923438549,146,10204,0,1,0,1,14,1.0,0,1.007387508394896,0.3626595030221625,0.1208865010073875,0.0,0.0402955003357958,1.249160510409671,85.06380120886502,0.0,0.0,628.5292142377434,218.56279382135665,0.22,3,1,11,3,1,3,0,,
EUW1_7708232235,24.816666666666663,BOTTOM,15,39,110,91,799,55,7,15,221,99,44,592,194,3,1244,390,2,2323,642,15,2202,306,9,7,90.0,806.7562122229684,790.1544660846206,0.0,16.56145063801209,429.42914707857625,631.1484217595702,236,13540,1,0,0,0,16,29.00000002980232,0,0.5238415043653458,0.2820685023505708,0.0805910006715916,0.0,0.0805910006715916,1.007387508394896,204.2578912021491,0.0,0.0,655.6077904633983,297.4613834788449,0.39,3,1,11,3,1,3,0,,
EUW1_7708232235,24.816666666666663,UTILITY,99,39,110,91,799,55,7,15,221,99,44,513,132,-1,646,427,-8,631,28,-7,862,-964,-4,6,16.0,574.533243787777,48.83814640698456,511.39019476158495,14.264607118871726,124.55339153794492,299.1940899932841,30,8475,2,1,0,1,5,2.0,1,2.458025520483546,0.9267965077233042,0.1208865010073875,0.1611820013431833,1.6924110141034252,5.117528542646071,81.2760241773002,15.151108126259237,64.43250503693754,361.8535930154466,192.5319006044325,0.44,3,1,11,3,1,3,0,,
EUW1_7708200493,24.73333333333333,TOP,887,887,14,64,126,45,134,804,523,117,26,-544,-294,-16,-774,16,-19,-670,-774,-38,421,731,-10,1,74.0,714.0566037735849,130.67385444743934,488.12668463611857,95.25606469002696,880.9568733153639,921.4690026954178,233,11577,1,0,0,0,16,28.0,0,1.0107816711590296,0.2830188679245283,0.1617250673854447,0.0,0.1617250673854447,3.234501347708895,183.19407008086253,0.0,0.0,604.932614555256,429.78436657681937,0.2,3,1,9,2,1,0,0,,
EUW1_7708200493,24.73333333333333,JUNGLE,64,887,14,64,126,45,134,804,523,117,26,602,-55,-5,995,-171,-11,1630,1043,7,1064,347,-2,9,,858.2749326145553,680.5390835579515,74.7978436657682,102.89757412398922,26.48247978436657,1501.1725067385444,173,12360,3,1,1,2,1,7.050000011920929,0,1.3342318059299192,0.7277628032345013,0.0808625336927223,0.2830188679245283,0.8086253369272237,18.19407008086253,469.5687331536388,0.0,14.757412398921833,936.6711590296496,796.3342318059299,0.72,3,1,9,2,1,0,0,58.0,30.0
EUW1_7708200493,24.73333333333333,MIDDLE,45,887,14,64,126,45,134,804,523,117,26,166,60,2,571,1050,21,1440,2770,57,716,2398,42,7,87.0,779.8787061994609,26.28032345013477,753.5983827493261,0.0,442.72237196765496,692.1832884097034,218,11615,0,1,1,2,12,68.0,3,1.0512129380053907,0.4851752021563342,0.0404312668463611,0.0404312668463611,0.444743935309973,3.598382749326145,87.41239892183287,0.0,0.0,553.22102425876,266.0377358490566,0.52,3,1,9,2,1,0,0,,
EUW1_7708200493,24.73333333333333,BOTTOM,804,887,14,64,126,45,134,804,523,117,26,571,-77,13,1016,362,25,1425,231,28,3339,697,38,4,93.0,1162.722371967655,749.1913746630728,407.9919137466307,5.45822102425876,330.7681940700808,595.7951482479784,218,14362,0,1,0,1,10,50.0,1,0.6873315363881402,0.3234501347708894,0.1212938005390835,0.0404312668463611,0.2830188679245283,4.690026954177897,315.2425876010781,0.0,0.0,711.2264150943396,375.8894878706199,0.52,3,1,9,2,1,0,0,,
EUW1_7708200493,24.73333333333333,UTILITY,117,887,14,64,126,45,134,804,523,117,26,-10,28,-2,-120,-114,-9,143,21,-10,429,636,-7,8,8.0,354.78436657681937,36.913746630727765,312.6145552560647,5.215633423180593,56.60377358490566,130.3099730458221,19,7519,1,1,0,1,5,1.0,0,3.3557951482479784,1.536388140161725,0.3638814016172506,0.3234501347708894,1.0512129380053907,10.95687331536388,219.42048517520212,130.55256064690028,138.31536388140162,556.7385444743935,191.48247978436655,0.68,3,1,9,2,1,0,0,,
