matchId,gameDuration,Input_Role,Input_Player_ID,Input_Ally_TOP_ID,Input_Enemy_TOP_ID,Input_Ally_JUNGLE_ID,Input_Enemy_JUNGLE_ID,Input_Ally_MIDDLE_ID,Input_Enemy_MIDDLE_ID,Input_Ally_BOTTOM_ID,Input_Enemy_BOTTOM_ID,Input_Ally_UTILITY_ID,Input_Enemy_UTILITY_ID,Target_GoldDiff_5,Target_XpDiff_5,Target_CsDiff_5,Target_GoldDiff_10,Target_XpDiff_10,Target_CsDiff_10,Target_GoldDiff_15,Target_XpDiff_15,Target_CsDiff_15,Target_GoldDiff_20,Target_XpDiff_20,Target_CsDiff_20,Target_EarlyTakedowns,Target_LaneCsBefore10,Target_DmgTotal,Target_DmgPhys,Target_DmgMagic,Target_DmgTrue,Target_DmgTurret,Target_DmgObj,Target_TotalCS,Target_GoldEarned,Target_DragonTakedowns,Target_BaronTakedowns,Target_RiftHeraldTakedowns,Target_VoidMonsterTakedowns,Target_TurretPlates,Target_MaxCsAdvantage,Target_SoloKills,Target_VisionScore,Target_WardsPlaced,Target_WardsKilled,Target_ControlWardsPlaced,Target_TimeCC,Target_TotalCC,Target_TotalHeal,Target_HealOnTeammates,Target_DamageShielded,Target_DamageTaken,Target_DamageMitigated,Target_KillParticipation,Target_Team_Dragons,Target_Team_Barons,Target_Team_Towers,Target_Team_Inhibitors,Target_Team_RiftHeralds,Target_Team_VoidGrubs,Target_Team_ElderDragons,Target_JgCsBefore10,Target_EnemyJgInvades
EUW1_7714276123,25.33333333333333,TOP,24,24,887,36,59,13,134,523,42,111,517,-84,178,-6,221,426,3,1260,2060,38,2314,1819,46,2,81.0,843.1184210526317,496.6973684210527,301.0657894736842,45.31578947368421,716.0131578947369,716.0131578947369,226,11988,0,0,0,0,17,62.25,3,0.7894736842105263,0.3157894736842105,0.0394736842105263,0.0,0.5526315789473685,3.986842105263158,225.31578947368425,0.0,0.0,829.1842105263158,574.1842105263158,0.46,3,1,7,1,1,2,0,,
EUW1_7714276123,25.33333333333333,JUNGLE,36,24,887,36,59,13,134,523,42,111,517,116,154,8,85,501,16,223,782,19,1140,2383,29,2,,708.1184210526316,402.2763157894737,282.8684210526316,22.97368421052632,153.55263157894737,2102.0526315789475,205,11638,3,1,1,4,15,50.8500000834465,2,1.2631578947368425,0.2368421052631579,0.1973684210526315,0.0789473684210526,0.4736842105263158,18.63157894736842,1446.9868421052631,0.0,0.0,1411.7763157894738,1018.7763157894738,0.62,3,1,7,1,1,2,0,92.0,15.0
EUW1_7714276123,25.33333333333333,MIDDLE,13,24,887,36,59,13,134,523,42,111,517,-234,-198,-8,-956,-569,-17,-1896,-584,-23,-1826,-705,-26,0,85.0,531.1973684210526,25.73684210526316,504.8684210526316,0.5921052631578948,237.1184210526316,312.3157894736842,241,10600,2,0,0,2,16,2.0,0,0.7894736842105263,0.3947368421052631,0.0394736842105263,0.0394736842105263,0.75,1.6578947368421053,213.9078947368421,0.0,0.0,756.1578947368422,506.4473684210527,0.29,3,1,7,1,1,2,0,,
EUW1_7714276123,25.33333333333333,BOTTOM,523,24,887,36,59,13,134,523,42,111,517,-861,-85,12,-1075,-215,15,-971,-889,-4,-1492,-539,10,6,86.0,949.342105263158,885.75,63.55263157894737,0.0,239.01315789473685,545.921052631579,207,12237,2,1,0,1,10,17.0,1,0.7105263157894737,0.3552631578947368,0.1578947368421052,0.0,0.4736842105263158,2.8421052631578947,239.25,0.0,0.0,752.6447368421053,397.3815789473685,0.54,3,1,7,1,1,2,0,,
EUW1_7714276123,25.33333333333333,UTILITY,111,24,887,36,59,13,134,523,42,111,517,-360,-94,0,-493,148,3,-453,308,6,-370,-39,3,5,23.0,309.67105263157896,87.82894736842105,186.94736842105263,34.85526315789474,0.0,105.4342105263158,33,8175,1,1,0,3,5,8.0,0,3.118421052631579,1.5,0.1578947368421052,0.3157894736842105,2.013157894736842,7.855263157894737,78.11842105263159,0.0,78.98684210526316,615.2763157894738,823.421052631579,0.67,3,1,7,1,1,2,0,,
EUW1_7714247285,31.966666666666665,TOP,92,92,58,200,64,103,517,115,136,526,267,-205,-354,-3,-867,-677,-31,-2019,-1550,-41,-3155,-3052,-62,1,58.0,394.8488008342024,355.5891553701773,0.0,39.25964546402503,414.7758081334724,419.4056308654849,241,12750,0,0,1,1,17,9.0,2,0.8133472367049009,0.2815432742440041,0.0312825860271115,0.0,0.7194994786235662,6.475495307612096,156.63190823774767,0.0,0.0,710.8342022940564,1003.8894681960376,0.17,2,1,8,2,1,3,0,,
EUW1_7714247285,31.966666666666665,JUNGLE,200,92,58,200,64,103,517,115,136,526,267,-1025,-353,-4,-210,41,4,477,-26,12,2357,1481,13,9,,934.8175182481752,605.1303441084464,115.6517205422315,213.9728884254432,62.877997914494266,1758.9572471324298,248,18502,2,1,1,5,12,39.25,2,1.1574556830031284,0.0,0.3441084462982273,0.0,1.2200208550573517,13.169968717413974,696.8821689259646,0.0,0.0,1284.900938477581,1528.4671532846717,0.6,2,1,8,2,1,3,0,68.0,29.0
EUW1_7714247285,31.966666666666665,MIDDLE,103,92,58,200,64,103,517,115,136,526,267,-247,-112,6,-903,-786,-3,-2539,-1567,-9,-3457,-2356,-7,1,70.0,745.6204379562045,66.53806047966633,478.4984358706986,200.5213764337852,66.91345151199167,117.5599582898853,233,11518,1,1,0,1,7,24.0,1,0.7507820646506779,0.1876955161626694,0.218978102189781,0.0312825860271115,0.9071949947862356,1.9395203336809177,118.18561001042754,0.0,0.0,725.6621480709073,527.7059436913452,0.23,2,1,8,2,1,3,0,,
EUW1_7714247285,31.966666666666665,BOTTOM,115,92,58,200,64,103,517,115,136,526,267,103,-3,18,1542,916,42,2706,781,54,3462,740,62,11,84.0,1384.0354535974975,47.61209593326382,1269.9165797705944,66.47549530761209,302.9405630865485,549.541188738269,264,16650,1,1,1,2,11,61.0,2,1.251303441084463,0.4692387904066736,0.1876955161626694,0.1564129301355578,0.6569343065693432,8.070907194994787,41.69968717413973,0.0,0.0,567.747653806048,224.3274244004171,0.74,2,1,8,2,1,3,0,,
EUW1_7714247285,31.966666666666665,UTILITY,526,92,58,200,64,103,517,115,136,526,267,536,329,4,762,370,7,1165,1168,6,829,305,4,13,11.0,403.2950990615224,95.91240875912408,284.3274244004171,23.02398331595412,104.76538060479668,144.21272158498437,18,10453,1,1,1,2,9,8.0,0,3.7226277372262775,1.7205422314911367,0.218978102189781,0.3753910323253389,2.095933263816476,8.75912408759124,286.51720542231493,18.36287799791449,0.0,1017.5912408759124,1402.1793534932222,0.77,2,1,8,2,1,3,0,,
EUW1_7714226636,38.583333333333336,TOP,114,114,266,164,106,3,38,42,119,40,432,-138,-223,0,-731,-458,-16,-824,-1214,-24,-121,-621,-8,3,79.0,923.7149028077752,503.2224622030237,34.03023758099352,386.4362850971922,414.81641468682506,414.81641468682506,273,17464,0,0,0,0,15,39.74999997019768,2,1.3218142548596112,0.4406047516198704,0.0777537796976241,0.0,0.3887688984881209,3.3952483801295896,512.4492440604752,34.98920086393088,0.0,1363.3088552915765,1784.6825053995678,0.41,4,2,11,3,1,0,0,,
EUW1_7714226636,38.583333333333336,JUNGLE,164,114,266,164,106,3,38,42,119,40,432,-97,-422,-17,-909,-1811,-38,-1195,-2073,-57,-1047,-2685,-80,6,,679.6976241900647,423.26565874730017,70.62634989200863,185.77969762419005,77.41684665226781,1223.8704103671705,167,13985,3,2,1,3,9,0.0,0,1.0885529157667386,0.3628509719222462,0.0259179265658747,0.2073434125269978,0.8293736501079914,8.760259179265658,512.9935205183585,0.0,0.0,1282.0820734341253,1475.766738660907,0.59,4,2,11,3,1,0,0,47.0,1.0
EUW1_7714226636,38.583333333333336,MIDDLE,3,114,266,164,106,3,38,42,119,40,432,339,285,19,-75,-396,8,-143,-214,16,304,94,14,2,95.0,1215.473002159827,7.049676025917926,1200.5442764578834,7.853131749460043,210.0388768898488,328.40604751619867,296,16126,1,2,0,2,18,38.0,0,1.036717062634989,0.3887688984881209,0.0259179265658747,0.0777537796976241,1.5550755939524836,4.872570194384449,177.38228941684665,0.0,84.44060475161986,1198.5745140388767,1954.1857451403887,0.61,4,2,11,3,1,0,0,,
EUW1_7714226636,38.583333333333336,BOTTOM,42,114,266,164,106,3,38,42,119,40,432,77,-3,-5,41,-18,-4,2374,1108,15,213,226,2,9,78.0,2039.170626349892,1450.4967602591792,264.0518358531317,324.5961123110151,389.3131749460043,1240.7170626349891,357,27465,3,2,0,3,20,24.0,0,0.9071274298056154,0.285097192224622,0.1555075593952483,0.0,0.1555075593952483,1.736501079913607,380.3196544276458,0.0,0.0,884.9676025917926,750.3239740820734,0.76,4,2,11,3,1,0,0,,
EUW1_7714226636,38.583333333333336,UTILITY,40,114,266,164,106,3,38,42,119,40,432,252,333,7,-214,-286,5,-580,-875,0,-413,-1094,-5,7,16.0,390.58315334773215,44.967602591792655,251.40388768898487,94.18574514038876,64.48380129589633,102.71274298056154,29,12279,2,2,0,2,13,7.25,0,3.628509719222462,1.42548596112311,0.285097192224622,0.2591792656587472,1.244060475161987,3.9654427645788335,612.4406047516198,466.7041036717062,217.47732181425485,684.7516198704103,399.9136069114471,0.85,4,2,11,3,1,0,0,,
EUW1_7711246251,30.08333333333333,TOP,777,777,79,254,62,90,84,804,523,117,111,100,216,16,-405,-204,10,-1253,-1784,-1,-100,-1,20,0,92.0,845.4182825484764,611.5346260387812,143.93351800554018,89.95013850415513,231.7562326869806,314.8254847645429,271,11593,0,1,0,1,12,52.00000002980232,1,1.0969529085872576,0.5318559556786704,0.0,0.0664819944598338,0.6980609418282548,6.182825484764543,219.8227146814405,0.0,0.0,1022.8919667590028,1068.1662049861495,0.25,3,1,7,1,1,0,0,,
EUW1_7711246251,30.08333333333333,JUNGLE,254,777,79,254,62,90,84,804,523,117,111,-352,-168,-5,-1119,-1002,-21,-566,-513,-21,-468,756,-20,8,,830.2603878116344,779.1689750692522,27.42382271468144,23.634349030470915,100.68698060941828,1040.5096952908589,177,14347,3,1,1,2,6,0.0,1,0.997229916897507,0.2659279778393352,0.2326869806094182,0.0332409972299169,1.4293628808864267,7.180055401662051,482.8919667590028,0.0,0.0,1198.371191135734,1366.5041551246538,0.78,3,1,7,1,1,0,0,56.0,3.0
EUW1_7711246251,30.08333333333333,MIDDLE,90,777,79,254,62,90,84,804,523,117,111,-13,181,-4,-863,-198,-16,-740,29,-12,-1206,-495,-1,5,92.0,821.5512465373962,29.35180055401662,783.6565096952909,8.476454293628809,182.7257617728532,361.2963988919668,303,12954,3,0,1,1,8,11.0,0,0.96398891966759,0.3988919667590028,0.0997229916897507,0.0,2.958448753462604,21.573407202216067,91.54570637119114,0.0,0.0,546.0831024930748,387.3240997229917,0.5,3,1,7,1,1,0,0,,
EUW1_7711246251,30.08333333333333,BOTTOM,804,777,79,254,62,90,84,804,523,117,111,833,298,11,1408,369,25,3415,-141,19,4159,-713,28,10,87.0,1309.9612188365652,783.9224376731303,465.57340720221606,60.43213296398892,517.7617728531856,918.4819944598338,296,19449,2,1,1,2,14,60.25,0,1.5290858725761771,0.3988919667590028,0.3324099722991689,0.0664819944598338,0.3988919667590028,7.080332409972299,231.25761772853187,0.0,0.0,690.814404432133,413.31855955678674,0.78,3,1,7,1,1,0,0,,
EUW1_7711246251,30.08333333333333,UTILITY,117,777,79,254,62,90,84,804,523,117,111,512,-272,-12,237,-53,-9,1105,1227,-4,2286,3004,-8,11,11.0,373.2963988919668,40.22160664819945,312.2991689750693,20.709141274238227,171.3240997229917,282.9141274238227,25,10488,2,1,1,2,9,1.0,0,3.4238227146814406,1.5955678670360112,0.3324099722991689,0.3988919667590028,1.7617728531855956,10.903047091412745,157.32963988919667,53.850415512465375,234.8808864265928,391.41274238227146,183.29085872576175,0.88,3,1,7,1,1,0,0,,
EUW1_7711213975,27.683333333333334,TOP,58,58,31,76,102,13,134,42,236,111,267,278,186,15,280,-23,14,-520,-1197,-5,-262,-610,7,0,86.0,649.5605057194462,530.7525586995786,113.53401565322096,5.237808549066827,308.994581577363,434.8826008428657,232,10625,1,1,0,2,13,25.0,0,1.2281757977122216,0.3973509933774834,0.0722456351595424,0.1083684527393136,1.0114388922335942,3.937387116195063,330.8850090307044,0.0,0.0,1215.4966887417218,951.4388922335942,0.22,4,1,10,2,1,3,0,,
EUW1_7711213975,27.683333333333334,JUNGLE,76,58,31,76,102,13,134,42,236,111,267,470,67,3,852,306,9,1672,904,14,2177,1543,10,9,,1110.8488862131246,77.7001806140879,917.5556893437688,115.55689343768812,309.5725466586394,2326.4900662251657,177,14738,4,1,1,5,15,19.50000002980232,1,1.0475617098133654,0.1083684527393136,0.1806140878988561,0.0361228175797712,0.3973509933774834,8.416616496086695,1040.698374473209,315.4244431065623,0.0,930.8488862131246,479.8555087296809,0.69,4,1,10,2,1,3,0,69.0,27.0
EUW1_7711213975,27.683333333333334,MIDDLE,13,58,31,76,102,13,134,42,236,111,267,-208,-109,-9,-345,-413,-26,106,369,-26,-555,-948,-64,4,80.0,795.2438290186634,46.12883804936785,732.2817579771222,16.79711017459362,348.9102950030102,348.9102950030102,252,13368,0,0,0,0,20,2.0,1,0.7224563515954244,0.2889825406381697,0.0722456351595424,0.0361228175797712,0.650210716435882,5.8880192655027095,221.14388922335945,0.0,0.0,783.8290186634557,643.1667670078266,0.44,4,1,10,2,1,3,0,,
EUW1_7711213975,27.683333333333334,BOTTOM,42,58,31,76,102,13,134,42,236,111,267,622,-110,-3,1031,772,12,497,513,15,2233,2325,40,7,77.0,969.319686935581,670.3672486453943,174.00361228175797,124.91270319084887,337.71222155328115,599.8193859121011,278,15683,0,1,1,2,17,82.25000014901161,0,0.5779650812763395,0.2889825406381697,0.1083684527393136,0.0,0.1083684527393136,3.5039133052378086,138.63937387116195,0.0,0.0,580.8187838651414,362.6369656833233,0.47,4,1,10,2,1,3,0,,
EUW1_7711213975,27.683333333333334,UTILITY,111,58,31,76,102,13,134,42,236,111,267,790,518,-4,1335,473,-4,546,176,-14,1351,958,-14,13,9.0,535.737507525587,195.20770620108368,292.8476821192053,47.60987357013847,22.937989163154725,187.6580373269115,23,9842,0,0,1,1,9,2.0,0,4.298615291992776,1.77001806140879,0.3973509933774834,0.3612281757977122,2.6730885009030705,10.186634557495484,88.6092715231788,0.0,40.85490668272125,660.7224563515954,1210.6923540036123,0.84,4,1,10,2,1,3,0,,
EUW1_7711176404,30.933333333333334,TOP,58,58,85,59,254,13,84,161,15,12,43,-501,-392,-5,-1198,-1460,-16,-2132,-3826,-33,-2842,-2665,-29,2,61.0,453.1034482758621,370.5711206896552,81.27155172413794,1.1961206896551724,264.0193965517241,380.8836206896552,217,12043,0,2,0,2,12,3.0,2,0.7112068965517241,0.1939655172413793,0.0969827586206896,0.0,0.6142241379310345,3.362068965517241,250.89439655172413,0.0,0.0,1379.3211206896551,922.209051724138,0.35,3,2,9,1,0,0,0,,
EUW1_7711176404,30.933333333333334,JUNGLE,59,58,85,59,254,13,84,161,15,12,43,-205,-176,-4,456,754,17,757,1214,24,-105,906,22,6,,344.7090517241379,289.5905172413793,31.71336206896552,23.372844827586206,25.89439655172414,1248.103448275862,257,13332,3,2,0,2,4,39.750000059604645,0,1.0021551724137931,0.0969827586206896,0.2262931034482758,0.0646551724137931,0.4525862068965517,16.51939655172414,250.2801724137931,0.0,0.0,664.2349137931035,877.9202586206897,0.7,3,2,9,1,0,0,0,80.0,12.0
EUW1_7711176404,30.933333333333334,MIDDLE,13,58,85,59,254,13,84,161,15,12,43,-438,-737,-8,-294,-413,-4,-525,-871,-7,382,-1594,-10,4,79.0,863.6637931034483,49.39655172413793,814.2349137931035,0.0,420.6142241379311,1220.2693965517242,262,14967,3,2,0,2,21,41.0,1,0.7112068965517241,0.3232758620689655,0.0969827586206896,0.0,0.7435344827586207,1.8426724137931036,140.39870689655172,0.0,0.0,741.0775862068965,616.4870689655172,0.7,3,2,9,1,0,0,0,,
EUW1_7711176404,30.933333333333334,BOTTOM,161,58,85,59,254,13,84,161,15,12,43,-117,88,-3,90,92,-5,249,830,-3,-1207,146,-7,4,79.0,543.3943965517242,11.088362068965518,433.6745689655172,98.5668103448276,251.76724137931035,413.9870689655172,259,13461,1,1,0,1,14,3.0,0,0.9051724137931034,0.5495689655172413,0.1293103448275862,0.1293103448275862,0.5172413793103449,4.946120689655173,43.25431034482759,0.0,0.0,464.8060344827586,217.24137931034485,0.45,3,2,9,1,0,0,0,,
EUW1_7711176404,30.933333333333334,UTILITY,12,58,85,59,254,13,84,161,15,12,43,26,164,6,406,390,12,544,526,5,297,873,6,7,24.0,217.8879310344828,25.21551724137931,164.61206896551724,28.02801724137931,11.088362068965518,12.446120689655173,41,8606,1,0,0,0,5,13.0,0,3.362068965517241,1.4547413793103448,0.4849137931034483,0.1293103448275862,1.519396551724138,3.3297413793103448,264.2780172413793,115.95905172413794,0.0,680.5280172413793,828.0064655172414,0.6,3,2,9,1,0,0,0,,
EUW1_7710655101,30.766666666666666,TOP,92,92,266,76,120,3,134,202,236,518,267,12,-93,3,-778,-826,-9,-820,-1163,-14,-861,-969,-6,0,86.0,601.7226435536295,562.2318526543879,0.0,39.45828819068256,237.5622968580715,237.5622968580715,281,13140,0,0,0,0,11,11.5,1,1.43011917659805,0.4225352112676056,0.1950162513542795,0.0,0.8450704225352113,6.013001083423619,215.94799566630556,0.0,0.0,871.3001083423619,1099.1440953412784,0.29,2,1,10,2,1,3,0,,
EUW1_7710655101,30.766666666666666,JUNGLE,76,92,266,76,120,3,134,202,236,518,267,447,272,8,663,656,18,693,887,16,1097,750,9,8,,1051.7551462621886,40.85590465872156,877.4106175514627,133.4561213434453,203.59696641386785,1397.7139761646804,218,15201,1,1,1,5,9,47.400000005960464,0,1.2026002166847238,0.0975081256771397,0.2925243770314193,0.0325027085590465,0.552546045503792,7.215601300108343,897.0747562296858,350.4442036836403,0.0,973.7486457204768,669.1982665222102,0.52,2,1,10,2,1,3,0,90.0,24.0
EUW1_7710655101,30.766666666666666,MIDDLE,3,92,266,76,120,3,134,202,236,518,267,-34,-279,0,1125,780,12,979,513,0,1172,395,-11,6,93.0,969.5232936078008,6.240520043336945,961.495124593716,1.7551462621885157,341.7334777898158,388.8299024918744,245,14271,1,0,0,0,17,17.400000005960464,1,0.8450704225352113,0.2275189599133261,0.2275189599133261,0.0325027085590465,1.5926327193932828,6.305525460455038,293.2069339111593,0.0,83.726977248104,1162.3293607800651,1891.787648970748,0.6,2,1,10,2,1,3,0,,
EUW1_7710655101,30.766666666666666,BOTTOM,202,92,266,76,120,3,134,202,236,518,267,201,47,0,-1013,-151,-4,856,148,2,-117,-17,-13,12,59.0,1655.2004333694474,1539.003250270856,104.3661971830986,11.798483206933913,385.05958829902494,969.2632719393284,237,19625,1,1,0,1,16,22.400000005960464,4,0.4225352112676056,0.2275189599133261,0.0650054171180931,0.0325027085590465,1.267605633802817,6.468039003250271,392.2101841820152,0.0,0.0,925.6771397616468,653.8894907908992,0.83,2,1,10,2,1,3,0,,
EUW1_7710655101,30.766666666666666,UTILITY,518,92,266,76,120,3,134,202,236,518,267,-159,420,5,148,426,9,891,836,10,1412,836,11,10,20.0,661.1050920910076,56.13217768147346,569.4474539544963,35.49295774647887,140.5092091007584,234.18201516793067,35,11056,1,0,0,0,12,14.0,0,3.542795232936078,1.33261105092091,0.390032502708559,0.2275189599133261,1.105092091007584,3.542795232936078,138.2015167930661,0.0,0.0,1017.0097508125676,587.9739978331528,0.62,2,1,10,2,1,3,0,,
EUW1_7710543252,28.516666666666666,TOP,516,516,68,246,421,13,777,202,96,432,117,-247,-261,-9,-1471,-1249,-34,-384,536,-23,-126,443,-38,5,65.0,700.0818234950322,260.6195207481005,435.28930450029225,4.137931034482759,259.91817650496785,302.17416715371127,200,11635,1,1,0,1,11,3.0,0,0.385739333722969,0.2104032729398013,0.0,0.0701344243132671,1.4377556984219757,18.16481589713618,186.9783752191701,0.0,0.0,1150.2746931618938,1327.1537112799533,0.39,4,1,8,1,0,3,0,,
EUW1_7710543252,28.516666666666666,JUNGLE,246,516,68,246,421,13,777,202,96,432,117,209,349,7,1656,1333,29,3404,2602,48,5360,4225,72,9,,818.3985973115138,687.177089421391,53.86323787258913,77.32320280537698,196.3062536528346,1661.9754529514903,234,16242,4,1,0,4,5,105.20000004768372,3,1.5078901227352426,0.2454704850964348,0.1402688486265342,0.1052016364699006,0.6312098188194039,8.170660432495616,340.8182349503215,0.0,0.0,1050.5084745762713,481.6481589713618,0.39,4,1,8,1,0,3,0,80.0,29.0
EUW1_7710543252,28.516666666666666,MIDDLE,13,516,68,246,421,13,777,202,96,432,117,366,78,12,1552,1017,30,2587,2684,50,2471,2692,39,8,96.0,1418.188194038574,73.88661601402688,1343.0040911747517,1.2624196376388075,401.76504967855055,761.8001168907072,288,16857,1,1,0,3,13,54.0,1,1.0169491525423728,0.4208065458796026,0.0350672121566335,0.1402688486265342,1.1922852133255406,3.5417884278199883,378.6908240794857,0.0,0.0,1205.4354178842782,640.2220923436587,0.52,4,1,8,1,0,3,0,,
EUW1_7710543252,28.516666666666666,BOTTOM,202,516,68,246,421,13,777,202,96,432,117,-169,-137,-1,109,-114,-13,-2263,-2024,-57,-3595,-1610,-52,7,66.0,888.427819988311,834.3191116306253,45.55230859146698,8.521332554061953,176.28287551139684,458.39859731151375,178,14298,2,1,0,1,7,7.0,0,0.5610753945061367,0.4208065458796026,0.0,0.1052016364699006,1.3676212741087084,7.0835768556399765,281.97545295149035,0.0,0.0,870.824079485681,411.4786674459381,0.52,4,1,8,1,0,3,0,,
EUW1_7710543252,28.516666666666666,UTILITY,432,516,68,246,421,13,777,202,96,432,117,0,-158,0,811,457,-4,1156,677,-6,1119,-215,-4,12,5.0,792.6241963763881,252.20338983050848,470.53185271770894,69.88895382817066,135.21917007597895,149.84219754529516,22,12465,2,0,0,0,13,3.0,2,2.980713033313852,1.2974868497954413,0.2454704850964348,0.0,1.3325540619520748,7.048509643483343,458.5739333722969,56.072472238457046,0.0,1122.2209234365869,812.5073056691994,0.63,4,1,8,1,0,3,0,,
EUW1_7709705738,30.433333333333334,TOP,79,79,68,126,163,238,61,202,236,497,267,-446,-457,-6,-1231,-1258,-20,-1669,-1747,-34,-504,-169,-24,2,73.0,827.6779846659365,48.30230010952903,779.3428258488499,0.0,494.3921139101862,494.3921139101862,283,14814,0,0,0,0,16,19.0,5,0.7886089813800657,0.4271631982475355,0.0,0.0,1.3143483023001097,14.16210295728368,390.5585980284776,0.0,0.0,1235.5859802847754,945.9036144578312,0.31,4,1,6,0,1,0,0,,
EUW1_7709705738,30.433333333333334,JUNGLE,126,79,68,126,163,238,61,202,236,497,267,-320,-36,5,-26,-456,-2,725,-1030,-17,1409,-549,-9,7,,1087.7875136911282,909.8247535596934,54.47973713033954,123.45016429353778,75.6407447973713,1932.5191675794083,263,16938,4,1,1,2,7,19.250000059604645,2,1.6757940854326396,0.2628696604600219,0.4600219058050383,0.0985761226725082,0.4928806133625411,18.696604600219057,354.052573932092,0.0,0.0,756.210295728368,529.4523548740416,0.54,4,1,6,0,1,0,0,68.0,34.0
EUW1_7709705738,30.433333333333334,MIDDLE,238,79,68,126,163,238,61,202,236,497,267,-275,-71,-12,-785,-577,-12,133,228,-6,-339,-584,-12,2,77.0,597.2727272727273,531.9824753559693,24.315443592552025,40.94194961664841,88.55421686746988,88.55421686746988,256,12866,0,0,0,0,4,0.0,2,0.9200438116100766,0.1971522453450164,0.1642935377875136,0.0,0.1642935377875136,5.323110624315444,75.14786418400877,0.0,0.0,757.5575027382256,343.9978094194961,0.35,4,1,6,0,1,0,0,,
EUW1_7709705738,30.433333333333334,BOTTOM,202,79,68,126,163,238,61,202,236,497,267,274,151,8,829,813,21,1831,1854,33,2957,2535,50,5,105.0,512.9244249726178,489.8904709748083,21.35815991237678,1.642935377875137,316.49507119386635,582.420591456736,308,15143,2,1,1,2,14,87.0,0,1.3143483023001097,0.5585980284775466,0.2300109529025191,0.2300109529025191,0.9529025191675794,6.078860898138006,267.9299014238773,0.0,0.0,625.5969331872947,367.5246440306681,0.35,4,1,6,0,1,0,0,,
EUW1_7709705738,30.433333333333334,UTILITY,497,79,68,126,163,238,61,202,236,497,267,81,182,1,278,-69,-6,681,49,-14,690,-818,-22,7,15.0,150.23001095290252,17.02081051478642,133.1763417305586,0.0,35.61883899233297,75.24644030668127,28,8592,1,1,0,1,5,2.0,0,3.745892661555312,1.7415115005476451,0.3943044906900328,0.3285870755750273,0.6571741511500547,1.872946330777656,450.8543263964951,112.27820372398683,144.28258488499452,731.763417305586,818.9375684556408,0.54,4,1,6,0,1,0,0,,
EUW1_7709678783,24.716666666666665,TOP,58,58,799,76,56,110,8,804,63,12,497,589,57,17,1269,729,32,2486,2805,47,4179,4064,58,4,95.0,1212.582602832097,1020.485502360081,140.18880647336482,51.8273769386379,375.25286581254215,424.9763991908295,218,12854,0,0,0,0,14,58.0,5,1.5374241402562374,0.445043830074174,0.1213755900202292,0.1213755900202292,1.1732973701955496,1.6183412002697235,523.7761294672961,0.0,0.0,1484.3830074173973,1093.836817262306,0.54,2,1,9,1,0,3,0,,
EUW1_7709678783,24.716666666666665,JUNGLE,76,58,799,76,56,110,8,804,63,12,497,609,248,1,-24,142,8,6,1214,32,162,1931,38,6,,507.7140930546191,50.896830748482806,369.9932569116656,86.82400539447067,92.5691166554282,1305.5563047875928,190,11201,2,1,0,4,9,44.39999994635582,1,1.8610923803101824,0.2832097100472016,0.445043830074174,0.1618341200269723,0.3641267700606878,8.010788941335132,1005.3135536075524,196.9116655428186,0.0,1242.7242076871207,588.5906945380984,0.64,2,1,9,1,0,3,0,70.0,25.0
EUW1_7709678783,24.716666666666665,MIDDLE,110,58,799,76,56,110,8,804,63,12,497,595,308,11,335,440,8,1121,281,8,3213,1787,16,3,89.0,862.4140256237357,487.1611598111936,372.7444369521241,2.508428860418072,798.125421443021,1410.0202292650035,214,12848,1,1,0,1,22,16.0,3,0.7687120701281187,0.3641267700606878,0.1213755900202292,0.040458530006743,0.6473364801078895,6.109238031018207,160.8226567768038,0.0,0.0,777.9366149696561,448.9683074848281,0.25,2,1,9,1,0,3,0,,
EUW1_7709678783,24.716666666666665,BOTTOM,804,58,799,76,56,110,8,804,63,12,497,-31,28,-10,74,218,-10,609,-32,-9,1178,23,14,5,73.0,935.0370869858396,551.975724881996,341.30815913688474,41.71274443695213,286.97235333782874,643.5333782872556,209,13368,0,1,0,1,13,40.0,0,0.890087660148348,0.3641267700606878,0.2022926500337154,0.0,0.6068779501011463,12.016183412002698,242.18476062036413,0.0,0.0,758.0310182063386,247.52528658125425,0.54,2,1,9,1,0,3,0,,
EUW1_7709678783,24.716666666666665,UTILITY,12,58,799,76,56,110,8,804,63,12,497,-10,-456,-7,-160,-869,-14,-193,-1094,-19,330,-240,-22,4,8.0,253.2703978422117,44.74713418745786,194.88873904248143,13.594066082265678,27.63317599460553,27.63317599460553,20,7699,0,0,0,0,10,0.0,0,3.2366824005394474,1.294672960215779,0.4045853000674309,0.2427511800404585,2.548887390424815,5.380984490896831,501.8476062036413,282.4409979770735,91.2744436952124,1031.975724881996,722.5488873904249,0.54,2,1,9,1,0,3,0,,
EUW1_7709636495,28.7,TOP,92,92,39,59,23,84,13,202,145,40,60,-477,-39,3,-251,151,4,610,2039,10,-334,1532,-4,5,78.0,963.2404181184668,890.1742160278745,6.306620209059234,66.72473867595819,517.595818815331,950.9407665505228,229,15510,1,2,0,2,20,18.0,4,0.7317073170731707,0.2090592334494773,0.0696864111498257,0.0,1.32404181184669,6.306620209059234,348.7108013937282,0.0,0.0,994.4947735191638,2112.543554006969,0.45,2,2,11,2,1,0,0,,
