matchId,teamId,patch,window_early,window_mid,is_neutral_early,gold_diff_14,tower_diff_14,OBS_TEAM_FOCUS_EARLY,SUCCESS_TEAM_FOCUS_EARLY,OBS_JG_STYLE_EARLY,SUCCESS_JG_STYLE_EARLY,OBS_MAP_MODE_MID,SUCCESS_MAP_MODE_MID,X_BOTTOM_Champ,X_JUNGLE_Champ,X_MIDDLE_Champ,X_TOP_Champ,X_UTILITY_Champ
7708841011,200,16.2,0-14,14-25,0,2505,-1,NEUTRAL,,FARM_HEAVY,1,,,96,91,3,48,201
7708859948,100,16.2,0-14,14-25,1,-684,0,TOP,1,MIXED,,,,901,234,69,122,17
7708859948,200,16.2,0-14,14-25,1,-684,0,NEUTRAL,,MIXED,,,,895,120,38,50,526
7708869060,100,16.2,0-14,14-25,0,3593,2,NEUTRAL,,MIXED,,GROUP,1,360,245,163,98,201
7708869060,200,16.2,0-14,14-25,0,3593,2,BOT,1,FARM_HEAVY,1,GROUP,1,145,20,142,875,111
7708871442,100,16.2,0-14,14-25,1,756,1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,30,107,246,126,555
7708871442,200,16.2,0-14,14-25,1,756,1,BOT,1,FARM_HEAVY,1,GROUP,1,81,234,34,154,497
7708878928,100,16.2,0-14,14-25,1,392,0,TOP,1,MIXED,,,,81,30,950,67,161
7708878928,200,16.2,0-14,14-25,1,392,0,NEUTRAL,,FARM_HEAVY,0,,,202,59,77,164,16
7708879236,100,16.2,0-14,14-25,1,1502,1,NEUTRAL,,MIXED,,SPLIT,1,804,266,103,58,497
7708879236,200,16.2,0-14,14-25,1,1502,1,BOT,1,FARM_HEAVY,0,SPLIT,1,145,131,38,901,518
7708881054,100,16.2,0-14,14-25,0,3448,0,BOT,1,FARM_HEAVY,1,,,202,245,8,14,89
7708881054,200,16.2,0-14,14-25,0,3448,0,BOT,0,MIXED,,,,157,77,910,122,12
7708883020,100,16.2,0-14,14-25,0,5961,1,NEUTRAL,,FARM_HEAVY,1,,,110,20,157,112,163
7708883020,200,16.2,0-14,14-25,0,5961,1,BOT,0,MIXED,,,,51,876,777,799,43
7708885951,100,16.2,0-14,14-25,1,-2025,0,TOP,0,FARM_HEAVY,0,SPLIT,1,804,121,711,36,432
7708885951,200,16.2,0-14,14-25,1,-2025,0,NEUTRAL,,GANK_HEAVY,1,SPLIT,1,360,427,7,24,64
7708891533,100,16.2,0-14,14-25,0,-5096,-1,NEUTRAL,,MIXED,,GROUP,1,50,64,157,68,12
7708891533,200,16.2,0-14,14-25,0,-5096,-1,NEUTRAL,,MIXED,,GROUP,1,523,36,517,893,526
7708900481,100,16.2,0-14,14-25,1,2412,0,NEUTRAL,,MIXED,,GROUP,0,145,72,101,80,89
7708900481,200,16.2,0-14,14-25,1,2412,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,221,266,134,904,60
7708901226,100,16.2,0-14,14-25,1,-550,0,NEUTRAL,,FARM_HEAVY,1,,,21,76,157,85,44
7708901226,200,16.2,0-14,14-25,1,-550,0,BOT,1,MIXED,,,,51,246,7,13,60
7708907062,100,16.2,0-14,14-25,0,-5265,-1,NEUTRAL,,MIXED,,,,202,11,112,799,37
7708907062,200,16.2,0-14,14-25,0,-5265,-1,NEUTRAL,,MIXED,,,,901,120,13,114,117
7708917367,100,16.2,0-14,14-25,0,4143,1,NEUTRAL,,MIXED,,,,110,121,34,904,78
7708917367,200,16.2,0-14,14-25,0,4143,1,TOP,1,MIXED,,,,157,64,13,67,432
7708928612,100,16.2,0-14,14-25,0,-2610,0,NEUTRAL,,GANK_HEAVY,1,GROUP,1,804,266,55,58,201
7708928612,200,16.2,0-14,14-25,0,-2610,0,BOT,1,GANK_HEAVY,1,SPLIT,1,145,154,13,67,111
7708930546,100,16.2,0-14,14-25,0,-6721,-2,NEUTRAL,,MIXED,,,,81,54,136,150,432
7708930546,200,16.2,0-14,14-25,0,-6721,-2,NEUTRAL,,FARM_HEAVY,1,,,42,131,77,36,43
7708930741,100,16.2,0-14,14-25,1,302,1,NEUTRAL,,GANK_HEAVY,1,SPLIT,1,145,28,777,157,518
7708930741,200,16.2,0-14,14-25,1,302,1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,96,91,893,58,201
7708933269,100,16.2,0-14,14-25,0,4946,2,BOT,1,GANK_HEAVY,1,,,18,154,800,24,497
7708933269,200,16.2,0-14,14-25,0,4946,2,TOP,1,FARM_HEAVY,1,,,81,91,38,110,111
7708933763,100,16.2,0-14,14-25,1,517,-1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,119,121,268,39,44
7708933763,200,16.2,0-14,14-25,1,517,-1,BOT,1,GANK_HEAVY,1,GROUP,1,51,126,13,897,43
7708936526,100,16.2,0-14,14-25,0,4479,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,110,121,13,74,517
7708936526,200,16.2,0-14,14-25,0,4479,0,NEUTRAL,,FARM_HEAVY,0,SPLIT,1,800,59,39,14,497
7708940952,100,16.2,0-14,14-25,1,-767,-1,BOT,1,MIXED,,GROUP,1,202,35,157,26,43
7708940952,200,16.2,0-14,14-25,1,-767,-1,BOT,1,GANK_HEAVY,1,GROUP,1,51,131,58,39,518
7708947062,100,16.2,0-14,14-25,1,1469,0,NEUTRAL,,MIXED,,GROUP,1,51,799,55,98,99
7708947062,200,16.2,0-14,14-25,1,1469,0,NEUTRAL,,MIXED,,SPLIT,1,804,121,69,157,432
7708962286,100,16.2,0-14,14-25,0,7307,1,NEUTRAL,,FARM_HEAVY,1,,,51,245,126,799,43
7708962286,200,16.2,0-14,14-25,0,7307,1,NEUTRAL,,MIXED,,,,157,141,103,79,161
7708968827,100,16.2,0-14,14-25,0,5342,2,BOT,1,FARM_HEAVY,1,,,523,163,236,904,412
7708968827,200,16.2,0-14,14-25,0,5342,2,NEUTRAL,,MIXED,,,,81,91,38,777,26
7708972768,100,16.2,0-14,14-25,1,4,0,BOT,1,GANK_HEAVY,1,SPLIT,1,157,131,34,58,12
7708972768,200,16.2,0-14,14-25,1,4,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,30,238,777,92,526
7708985825,100,16.2,0-14,14-25,0,5602,2,NEUTRAL,,GANK_HEAVY,1,GROUP,1,804,163,14,799,25
7708985825,200,16.2,0-14,14-25,0,5602,2,BOT,1,GANK_HEAVY,1,GROUP,1,523,121,897,887,43
7708989992,100,16.2,0-14,14-25,0,9084,2,NEUTRAL,,FARM_HEAVY,1,,,800,91,3,67,235
7708989992,200,16.2,0-14,14-25,0,9084,2,TOP,0,MIXED,,,,110,126,268,240,37
7708995695,100,16.2,0-14,14-25,0,8377,1,BOT,1,FARM_HEAVY,1,,,202,35,69,6,111
7708995695,200,16.2,0-14,14-25,0,8377,1,BOT,0,GANK_HEAVY,0,,,115,163,91,126,16
7709025597,100,16.2,0-14,14-25,1,-1599,0,NEUTRAL,,MIXED,,GROUP,0,42,518,711,897,267
7709025597,200,16.2,0-14,14-25,1,-1599,0,NEUTRAL,,FARM_HEAVY,0,GROUP,1,21,91,517,68,89
7709027343,100,16.2,0-14,14-25,1,-502,0,TOP,1,FARM_HEAVY,1,GROUP,0,134,246,39,64,37
7709027343,200,16.2,0-14,14-25,1,-502,0,BOT,1,MIXED,,GROUP,1,51,121,84,9,99
7709036383,100,16.2,0-14,14-25,0,-3404,0,NEUTRAL,,MIXED,,,,51,91,38,13,201
7709036383,200,16.2,0-14,14-25,0,-3404,0,BOT,1,MIXED,,,,157,246,236,34,111
7709038740,100,16.2,0-14,14-25,0,5588,1,NEUTRAL,,FARM_HEAVY,1,,,110,799,136,92,40
7709038740,200,16.2,0-14,14-25,0,5588,1,NEUTRAL,,GANK_HEAVY,1,,,523,203,69,266,44
7709046251,100,16.2,0-14,14-25,0,-2951,0,TOP,1,FARM_HEAVY,1,,,110,163,14,904,518
7709046251,200,16.2,0-14,14-25,0,-2951,0,NEUTRAL,,FARM_HEAVY,0,,,30,59,13,799,40
7709051116,100,16.2,0-14,14-25,0,-8572,-1,NEUTRAL,,FARM_HEAVY,0,,,29,266,134,106,40
7709051116,200,16.2,0-14,14-25,0,-8572,-1,NEUTRAL,,GANK_HEAVY,1,,,161,59,14,110,526
7709056106,100,16.2,0-14,14-25,1,-212,-1,NEUTRAL,,FARM_HEAVY,1,GROUP,1,22,121,61,24,40
7709056106,200,16.2,0-14,14-25,1,-212,-1,NEUTRAL,,FARM_HEAVY,1,GROUP,1,222,91,31,85,201
7709058681,100,16.2,0-14,14-25,0,-3296,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,221,887,126,110,111
7709058681,200,16.2,0-14,14-25,0,-3296,0,NEUTRAL,,FARM_HEAVY,0,GROUP,1,42,56,61,6,432
7709067099,100,16.2,0-14,14-25,1,-569,0,NEUTRAL,,FARM_HEAVY,0,GROUP,1,50,427,67,240,235
7709067099,200,16.2,0-14,14-25,1,-569,0,NEUTRAL,,GANK_HEAVY,1,GROUP,1,26,24,68,92,57
7709070087,100,16.2,0-14,14-25,1,1534,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,18,19,3,38,37
7709070087,200,16.2,0-14,14-25,1,1534,0,NEUTRAL,,MIXED,,GROUP,1,81,91,55,68,201
7709081049,100,16.2,0-14,14-25,1,-2264,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,222,131,13,950,40
7709081049,200,16.2,0-14,14-25,1,-2264,0,NEUTRAL,,MIXED,,GROUP,1,18,35,20,74,117
7709084418,100,16.2,0-14,14-25,0,3823,0,NEUTRAL,,GANK_HEAVY,1,GROUP,1,67,233,25,19,12
7709084418,200,16.2,0-14,14-25,0,3823,0,BOT,1,GANK_HEAVY,1,GROUP,1,157,126,84,904,497
7709092983,100,16.2,0-14,14-25,1,224,-1,NEUTRAL,,GANK_HEAVY,1,,,804,106,55,114,518
7709092983,200,16.2,0-14,14-25,1,224,-1,NEUTRAL,,FARM_HEAVY,1,,,96,131,777,48,44
7709098563,100,16.2,0-14,14-25,0,-7184,-2,NEUTRAL,,MIXED,,,,81,30,112,421,111
7709098563,200,16.2,0-14,14-25,0,-7184,-2,NEUTRAL,,FARM_HEAVY,1,,,202,238,268,266,432
7709101038,100,16.2,0-14,14-25,1,-2475,-1,TOP,1,MIXED,,GROUP,1,81,121,38,69,432
7709101038,200,16.2,0-14,14-25,1,-2475,-1,BOT,0,GANK_HEAVY,1,GROUP,1,157,64,7,429,12
7709102192,100,16.2,0-14,14-25,0,-2696,-1,BOT,1,MIXED,,GROUP,1,202,33,134,799,80
7709102192,200,16.2,0-14,14-25,0,-2696,-1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,51,126,103,517,902
7709104548,100,16.2,0-14,14-25,0,-3348,1,BOT,0,GANK_HEAVY,1,SPLIT,1,81,126,245,83,76
7709104548,200,16.2,0-14,14-25,0,-3348,1,BOT,1,MIXED,,GROUP,1,202,121,105,887,43
7709105012,100,16.2,0-14,14-25,1,1796,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,145,35,39,64,518
7709105012,200,16.2,0-14,14-25,1,1796,0,NEUTRAL,,FARM_HEAVY,0,GROUP,1,804,799,13,516,40
7709109253,100,16.2,0-14,14-25,0,-5585,-1,NEUTRAL,,MIXED,,,,222,11,112,69,497
7709109253,200,16.2,0-14,14-25,0,-5585,-1,NEUTRAL,,GANK_HEAVY,1,,,523,106,163,897,89
7709120256,100,16.2,0-14,14-25,1,-2412,-1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,30,234,103,421,111
7709120256,200,16.2,0-14,14-25,1,-2412,-1,NEUTRAL,,MIXED,,GROUP,1,29,126,61,904,44
7709155362,100,16.2,0-14,14-25,0,3191,2,NEUTRAL,,MIXED,,GROUP,1,21,59,142,24,7
7709155362,200,16.2,0-14,14-25,0,3191,2,BOT,1,FARM_HEAVY,1,GROUP,0,202,245,134,56,235
7709159688,100,16.2,0-14,14-25,1,-2121,-1,BOT,1,MIXED,,GROUP,1,26,19,67,83,267
7709159688,200,16.2,0-14,14-25,1,-2121,-1,TOP,1,MIXED,,GROUP,1,202,20,68,114,111
7709170833,100,16.2,0-14,14-25,0,-2959,-1,BOT,1,GANK_HEAVY,1,GROUP,1,804,234,55,897,267
7709170833,200,16.2,0-14,14-25,0,-2959,-1,BOT,1,GANK_HEAVY,1,GROUP,1,523,64,7,50,89
7709170924,100,16.2,0-14,14-25,1,432,-1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,22,35,157,24,412
7709170924,200,16.2,0-14,14-25,1,432,-1,NEUTRAL,,MIXED,,GROUP,1,236,107,8,126,902
7709173796,100,16.2,0-14,14-25,1,132,0,BOT,1,FARM_HEAVY,0,GROUP,1,42,91,38,68,267
7709173796,200,16.2,0-14,14-25,1,132,0,NEUTRAL,,FARM_HEAVY,1,GROUP,0,145,64,126,92,518
7709176960,100,16.2,0-14,14-25,1,-719,-1,NEUTRAL,,FARM_HEAVY,1,,,236,121,31,799,432
7709176960,200,16.2,0-14,14-25,1,-719,-1,NEUTRAL,,FARM_HEAVY,0,,,804,131,127,6,412
7709184836,100,16.2,0-14,14-25,1,-1497,0,NEUTRAL,,MIXED,,GROUP,1,145,126,3,950,902
7709184836,200,16.2,0-14,14-25,1,-1497,0,NEUTRAL,,FARM_HEAVY,0,GROUP,1,42,20,142,14,43
7709190826,100,16.2,0-14,14-25,0,-1270,-2,NEUTRAL,,FARM_HEAVY,1,SPLIT,1,145,121,13,110,555
7709190826,200,16.2,0-14,14-25,0,-1270,-2,NEUTRAL,,FARM_HEAVY,0,SPLIT,1,22,5,43,157,518
7709194333,100,16.2,0-14,14-25,0,-3548,-1,BOT,1,FARM_HEAVY,0,GROUP,1,157,246,147,67,412
7709194333,200,16.2,0-14,14-25,0,-3548,-1,TOP,1,FARM_HEAVY,1,GROUP,1,51,80,84,122,25
7709204535,100,16.2,0-14,14-25,0,-6773,0,NEUTRAL,,MIXED,,,,30,887,950,122,201
7709204535,200,16.2,0-14,14-25,0,-6773,0,NEUTRAL,,MIXED,,,,804,131,238,34,43
7709209032,100,16.2,0-14,14-25,1,1809,0,TOP,1,GANK_HEAVY,1,,,498,126,38,799,117
7709209032,200,16.2,0-14,14-25,1,1809,0,NEUTRAL,,GANK_HEAVY,1,,,29,121,84,39,412
7709218347,100,16.2,0-14,14-25,0,-8812,-2,NEUTRAL,,GANK_HEAVY,1,,,145,131,901,75,4
7709218347,200,16.2,0-14,14-25,0,-8812,-2,NEUTRAL,,MIXED,,,,15,107,800,39,267
7709229745,100,16.2,0-14,14-25,0,-2982,-1,TOP,1,MIXED,,,,119,76,238,58,37
7709229745,200,16.2,0-14,14-25,0,-2982,-1,NEUTRAL,,FARM_HEAVY,1,,,51,20,157,54,43
7709230187,100,16.2,0-14,14-25,1,-2020,0,NEUTRAL,,MIXED,,GROUP,1,110,76,91,119,412
7709230187,200,16.2,0-14,14-25,1,-2020,0,NEUTRAL,,MIXED,,GROUP,1,910,121,55,24,267
7709231519,100,16.2,0-14,14-25,1,1406,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,901,36,84,68,497
7709231519,200,16.2,0-14,14-25,1,1406,0,NEUTRAL,,GANK_HEAVY,1,SPLIT,1,893,91,517,14,555
7709232356,100,16.2,0-14,14-25,1,1138,1,NEUTRAL,,MIXED,,SPLIT,1,42,126,3,84,267
7709232356,200,16.2,0-14,14-25,1,1138,1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,69,254,777,516,555
7709233165,100,16.2,0-14,14-25,1,718,0,NEUTRAL,,MIXED,,,,115,59,14,54,142
7709233165,200,16.2,0-14,14-25,1,718,0,NEUTRAL,,MIXED,,,,22,60,517,904,432
7709239202,100,16.2,0-14,14-25,0,-5983,-1,BOT,0,GANK_HEAVY,0,GROUP,1,81,107,157,893,267
7709239202,200,16.2,0-14,14-25,0,-5983,-1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,18,91,910,429,111
7709247356,100,16.2,0-14,14-25,1,1327,1,NEUTRAL,,FARM_HEAVY,1,,,51,106,84,83,888
7709247356,200,16.2,0-14,14-25,1,1327,1,NEUTRAL,,MIXED,,,,429,154,163,27,201
7709259252,100,16.2,0-14,14-25,0,2106,2,TOP,1,FARM_HEAVY,1,,,804,254,134,64,78
7709259252,200,16.2,0-14,14-25,0,2106,2,BOT,0,MIXED,,,,498,59,84,421,497
7709265754,100,16.2,0-14,14-25,0,3355,0,NEUTRAL,,GANK_HEAVY,1,GROUP,1,498,131,238,34,40
7709265754,200,16.2,0-14,14-25,0,3355,0,NEUTRAL,,MIXED,,GROUP,1,145,254,84,110,111
7709268780,100,16.2,0-14,14-25,1,665,1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,804,154,517,41,201
7709268780,200,16.2,0-14,14-25,1,665,1,NEUTRAL,,FARM_HEAVY,0,SPLIT,1,67,120,134,6,518
7709273564,100,16.2,0-14,14-25,1,658,-1,NEUTRAL,,GANK_HEAVY,1,,,22,799,61,516,412
7709273564,200,16.2,0-14,14-25,1,658,-1,NEUTRAL,,MIXED,,,,202,245,517,164,16
7709275706,100,16.2,0-14,14-25,0,-4700,-1,NEUTRAL,,GANK_HEAVY,1,GROUP,0,81,106,127,64,267
7709275706,200,16.2,0-14,14-25,0,-4700,-1,NEUTRAL,,FARM_HEAVY,0,GROUP,1,202,120,142,10,37
7709279485,100,16.2,0-14,14-25,0,-5251,-2,NEUTRAL,,GANK_HEAVY,1,GROUP,0,136,36,238,79,497
7709279485,200,16.2,0-14,14-25,0,-5251,-2,NEUTRAL,,MIXED,,GROUP,1,236,91,157,6,201
7709292422,100,16.2,0-14,14-25,0,3508,0,NEUTRAL,,GANK_HEAVY,1,,,50,121,69,799,89
7709292422,200,16.2,0-14,14-25,0,3508,0,BOT,1,GANK_HEAVY,1,,,245,421,84,14,555
7709292762,100,16.2,0-14,14-25,1,-512,-1,BOT,0,MIXED,,GROUP,1,222,60,238,39,412
7709292762,200,16.2,0-14,14-25,1,-512,-1,TOP,1,MIXED,,GROUP,1,523,9,84,234,117
7709301825,100,16.2,0-14,14-25,1,158,0,NEUTRAL,,FARM_HEAVY,1,,,15,234,893,887,518
7709301825,200,16.2,0-14,14-25,1,158,0,NEUTRAL,,GANK_HEAVY,1,,,498,163,157,516,497
7709304088,100,16.2,0-14,14-25,1,-910,-1,NEUTRAL,,MIXED,,GROUP,1,69,163,42,897,57
7709304088,200,16.2,0-14,14-25,1,-910,-1,NEUTRAL,,MIXED,,GROUP,1,523,238,34,79,89
7709304968,100,16.2,0-14,14-25,1,306,0,BOT,1,MIXED,,GROUP,1,147,121,112,2,111
7709304968,200,16.2,0-14,14-25,1,306,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,51,163,133,799,40
7709315335,100,16.2,0-14,14-25,0,11322,3,TOP,1,FARM_HEAVY,1,,,18,427,157,68,555
7709315335,200,16.2,0-14,14-25,0,11322,3,TOP,0,MIXED,,,,523,245,99,799,16
7709315465,100,16.2,0-14,14-25,0,4200,0,NEUTRAL,,GANK_HEAVY,1,GROUP,1,51,9,101,106,412
7709315465,200,16.2,0-14,14-25,0,4200,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,804,20,157,84,34
7709322338,100,16.2,0-14,14-25,1,-1395,0,BOT,1,GANK_HEAVY,1,,,147,106,64,8,267
7709322338,200,16.2,0-14,14-25,1,-1395,0,NEUTRAL,,MIXED,,,,202,234,238,85,37
7709330021,100,16.2,0-14,14-25,1,584,1,NEUTRAL,,FARM_HEAVY,0,,,110,233,55,76,267
7709330021,200,16.2,0-14,14-25,1,584,1,BOT,1,MIXED,,,,157,36,131,15,16
7709334464,100,16.2,0-14,14-25,1,1507,1,BOT,1,GANK_HEAVY,1,GROUP,1,202,876,950,39,59
7709334464,200,16.2,0-14,14-25,1,1507,1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,119,91,517,904,902
7709335392,100,16.2,0-14,14-25,1,2321,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,202,121,69,799,526
7709335392,200,16.2,0-14,14-25,1,2321,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,145,266,61,92,111
7709338445,100,16.2,0-14,14-25,1,687,-1,NEUTRAL,,GANK_HEAVY,1,GROUP,1,42,36,236,98,267
7709338445,200,16.2,0-14,14-25,1,687,-1,NEUTRAL,,FARM_HEAVY,0,SPLIT,1,51,120,134,518,37
7709349302,100,16.2,0-14,14-25,0,-6695,-3,NEUTRAL,,MIXED,,,,221,799,136,92,16
7709349302,200,16.2,0-14,14-25,0,-6695,-3,BOT,1,MIXED,,,,51,107,55,2,37
7709349824,100,16.2,0-14,14-25,1,-2339,-1,BOT,1,FARM_HEAVY,1,GROUP,1,143,59,13,517,25
7709349824,200,16.2,0-14,14-25,1,-2339,-1,NEUTRAL,,MIXED,,GROUP,1,523,131,166,85,412
7709349925,100,16.2,0-14,14-25,0,-2692,-1,NEUTRAL,,FARM_HEAVY,1,,,804,60,163,875,902
7709349925,200,16.2,0-14,14-25,0,-2692,-1,NEUTRAL,,FARM_HEAVY,1,,,18,154,950,31,201
7709359187,100,16.2,0-14,14-25,0,5124,1,TOP,1,GANK_HEAVY,1,,,8,245,142,126,235
7709359187,200,16.2,0-14,14-25,0,5124,1,NEUTRAL,,MIXED,,,,112,799,39,133,26
7709364311,100,16.2,0-14,14-25,0,-3807,-1,NEUTRAL,,MIXED,,,,202,517,238,799,37
7709364311,200,16.2,0-14,14-25,0,-3807,-1,NEUTRAL,,MIXED,,,,96,91,157,98,902
7709368171,100,16.2,0-14,14-25,1,980,0,NEUTRAL,,GANK_HEAVY,1,GROUP,1,804,91,134,14,34
7709368171,200,16.2,0-14,14-25,1,980,0,NEUTRAL,,MIXED,,GROUP,1,147,421,246,68,555
7709370656,100,16.2,0-14,14-25,1,-440,-1,NEUTRAL,,MIXED,,SPLIT,1,523,131,166,517,518
7709370656,200,16.2,0-14,14-25,1,-440,-1,BOT,1,MIXED,,GROUP,1,498,9,54,950,117
7709386116,100,16.2,0-14,14-25,0,-5989,-1,NEUTRAL,,MIXED,,GROUP,0,81,28,10,516,267
7709386116,200,16.2,0-14,14-25,0,-5989,-1,BOT,1,FARM_HEAVY,0,GROUP,1,119,107,4,897,43
7709387728,100,16.2,0-14,14-25,1,-170,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,81,126,84,27,432
7709387728,200,16.2,0-14,14-25,1,-170,0,NEUTRAL,,MIXED,,GROUP,1,202,59,268,75,40
7709389009,100,16.2,0-14,14-25,0,-4271,-2,BOT,1,GANK_HEAVY,1,GROUP,0,236,517,950,110,37
7709389009,200,16.2,0-14,14-25,0,-4271,-2,NEUTRAL,,GANK_HEAVY,1,GROUP,1,21,126,105,39,201
7709390495,100,16.2,0-14,14-25,1,453,0,NEUTRAL,,GANK_HEAVY,1,,,8,131,246,2,111
7709390495,200,16.2,0-14,14-25,1,453,0,NEUTRAL,,GANK_HEAVY,1,,,804,154,126,85,201
7709397652,100,16.2,0-14,14-25,1,-790,0,NEUTRAL,,FARM_HEAVY,1,,,69,121,112,166,432
7709397652,200,16.2,0-14,14-25,1,-790,0,NEUTRAL,,GANK_HEAVY,1,,,523,200,84,126,111
7709398995,100,16.2,0-14,14-25,0,9373,1,NEUTRAL,,MIXED,,,,202,120,517,68,555
7709398995,200,16.2,0-14,14-25,0,9373,1,NEUTRAL,,MIXED,,,,110,131,38,238,101
7709403778,100,16.2,0-14,14-25,0,-9820,-3,NEUTRAL,,MIXED,,,,236,91,38,122,267
7709403778,200,16.2,0-14,14-25,0,-9820,-3,NEUTRAL,,FARM_HEAVY,1,,,429,11,112,157,888
7709406504,100,16.2,0-14,14-25,0,-4369,-1,NEUTRAL,,FARM_HEAVY,0,,,236,131,101,2,201
7709406504,200,16.2,0-14,14-25,0,-4369,-1,NEUTRAL,,FARM_HEAVY,1,,,804,154,38,114,267
7709406712,100,16.2,0-14,14-25,0,-10093,-2,NEUTRAL,,MIXED,,,,42,799,13,516,201
7709406712,200,16.2,0-14,14-25,0,-10093,-2,NEUTRAL,,GANK_HEAVY,1,,,67,31,157,110,111
7709414693,100,16.2,0-14,14-25,1,1123,0,TOP,0,MIXED,,GROUP,1,42,91,61,24,37
7709414693,200,16.2,0-14,14-25,1,1123,0,NEUTRAL,,FARM_HEAVY,1,GROUP,1,81,131,777,897,34
7709418389,100,16.2,0-14,14-25,1,-1060,0,BOT,0,GANK_HEAVY,1,GROUP,1,157,254,99,27,902
7709418389,200,16.2,0-14,14-25,1,-1060,0,BOT,1,GANK_HEAVY,1,GROUP,1,136,120,134,904,412
7709418551,100,16.2,0-14,14-25,1,-1191,0,NEUTRAL,,MIXED,,GROUP,1,96,59,13,58,267
7709418551,200,16.2,0-14,14-25,1,-1191,0,BOT,1,MIXED,,GROUP,1,523,245,3,106,117
7709422216,100,16.2,0-14,14-25,0,9344,2,NEUTRAL,,FARM_HEAVY,1,,,157,799,103,84,12
7709422216,200,16.2,0-14,14-25,0,9344,2,NEUTRAL,,FARM_HEAVY,0,,,875,234,893,110,80
7709429058,100,16.2,0-14,14-25,0,-5153,-2,NEUTRAL,,MIXED,,GROUP,1,221,107,84,887,526
7709429058,200,16.2,0-14,14-25,0,-5153,-2,NEUTRAL,,MIXED,,GROUP,1,18,28,39,58,201
7709431724,100,16.2,0-14,14-25,1,-2268,-1,TOP,0,MIXED,,SPLIT,1,221,120,800,904,526
7709431724,200,16.2,0-14,14-25,1,-2268,-1,NEUTRAL,,MIXED,,GROUP,1,157,62,142,2,12
7709445183,100,16.2,0-14,14-25,0,-4998,-1,NEUTRAL,,MIXED,,GROUP,1,145,126,13,64,111
7709445183,200,16.2,0-14,14-25,0,-4998,-1,NEUTRAL,,FARM_HEAVY,1,GROUP,1,115,9,238,897,526
7709445970,100,16.2,0-14,14-25,0,4375,1,NEUTRAL,,FARM_HEAVY,1,,,161,121,777,893,235
7709445970,200,16.2,0-14,14-25,0,4375,1,NEUTRAL,,GANK_HEAVY,1,,,21,163,134,126,350
7709456790,100,16.2,0-14,14-25,0,-1419,-2,NEUTRAL,,FARM_HEAVY,0,GROUP,0,145,76,99,92,497
7709456790,200,16.2,0-14,14-25,0,-1419,-2,NEUTRAL,,FARM_HEAVY,1,GROUP,1,804,131,166,114,40
7709459431,100,16.2,0-14,14-25,0,-2987,0,NEUTRAL,,MIXED,,,,800,238,166,85,89
7709459431,200,16.2,0-14,14-25,0,-2987,0,NEUTRAL,,GANK_HEAVY,1,,,147,64,54,67,267
7709468786,100,16.2,0-14,14-25,0,3384,1,TOP,1,FARM_HEAVY,1,GROUP,1,119,77,163,150,412
7709468786,200,16.2,0-14,14-25,0,3384,1,NEUTRAL,,FARM_HEAVY,0,SPLIT,1,523,107,61,110,117
7709474246,100,16.2,0-14,14-25,0,-2919,-1,NEUTRAL,,FARM_HEAVY,0,GROUP,1,221,107,517,36,43
7709474246,200,16.2,0-14,14-25,0,-2919,-1,NEUTRAL,,FARM_HEAVY,1,GROUP,1,18,59,245,897,267
7709479175,100,16.2,0-14,14-25,1,457,0,BOT,1,MIXED,,GROUP,1,222,234,161,6,235
7709479175,200,16.2,0-14,14-25,1,457,0,NEUTRAL,,MIXED,,GROUP,1,67,31,166,516,497
7709495071,100,16.2,0-14,14-25,0,5362,1,NEUTRAL,,MIXED,,,,15,20,55,266,37
7709495071,200,16.2,0-14,14-25,0,5362,1,NEUTRAL,,GANK_HEAVY,1,,,81,64,34,777,26
7709499229,100,16.2,0-14,14-25,0,-8433,-3,NEUTRAL,,GANK_HEAVY,1,,,523,131,13,39,12
7709499229,200,16.2,0-14,14-25,0,-8433,-3,BOT,1,GANK_HEAVY,1,,,50,126,893,64,89
7709502395,100,16.2,0-14,14-25,0,-2926,0,NEUTRAL,,FARM_HEAVY,0,,,99,238,8,164,25
