epoch,train_loss,val_loss,is_best,jungle_presence_accuracy,jungle_presence_balanced_accuracy,jungle_presence_f1_macro,jungle_presence_valid_samples,support_roam_accuracy,support_roam_balanced_accuracy,support_roam_f1_macro,support_roam_valid_samples,team_tendency_accuracy,team_tendency_balanced_accuracy,team_tendency_f1_macro,team_tendency_valid_samples
1,1.1831909310394133,1.0978328541047278,1,0.3408,0.3285,0.3086,5910,0.521,0.3364,0.2806,5910,0.4105,0.3434,0.3284,5910
2,1.1232382821552644,1.0931146747569747,1,0.387,0.3352,0.3112,5910,0.5301,0.336,0.2667,5910,0.5144,0.3324,0.2967,5910
3,1.102078093005921,1.091859750779954,1,0.4146,0.3393,0.3029,5910,0.5272,0.3415,0.2816,5910,0.5533,0.3337,0.2636,5910
4,1.094976563058327,1.0904875886016692,1,0.4093,0.3444,0.3007,5910,0.5152,0.3488,0.3024,5910,0.5648,0.3346,0.2507,5910
5,1.0913894647672495,1.0894746427003503,1,0.4396,0.3422,0.3003,5910,0.51,0.357,0.3174,5910,0.5673,0.3338,0.2444,5910
6,1.0889528131323618,1.0884453862249952,1,0.4626,0.3358,0.285,5910,0.4897,0.3677,0.332,5910,0.568,0.3345,0.2455,5910
7,1.0880480354812545,1.087060244071302,1,0.4426,0.3392,0.2958,5910,0.4821,0.3736,0.3412,5910,0.5689,0.3378,0.254,5910
8,1.086783729027169,1.0860421877020305,1,0.4289,0.3417,0.2964,5910,0.4804,0.3786,0.3431,5910,0.5651,0.34,0.2647,5910
9,1.0855189135433656,1.085061169235436,1,0.4365,0.3457,0.3047,5910,0.4816,0.3877,0.3574,5910,0.5636,0.3408,0.2687,5910
10,1.0833395001448551,1.0841726689976081,1,0.4169,0.3474,0.3148,5910,0.4704,0.3921,0.3672,5910,0.5638,0.3437,0.2754,5910
11,1.0824109631343137,1.0829478737464815,1,0.3946,0.3437,0.297,5910,0.4672,0.394,0.3739,5910,0.5604,0.3445,0.28,5910
12,1.0803014810113536,1.0817151408913575,1,0.4015,0.3419,0.3002,5910,0.4616,0.4048,0.3903,5910,0.5541,0.3437,0.2833,5910
13,1.0792886426606154,1.080673875703828,1,0.4196,0.3423,0.3105,5910,0.4604,0.4085,0.395,5910,0.5558,0.3437,0.2821,5910
14,1.0775648487400888,1.0793941041136352,1,0.4124,0.3479,0.3062,5910,0.4572,0.4122,0.4028,5910,0.556,0.3441,0.283,5910
15,1.0761135235252315,1.0788393653185435,1,0.4117,0.3501,0.3144,5910,0.4636,0.4182,0.4104,5910,0.5557,0.3439,0.2828,5910
16,1.074811790235555,1.0778909954322777,1,0.4069,0.3531,0.326,5910,0.458,0.4234,0.4128,5910,0.5548,0.3441,0.2839,5910
17,1.0737029906658553,1.077075661862562,1,0.4029,0.3545,0.3275,5910,0.4533,0.42,0.4065,5910,0.5477,0.3456,0.2909,5910
18,1.071876903354819,1.076665030074402,1,0.3893,0.3485,0.3204,5910,0.4541,0.4246,0.4118,5910,0.5501,0.3447,0.2886,5910
19,1.0714638284822002,1.075882194772388,1,0.4039,0.3488,0.3293,5910,0.4514,0.4246,0.411,5910,0.5482,0.3496,0.2978,5910
20,1.0698815182784285,1.075546710140209,1,0.4036,0.3502,0.3277,5910,0.4541,0.4281,0.4167,5910,0.5472,0.3445,0.2901,5910
21,1.0689820354561717,1.0754003540916894,1,0.4032,0.3518,0.3268,5910,0.4496,0.4327,0.4172,5910,0.5415,0.3471,0.2965,5910
22,1.067806544844471,1.0752028762184827,1,0.3998,0.3566,0.3274,5910,0.4562,0.4243,0.4111,5910,0.5387,0.3499,0.3023,5910
23,1.0670174771355696,1.0752742568046711,0,0.4179,0.35,0.3292,5910,0.4567,0.4308,0.418,5910,0.5404,0.3459,0.2964,5910
24,1.0655239165333523,1.0751708968238378,1,0.4146,0.3581,0.3378,5910,0.4528,0.4208,0.4075,5910,0.5409,0.3491,0.3013,5910
25,1.065378015940968,1.0752882648038784,0,0.4085,0.3515,0.3298,5910,0.454,0.4258,0.4149,5910,0.5365,0.345,0.2985,5910
26,1.06355584599645,1.0747094930932808,1,0.4078,0.3565,0.3367,5910,0.4577,0.4307,0.4171,5910,0.5379,0.3486,0.3038,5910
27,1.0614902351511715,1.0763448492524588,0,0.4149,0.3553,0.3375,5910,0.4486,0.4201,0.4081,5910,0.5362,0.3455,0.2977,5910
28,1.0605982195100607,1.0755687516352852,0,0.4029,0.3566,0.3439,5910,0.4562,0.4338,0.4219,5910,0.5354,0.3495,0.3065,5910
29,1.0594600707342983,1.0759331637429304,0,0.4134,0.3577,0.3443,5910,0.4519,0.4345,0.4215,5910,0.5396,0.3502,0.3089,5910
30,1.0582052360331347,1.0753217499469945,0,0.3912,0.3567,0.3407,5910,0.4543,0.4335,0.4199,5910,0.534,0.3471,0.3031,5910
31,1.057026564126894,1.0754809317451646,0,0.4047,0.3541,0.3348,5910,0.4465,0.4317,0.4166,5910,0.5321,0.3496,0.3096,5910
32,1.0549069836660085,1.0753403634589336,0,0.3897,0.3599,0.3417,5910,0.4474,0.4295,0.4138,5910,0.5379,0.3525,0.3134,5910
