side,n,mean,median,std,q25,q75
blue,8017,0.33142959108719366,0.2222222222222222,0.2311919467325954,0.125,0.5555555555555556
red,7279,0.34509095528122863,0.4444444444444444,0.2311096971232486,0.1111111111111111,0.5555555555555556
