side,n,mean,median,std,q25,q75
blue,65257,0.387510188653361,0.42857142857142855,0.17173782454222633,0.2857142857142857,0.5
red,65255,0.3709093629023136,0.3333333333333333,0.16828837871835187,0.2857142857142857,0.5
