group,labeling_mode,label_schema,strategy,lower,upper,split_threshold
blue,by_side,binary_clean,quantile,0.375,0.4444444444444444,0.4097222222222222
red,by_side,binary_clean,quantile,0.3333333333333333,0.4444444444444444,0.38888888888888884
