target,epoch,train_loss,val_loss,lr,is_best
raw,1,0.06322737486515136,0.03412254730914644,0.001,True
raw,2,0.026604515757040776,0.03258067241376175,0.001,True
raw,3,0.025249674576423266,0.032061607346781575,0.001,True
raw,4,0.024756675970473405,0.03151162232352567,0.001,True
raw,5,0.0244331607569082,0.03140576833788043,0.001,True
raw,6,0.024184911297565035,0.031051276563208687,0.001,True
raw,7,0.02398513725710365,0.031130616629402814,0.001,False
raw,8,0.02382198903142114,0.030827355272068282,0.001,True
raw,9,0.023696054397901494,0.030861597285639215,0.001,False
raw,10,0.023610581111823015,0.03066903686410705,0.001,True
raw,11,0.02349653461354969,0.03077244305284523,0.001,False
raw,12,0.023408241536744524,0.030642921936805474,0.001,True
raw,13,0.023364771623660754,0.03073377097857162,0.001,False
raw,14,0.023295285342399934,0.030638188163481725,0.001,True
raw,15,0.02320263723924137,0.030659035988276562,0.001,False
raw,16,0.023112595827492543,0.03066128968439049,0.001,False
raw,17,0.023048691703857208,0.030670742870659413,0.001,False
raw,18,0.02298389598200758,0.030702803939368764,0.001,False
raw,19,0.02289446063108464,0.030812486728126375,0.001,False
raw,20,0.022819344626835127,0.030892695815876982,0.0005,False
raw,21,0.02259502045144307,0.03075897570241998,0.0005,False
raw,22,0.022504969349346753,0.030889828534928845,0.0005,False
raw,23,0.022469040276214124,0.030928455262239554,0.0005,False
raw,24,0.022428191905275847,0.030855666079451543,0.0005,False
raw,25,0.022372212161249117,0.031011303936754595,0.0005,False
raw,26,0.022336046327690165,0.03100489153334882,0.00025,False
raw,27,0.022169586669661234,0.03111647245520536,0.00025,False
raw,28,0.02215966201608436,0.030986061509307734,0.00025,False
raw,29,0.022113499909040917,0.031073344347973604,0.00025,False
