target,epoch,train_loss,val_loss,lr,is_best
raw,1,0.10873324343194976,0.04769568206594146,0.0002,True
raw,2,0.039696574120835194,0.03637873956854775,0.0002,True
raw,3,0.03070322947501101,0.03391725874881658,0.0002,True
raw,4,0.02786268522027128,0.032944206813444635,0.0002,True
raw,5,0.026496620072609132,0.0325062732801549,0.0002,True
raw,6,0.025634671972258164,0.032105237183291696,0.0002,True
raw,7,0.025037027463585593,0.03182920157354571,0.0002,True
raw,8,0.02460545859560342,0.03169283317335382,0.0002,True
raw,9,0.024291264204990257,0.031573117754556054,0.0002,True
raw,10,0.02406723697436746,0.03144621561106311,0.0002,True
raw,11,0.023877016317686805,0.031384602333489386,0.0002,True
raw,12,0.023706219167653718,0.031232432568839105,0.0002,True
raw,13,0.023595662420375602,0.031165221492124626,0.0002,True
raw,14,0.023462099441387625,0.03114061694482131,0.0002,True
raw,15,0.023342988914083346,0.031094838877418443,0.0002,True
raw,16,0.02323112162076572,0.031042204162004327,0.0002,True
raw,17,0.02312878224861792,0.031025821322979954,0.0002,True
raw,18,0.023040465671115142,0.031127642823377558,0.0002,False
raw,19,0.022941878683775493,0.031026453649701944,0.0002,False
raw,20,0.022826076006209665,0.03113109890805617,0.0002,False
raw,21,0.022733341592000352,0.03114608716580142,0.0002,False
raw,22,0.02266754208863752,0.03118380497063775,0.0002,False
raw,23,0.022578015806585795,0.03120529777958787,0.0001,False
raw,24,0.022363592824849298,0.031156206474326414,0.0001,False
raw,25,0.022270176912914632,0.03124000364867413,0.0001,False
raw,26,0.022220700433119186,0.031250578549659964,0.0001,False
raw,27,0.0221598430484464,0.031277077094115105,0.0001,False
raw,28,0.022102427582839423,0.03134473743236385,0.0001,False
raw,29,0.022072934879818644,0.031286595210697675,5e-05,False
raw,30,0.0219228165456121,0.03135893316368466,5e-05,False
raw,31,0.02190712937222565,0.031409449139838404,5e-05,False
raw,32,0.02186409357872075,0.03143222898140341,5e-05,False
