side,n,mean,median,std,q25,q75
blue,14775,0.34711597239008407,0.3333333333333333,0.17669464614878855,0.2222222222222222,0.4444444444444444
red,14639,0.3161130520017739,0.3333333333333333,0.17149727897372313,0.2222222222222222,0.4444444444444444
