side,n,mean,median,std,q25,q75
blue,10215,0.35574742248016844,0.4444444444444444,0.21001129493459564,0.2222222222222222,0.5555555555555556
red,10946,0.3170941258530332,0.2222222222222222,0.1972360036923731,0.125,0.4444444444444444
