error_rank,match_id,team_id,minute,event_type,monster_type,building_type,lane_type,killer,killer_relation,assists,ally_support_involved,ally_adc_involved,x,y,nearest_frame_minute,support_zone_v5_abs,adc_zone_v5_abs,dist_to_adc,out_bot_context_v5,far_from_adc_v5
7,EUW1_7830670024,100,7.159283333333334,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Ashe(BOTTOM,T100,pid4)",ally_adc,,False,True,13866,4505,7.0015833333333335,TOP_SIDE_NEAR,BOT_LANE_CORE,11006.595704394707,True,True
7,EUW1_7830670024,100,8.3912,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,8.001833333333334,BLUE_BOT_JUNGLE,BOT_LANE_CORE,5877.703803357226,True,True
7,EUW1_7830670024,100,8.5376,TURRET_PLATE_DESTROYED,,,MID_LANE,"Yone(MIDDLE,T200,pid8)",enemy_middle,,False,False,5846,6396,9.003383333333334,MID_LANE,BOT_LANE_CORE,7334.093331830459,True,False
7,EUW1_7830670024,100,8.7904,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,9.003383333333334,MID_LANE,BOT_LANE_CORE,7334.093331830459,True,False
7,EUW1_7830670024,100,9.032333333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,5846,6396,9.003383333333334,MID_LANE,BOT_LANE_CORE,7334.093331830459,True,False
7,EUW1_7830670024,100,9.1175,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T200,pid9)",enemy_bottom,,False,False,10504,1029,9.003383333333334,MID_LANE,BOT_LANE_CORE,7334.093331830459,True,False
7,EUW1_7830670024,100,9.256166666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T200,pid9)",enemy_bottom,,False,False,10504,1029,9.003383333333334,MID_LANE,BOT_LANE_CORE,7334.093331830459,True,False
7,EUW1_7830670024,100,9.319616666666667,ELITE_MONSTER_KILL,HORDE,,,"Shyvana(JUNGLE,T100,pid2)",ally_jungle,"Sona(UTILITY,T100,pid5)",True,False,4741,9962,9.003383333333334,MID_LANE,BOT_LANE_CORE,7334.093331830459,True,False
7,EUW1_7830670024,100,9.435516666666667,ELITE_MONSTER_KILL,HORDE,,,"Shyvana(JUNGLE,T100,pid2)",ally_jungle,"Sona(UTILITY,T100,pid5)",True,False,4952,10093,9.003383333333334,MID_LANE,BOT_LANE_CORE,7334.093331830459,True,False
7,EUW1_7830670024,100,9.4795,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ryze(MIDDLE,T100,pid3)",ally_middle,,False,False,8955,8510,9.003383333333334,MID_LANE,BOT_LANE_CORE,7334.093331830459,True,False
7,EUW1_7830670024,100,9.5403,ELITE_MONSTER_KILL,HORDE,,,"Shyvana(JUNGLE,T100,pid2)",ally_jungle,,False,False,4689,10217,10.003633333333331,BLUE_BOT_JUNGLE,BOT_LANE_CORE,4604.977415796955,True,False
7,EUW1_7830670024,100,9.752016666666666,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T200,pid9)",enemy_bottom,,False,False,10504,1029,10.003633333333331,BLUE_BOT_JUNGLE,BOT_LANE_CORE,4604.977415796955,True,False
7,EUW1_7830670024,100,10.054383333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,10.003633333333331,BLUE_BOT_JUNGLE,BOT_LANE_CORE,4604.977415796955,True,False
7,EUW1_7830670024,100,10.310466666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,10.003633333333331,BLUE_BOT_JUNGLE,BOT_LANE_CORE,4604.977415796955,True,False
7,EUW1_7830670024,100,10.310466666666667,BUILDING_KILL,,TOWER_BUILDING,BOT_LANE,"Jinx(BOTTOM,T200,pid9)",enemy_bottom,,False,False,10504,1029,10.003633333333331,BLUE_BOT_JUNGLE,BOT_LANE_CORE,4604.977415796955,True,False
7,EUW1_7830670024,100,11.381066666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Jayce(TOP,T100,pid1)",ally_top,,False,False,4318,13875,11.0038,TOP_LANE_CORE,BOT_LANE_CORE,12136.55408260516,True,True
7,EUW1_7830670024,100,11.381066666666667,BUILDING_KILL,,TOWER_BUILDING,TOP_LANE,"Jayce(TOP,T100,pid1)",ally_top,"Sona(UTILITY,T100,pid5)",True,False,4318,13875,11.0038,TOP_LANE_CORE,BOT_LANE_CORE,12136.55408260516,True,True
7,EUW1_7830670024,100,11.561466666666666,ELITE_MONSTER_KILL,DRAGON,,,"Udyr(JUNGLE,T200,pid7)",enemy_jungle,,False,False,10139,5008,11.0038,TOP_LANE_CORE,BOT_LANE_CORE,12136.55408260516,True,True
7,EUW1_7830670024,100,11.8359,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,7943,13411,11.0038,TOP_LANE_CORE,BOT_LANE_CORE,12136.55408260516,True,True
8,EUW1_7705182186,200,3.29255,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,5.002283333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,5457.695484359676,True,True
8,EUW1_7705182186,200,4.289466666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Poppy(TOP,T200,pid6)",ally_top,,False,False,981,10441,5.002283333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,5457.695484359676,True,True
8,EUW1_7705182186,200,4.793383333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,5.002283333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,5457.695484359676,True,True
8,EUW1_7705182186,200,5.208283333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Caitlyn(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,5.002283333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,5457.695484359676,True,True
8,EUW1_7705182186,200,6.39555,ELITE_MONSTER_KILL,DRAGON,,,"Elise(JUNGLE,T100,pid2)",enemy_jungle,"Caitlyn(BOTTOM,T100,pid4); Velkoz(UTILITY,T100,pid5)",False,False,9927,4486,6.002533333333333,RED_BASE,RED_BASE,2930.006313986371,False,False
8,EUW1_7705182186,200,6.825266666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Poppy(TOP,T200,pid6)",ally_top,,False,False,981,10441,7.003033333333334,RED_TOP_JUNGLE,BOT_LANE_CORE,8656.465791534096,True,True
8,EUW1_7705182186,200,7.508733333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ekko(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,8.003183333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,3011.0612747003343,True,True
8,EUW1_7705182186,200,8.091133333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,"Fizz(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,8.003183333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,3011.0612747003343,True,True
8,EUW1_7705182186,200,8.17415,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Caitlyn(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,8.003183333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,3011.0612747003343,True,True
8,EUW1_7705182186,200,8.639466666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,9.003183333333334,BOT_LANE_CORE,BOT_LANE_CORE,994.6597408159232,False,False
8,EUW1_7705182186,200,8.720183333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ekko(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,9.003183333333334,BOT_LANE_CORE,BOT_LANE_CORE,994.6597408159232,False,False
8,EUW1_7705182186,200,8.875483333333333,ELITE_MONSTER_KILL,HORDE,,,"Elise(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4800,10081,9.003183333333334,BOT_LANE_CORE,BOT_LANE_CORE,994.6597408159232,False,False
8,EUW1_7705182186,200,9.021116666666666,ELITE_MONSTER_KILL,HORDE,,,"Elise(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4637,10140,9.003183333333334,BOT_LANE_CORE,BOT_LANE_CORE,994.6597408159232,False,False
8,EUW1_7705182186,200,9.148583333333333,ELITE_MONSTER_KILL,HORDE,,,"Elise(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4745,9872,9.003183333333334,BOT_LANE_CORE,BOT_LANE_CORE,994.6597408159232,False,False
8,EUW1_7705182186,200,9.796766666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Nasus(TOP,T100,pid1)",enemy_top,,False,False,4318,13875,10.003283333333334,BOT_LANE_CORE,BOT_LANE_CORE,2880.0128471935677,False,True
8,EUW1_7705182186,200,9.817916666666667,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,5846,6396,10.003283333333334,BOT_LANE_CORE,BOT_LANE_CORE,2880.0128471935677,False,True
8,EUW1_7705182186,200,9.91535,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,10.003283333333334,BOT_LANE_CORE,BOT_LANE_CORE,2880.0128471935677,False,True
8,EUW1_7705182186,200,10.165816666666666,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ekko(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,10.003283333333334,BOT_LANE_CORE,BOT_LANE_CORE,2880.0128471935677,False,True
8,EUW1_7705182186,200,11.276283333333334,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,11.003466666666666,RED_BOT_JUNGLE,BOT_LANE_CORE,3620.660851281158,True,True
8,EUW1_7705182186,200,11.276283333333334,BUILDING_KILL,,TOWER_BUILDING,BOT_LANE,"Caitlyn(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,11.003466666666666,RED_BOT_JUNGLE,BOT_LANE_CORE,3620.660851281158,True,True
8,EUW1_7705182186,200,11.755583333333334,ELITE_MONSTER_KILL,DRAGON,,,"Caitlyn(BOTTOM,T100,pid4)",enemy_bottom,"Elise(JUNGLE,T100,pid2); Velkoz(UTILITY,T100,pid5)",False,False,9837,4397,11.003466666666666,RED_BOT_JUNGLE,BOT_LANE_CORE,3620.660851281158,True,True
8,EUW1_7705182186,200,11.837966666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13327,8226,11.003466666666666,RED_BOT_JUNGLE,BOT_LANE_CORE,3620.660851281158,True,True
9,EUW1_7716308181,100,4.259766666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Ahri(TOP,T100,pid1)",ally_top,,False,False,4318,13875,5.0034833333333335,BLUE_BASE,BOT_LANE_CORE,12083.124637278224,False,False
9,EUW1_7716308181,100,5.276883333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,5.0034833333333335,BLUE_BASE,BOT_LANE_CORE,12083.124637278224,False,False
9,EUW1_7716308181,100,5.827616666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,6.003566666666667,BLUE_TOP_JUNGLE,BOT_LANE_CORE,6021.815756065607,True,True
9,EUW1_7716308181,100,6.21065,TURRET_PLATE_DESTROYED,,,MID_LANE,"Zoe(MIDDLE,T100,pid3)",ally_middle,,False,False,8955,8510,6.003566666666667,BLUE_TOP_JUNGLE,BOT_LANE_CORE,6021.815756065607,True,True
9,EUW1_7716308181,100,7.010433333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Twitch(BOTTOM,T100,pid4)",ally_adc,,False,True,13866,4505,7.00375,MID_LANE,BOT_LANE_CORE,6231.281248667886,False,False
9,EUW1_7716308181,100,8.341916666666666,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Mel(BOTTOM,T200,pid9)",enemy_bottom,,False,False,10504,1029,8.004283333333333,MID_LANE,BOT_LANE_CORE,6046.880848834381,True,True
9,EUW1_7716308181,100,8.450366666666667,ELITE_MONSTER_KILL,HORDE,,,"XinZhao(JUNGLE,T100,pid2)",ally_jungle,"Velkoz(UTILITY,T100,pid5)",True,False,4797,9812,8.004283333333333,MID_LANE,BOT_LANE_CORE,6046.880848834381,True,True
9,EUW1_7716308181,100,8.607583333333332,ELITE_MONSTER_KILL,HORDE,,,"XinZhao(JUNGLE,T100,pid2)",ally_jungle,"Velkoz(UTILITY,T100,pid5)",True,False,4650,9988,9.0043,BLUE_BOT_JUNGLE,BOT_LANE_CORE,5748.423957920988,True,True
9,EUW1_7716308181,100,8.662683333333334,ELITE_MONSTER_KILL,HORDE,,,"XinZhao(JUNGLE,T100,pid2)",ally_jungle,"Velkoz(UTILITY,T100,pid5)",True,False,4818,9977,9.0043,BLUE_BOT_JUNGLE,BOT_LANE_CORE,5748.423957920988,True,True
9,EUW1_7716308181,100,9.87385,TURRET_PLATE_DESTROYED,,,MID_LANE,"Velkoz(UTILITY,T100,pid5)",ally_support,,True,False,8955,8510,10.0044,MID_LANE,BOT_LANE_CORE,7463.437411809655,True,True
9,EUW1_7716308181,100,10.6323,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,5846,6396,11.004766666666669,BLUE_BOT_JUNGLE,BOT_LANE_CORE,5771.785252415409,True,True
9,EUW1_7716308181,100,10.879016666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,11.004766666666669,BLUE_BOT_JUNGLE,BOT_LANE_CORE,5771.785252415409,True,True
9,EUW1_7716308181,100,11.48165,TURRET_PLATE_DESTROYED,,,MID_LANE,"Zoe(MIDDLE,T100,pid3)",ally_middle,,False,False,8955,8510,11.004766666666669,BLUE_BOT_JUNGLE,BOT_LANE_CORE,5771.785252415409,True,True
10,EUW1_7708270762,200,4.361166666666667,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,5.0023,RED_BASE,BOT_LANE_CORE,8820.349766307456,False,False
10,EUW1_7708270762,200,6.340016666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jhin(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,6.002533333333333,BOT_LANE_CORE,BOT_LANE_CORE,614.1172526480591,False,False
10,EUW1_7708270762,200,6.780516666666666,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Gwen(TOP,T200,pid6)",ally_top,,False,False,981,10441,7.002633333333334,RED_BASE,BOT_LANE_CORE,10979.088851084138,False,False
10,EUW1_7708270762,200,8.707683333333334,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jhin(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,9.00315,MID_LANE,BOT_LANE_CORE,6582.935895176254,True,True
10,EUW1_7708270762,200,8.76335,TURRET_PLATE_DESTROYED,,,MID_LANE,"Quinn(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,9.00315,MID_LANE,BOT_LANE_CORE,6582.935895176254,True,True
10,EUW1_7708270762,200,9.253816666666667,TURRET_PLATE_DESTROYED,,,MID_LANE,"Akali(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,9.00315,MID_LANE,BOT_LANE_CORE,6582.935895176254,True,True
10,EUW1_7708270762,200,10.682966666666667,ELITE_MONSTER_KILL,HORDE,,,"Ambessa(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4790,10182,11.003883333333333,RED_TOP_JUNGLE,BOT_LANE_CORE,8218.566359165081,True,True
10,EUW1_7708270762,200,10.791483333333334,ELITE_MONSTER_KILL,HORDE,,,"Ambessa(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4978,10129,11.003883333333333,RED_TOP_JUNGLE,BOT_LANE_CORE,8218.566359165081,True,True
10,EUW1_7708270762,200,10.866633333333333,ELITE_MONSTER_KILL,HORDE,,,"Ambessa(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4693,10361,11.003883333333333,RED_TOP_JUNGLE,BOT_LANE_CORE,8218.566359165081,True,True
10,EUW1_7708270762,200,11.30845,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jhin(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,11.003883333333333,RED_TOP_JUNGLE,BOT_LANE_CORE,8218.566359165081,True,True
11,EUW1_7830110048,100,2.7921833333333335,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,5.003233333333333,TOP_LANE_CORE,BOT_LANE_CORE,14745.90248170657,True,True
11,EUW1_7830110048,100,5.299683333333333,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,5.003233333333333,TOP_LANE_CORE,BOT_LANE_CORE,14745.90248170657,True,True
11,EUW1_7830110048,100,6.322233333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,"Azir(MIDDLE,T100,pid3)",ally_middle,,False,False,8955,8510,6.003283333333333,MID_LANE,BOT_LANE_CORE,6439.213694233171,True,True
11,EUW1_7830110048,100,6.448883333333334,ELITE_MONSTER_KILL,DRAGON,,,"Gwen(JUNGLE,T200,pid7)",enemy_jungle,"Soraka(UTILITY,T200,pid10)",False,False,9837,4397,6.003283333333333,MID_LANE,BOT_LANE_CORE,6439.213694233171,True,True
11,EUW1_7830110048,100,6.992016666666666,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Nami(UTILITY,T100,pid5)",ally_support,,True,False,4318,13875,7.003333333333333,TOP_LANE_CORE,BOT_LANE_CORE,14259.795580582491,True,True
11,EUW1_7830110048,100,7.327366666666666,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,7.003333333333333,TOP_LANE_CORE,BOT_LANE_CORE,14259.795580582491,True,True
11,EUW1_7830110048,100,8.23715,TURRET_PLATE_DESTROYED,,,MID_LANE,"Azir(MIDDLE,T100,pid3)",ally_middle,,False,False,8955,8510,8.003366666666667,RED_TOP_JUNGLE,BOT_LANE_CORE,9453.815367353014,True,True
11,EUW1_7830110048,100,8.466883333333334,ELITE_MONSTER_KILL,HORDE,,,"Naafiri(JUNGLE,T100,pid2)",ally_jungle,"Nami(UTILITY,T100,pid5)",True,False,5210,10424,8.003366666666667,RED_TOP_JUNGLE,BOT_LANE_CORE,9453.815367353014,True,True
11,EUW1_7830110048,100,8.569333333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,"Kassadin(MIDDLE,T200,pid8)",enemy_middle,,False,False,5846,6396,9.003883333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10122.36938666042,True,True
11,EUW1_7830110048,100,8.626166666666666,ELITE_MONSTER_KILL,HORDE,,,"Naafiri(JUNGLE,T100,pid2)",ally_jungle,"Sion(TOP,T100,pid1)",False,False,4841,10638,9.003883333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10122.36938666042,True,True
11,EUW1_7830110048,100,8.70855,ELITE_MONSTER_KILL,HORDE,,,"Naafiri(JUNGLE,T100,pid2)",ally_jungle,"Sion(TOP,T100,pid1)",False,False,4840,10230,9.003883333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10122.36938666042,True,True
11,EUW1_7830110048,100,9.1426,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Smolder(BOTTOM,T200,pid9)",enemy_bottom,,False,False,10504,1029,9.003883333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10122.36938666042,True,True
11,EUW1_7830110048,100,10.644983333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
11,EUW1_7830110048,100,10.810333333333332,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Zaahen(TOP,T200,pid6)",enemy_top,,False,False,981,10441,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
11,EUW1_7830110048,100,10.9562,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Zaahen(TOP,T200,pid6)",enemy_top,,False,False,981,10441,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
11,EUW1_7830110048,100,11.158433333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
11,EUW1_7830110048,100,11.6642,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Sion(TOP,T100,pid1)",ally_top,,False,False,4318,13875,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
11,EUW1_7830110048,100,11.76775,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Smolder(BOTTOM,T200,pid9)",enemy_bottom,,False,False,10504,1029,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
11,EUW1_7830110048,100,11.818416666666666,ELITE_MONSTER_KILL,DRAGON,,,"Gwen(JUNGLE,T200,pid7)",enemy_jungle,,False,False,9837,4397,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
11,EUW1_7830110048,100,11.9684,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Sion(TOP,T100,pid1)",ally_top,,False,False,4318,13875,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
11,EUW1_7830110048,100,11.9684,BUILDING_KILL,,TOWER_BUILDING,TOP_LANE,"Sion(TOP,T100,pid1)",ally_top,,False,False,4318,13875,11.004683333333332,MID_LANE,BOT_LANE_CORE,6415.627482951298,True,True
12,EUW1_7806861902,200,2.3742666666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Vayne(TOP,T200,pid6)",ally_top,,False,False,981,10441,5.003,RED_BOT_JUNGLE,BOT_LANE_CORE,3412.5639920739945,True,False
12,EUW1_7806861902,200,4.8422833333333335,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,5.003,RED_BOT_JUNGLE,BOT_LANE_CORE,3412.5639920739945,True,False
12,EUW1_7806861902,200,5.7716666666666665,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ryze(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,6.00325,RED_BOT_JUNGLE,RED_BASE,3947.8532140899056,True,False
12,EUW1_7806861902,200,7.328,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Corki(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,7.003466666666666,TOP_LANE_CORE,BOT_LANE_CORE,14833.510879087256,True,True
12,EUW1_7806861902,200,8.185633333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,8.003516666666666,RED_BASE,BOT_SIDE_NEAR,10234.060240197923,False,False
12,EUW1_7806861902,200,8.62935,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,9.003983333333334,RED_TOP_JUNGLE,BOT_LANE_CORE,9749.974051247522,True,True
12,EUW1_7806861902,200,8.8742,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Corki(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,9.003983333333334,RED_TOP_JUNGLE,BOT_LANE_CORE,9749.974051247522,True,True
12,EUW1_7806861902,200,9.017333333333333,ELITE_MONSTER_KILL,HORDE,,,"Ekko(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4503,9935,9.003983333333334,RED_TOP_JUNGLE,BOT_LANE_CORE,9749.974051247522,True,True
12,EUW1_7806861902,200,9.09805,TURRET_PLATE_DESTROYED,,,MID_LANE,"Vladimir(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,9.003983333333334,RED_TOP_JUNGLE,BOT_LANE_CORE,9749.974051247522,True,True
12,EUW1_7806861902,200,10.105133333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,10.004283333333332,RED_BOT_JUNGLE,BOT_LANE_CORE,4375.397696210026,True,True
12,EUW1_7806861902,200,10.653116666666667,ELITE_MONSTER_KILL,HORDE,,,"Ekko(JUNGLE,T100,pid2)",enemy_jungle,,False,False,5210,10424,11.004633333333333,MID_LANE,RED_BASE,7303.924219212573,True,False
12,EUW1_7806861902,200,10.776883333333334,ELITE_MONSTER_KILL,HORDE,,,"Ekko(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4929,10533,11.004633333333333,MID_LANE,RED_BASE,7303.924219212573,True,False
12,EUW1_7806861902,200,10.981816666666667,ELITE_MONSTER_KILL,DRAGON,,,"Aatrox(JUNGLE,T200,pid7)",ally_jungle,,False,False,9837,4397,11.004633333333333,MID_LANE,RED_BASE,7303.924219212573,True,False
12,EUW1_7806861902,200,11.589533333333334,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Corki(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,11.004633333333333,MID_LANE,RED_BASE,7303.924219212573,True,False
12,EUW1_7806861902,200,11.932516666666666,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Vayne(TOP,T200,pid6)",ally_top,,False,False,981,10441,11.004633333333333,MID_LANE,RED_BASE,7303.924219212573,True,False
13,EUW1_7708834871,200,2.74435,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,5.00365,BOT_SIDE_NEAR,BOT_SIDE_NEAR,398.7844029046272,False,False
13,EUW1_7708834871,200,4.6937,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Lucian(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,5.00365,BOT_SIDE_NEAR,BOT_SIDE_NEAR,398.7844029046272,False,False
13,EUW1_7708834871,200,6.8994333333333335,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,7.00445,BOT_LANE_CORE,RED_BASE,10973.585102417532,False,False
13,EUW1_7708834871,200,7.310616666666666,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Warwick(TOP,T200,pid6)",ally_top,,False,False,981,10441,7.00445,BOT_LANE_CORE,RED_BASE,10973.585102417532,False,False
13,EUW1_7708834871,200,7.728133333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ambessa(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,8.004483333333333,RED_TOP_JUNGLE,BOT_SIDE_NEAR,8802.35479857521,True,True
13,EUW1_7708834871,200,7.886783333333334,ELITE_MONSTER_KILL,DRAGON,,,"Khazix(JUNGLE,T100,pid2)",enemy_jungle,,False,False,9836,4398,8.004483333333333,RED_TOP_JUNGLE,BOT_SIDE_NEAR,8802.35479857521,True,True
13,EUW1_7708834871,200,8.81035,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Warwick(TOP,T200,pid6)",ally_top,,False,False,981,10441,9.004633333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10851.741841750569,True,False
13,EUW1_7708834871,200,9.227883333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,9.004633333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10851.741841750569,True,False
13,EUW1_7708834871,200,9.322766666666666,ELITE_MONSTER_KILL,HORDE,,,"Khazix(JUNGLE,T100,pid2)",enemy_jungle,"Milio(UTILITY,T100,pid5)",False,False,4790,10182,9.004633333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10851.741841750569,True,False
13,EUW1_7708834871,200,9.470566666666667,ELITE_MONSTER_KILL,HORDE,,,"Khazix(JUNGLE,T100,pid2)",enemy_jungle,"Milio(UTILITY,T100,pid5)",False,False,4841,10638,9.004633333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10851.741841750569,True,False
13,EUW1_7708834871,200,9.534033333333333,ELITE_MONSTER_KILL,HORDE,,,"Khazix(JUNGLE,T100,pid2)",enemy_jungle,"Milio(UTILITY,T100,pid5)",False,False,5210,10424,10.004666666666669,BLUE_BOT_JUNGLE,BOT_SIDE_NEAR,4897.661482789516,True,True
