error_rank,match_id,team_id,minute,event_type,monster_type,building_type,lane_type,killer,killer_relation,assists,ally_support_involved,ally_adc_involved,x,y,nearest_frame_minute,support_zone_v5_abs,adc_zone_v5_abs,dist_to_adc,out_bot_context_v5,far_from_adc_v5
13,EUW1_7708834871,200,9.609183333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,10.004666666666669,BLUE_BOT_JUNGLE,BOT_SIDE_NEAR,4897.661482789516,True,True
13,EUW1_7708834871,200,9.851716666666666,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,10.004666666666669,BLUE_BOT_JUNGLE,BOT_SIDE_NEAR,4897.661482789516,True,True
13,EUW1_7708834871,200,9.9618,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Vladimir(TOP,T100,pid1)",enemy_top,,False,False,4318,13875,10.004666666666669,BLUE_BOT_JUNGLE,BOT_SIDE_NEAR,4897.661482789516,True,True
13,EUW1_7708834871,200,9.997983333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,"Naafiri(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,10.004666666666669,BLUE_BOT_JUNGLE,BOT_SIDE_NEAR,4897.661482789516,True,True
13,EUW1_7708834871,200,10.633983333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ambessa(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,11.005133333333331,BOT_LANE_CORE,BOT_LANE_CORE,647.8155601712574,False,False
13,EUW1_7708834871,200,10.780366666666668,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Milio(UTILITY,T100,pid5)",enemy_utility,,False,False,13866,4505,11.005133333333331,BOT_LANE_CORE,BOT_LANE_CORE,647.8155601712574,False,False
13,EUW1_7708834871,200,11.631183333333333,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Warwick(TOP,T200,pid6)",ally_top,,False,False,981,10441,11.005133333333331,BOT_LANE_CORE,BOT_LANE_CORE,647.8155601712574,False,False
13,EUW1_7708834871,200,11.759283333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ambessa(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,11.005133333333331,BOT_LANE_CORE,BOT_LANE_CORE,647.8155601712574,False,False
14,EUW1_7705296763,200,2.381883333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,5.0007166666666665,MID_LANE,BOT_LANE_CORE,8134.00393410281,True,True
14,EUW1_7705296763,200,6.226683333333333,ELITE_MONSTER_KILL,DRAGON,,,"JarvanIV(JUNGLE,T100,pid2)",enemy_jungle,"Varus(BOTTOM,T100,pid4); Karma(UTILITY,T100,pid5)",False,False,10307,4724,6.001133333333334,RED_BASE,BOT_LANE_CORE,4550.741697789494,False,False
14,EUW1_7705296763,200,6.914983333333334,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Irelia(TOP,T200,pid6)",ally_top,,False,False,981,10441,7.002683333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,8487.755474800155,True,True
14,EUW1_7705296763,200,7.113483333333333,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,981,10441,7.002683333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,8487.755474800155,True,True
14,EUW1_7705296763,200,7.242783333333334,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Vayne(BOTTOM,T200,pid9)",ally_adc,,False,True,10504,1029,7.002683333333334,RED_BOT_JUNGLE,BOT_LANE_CORE,8487.755474800155,True,True
14,EUW1_7705296763,200,8.12135,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,8.002766666666666,TOP_SIDE_NEAR,BOT_LANE_CORE,13169.127913419325,True,False
14,EUW1_7705296763,200,8.173116666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Varus(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,8.002766666666666,TOP_SIDE_NEAR,BOT_LANE_CORE,13169.127913419325,True,False
14,EUW1_7705296763,200,8.68015,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,5846,6396,9.003316666666667,RED_TOP_JUNGLE,BOT_LANE_CORE,11140.170241069029,True,True
14,EUW1_7705296763,200,9.763766666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Irelia(TOP,T200,pid6)",ally_top,,False,False,981,10441,10.003666666666666,BLUE_TOP_JUNGLE,BOT_LANE_CORE,9739.62268262996,True,True
14,EUW1_7705296763,200,10.189716666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Varus(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,10.003666666666666,BLUE_TOP_JUNGLE,BOT_LANE_CORE,9739.62268262996,True,True
14,EUW1_7705296763,200,10.372433333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Varus(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,10.003666666666666,BLUE_TOP_JUNGLE,BOT_LANE_CORE,9739.62268262996,True,True
14,EUW1_7705296763,200,10.598033333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,"Sylas(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,11.0041,BARON_GRUBS_HERALD_AREA,BOT_LANE_CORE,10823.002356093248,True,True
14,EUW1_7705296763,200,10.932066666666667,ELITE_MONSTER_KILL,HORDE,,,"Irelia(TOP,T200,pid6)",ally_top,"Braum(UTILITY,T200,pid10)",True,False,4760,10176,11.0041,BARON_GRUBS_HERALD_AREA,BOT_LANE_CORE,10823.002356093248,True,True
14,EUW1_7705296763,200,11.101066666666666,ELITE_MONSTER_KILL,HORDE,,,"Irelia(TOP,T200,pid6)",ally_top,"Braum(UTILITY,T200,pid10)",True,False,4796,10479,11.0041,BARON_GRUBS_HERALD_AREA,BOT_LANE_CORE,10823.002356093248,True,True
14,EUW1_7705296763,200,11.67975,ELITE_MONSTER_KILL,HORDE,,,"DrMundo(JUNGLE,T200,pid7)",ally_jungle,,False,False,5065,10282,11.0041,BARON_GRUBS_HERALD_AREA,BOT_LANE_CORE,10823.002356093248,True,True
14,EUW1_7705296763,200,11.8896,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Varus(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,11.0041,BARON_GRUBS_HERALD_AREA,BOT_LANE_CORE,10823.002356093248,True,True
14,EUW1_7705296763,200,11.8896,BUILDING_KILL,,TOWER_BUILDING,BOT_LANE,"Varus(BOTTOM,T100,pid4)",enemy_bottom,"Karma(UTILITY,T100,pid5)",False,False,13866,4505,11.0041,BARON_GRUBS_HERALD_AREA,BOT_LANE_CORE,10823.002356093248,True,True
15,EUW1_7831144335,200,3.2429333333333332,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,981,10441,5.002833333333333,RED_BASE,BOT_LANE_CORE,10504.008044551374,False,False
15,EUW1_7831144335,200,4.7824,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Jax(TOP,T100,pid1)",enemy_top,,False,False,4318,13875,5.002833333333333,RED_BASE,BOT_LANE_CORE,10504.008044551374,False,False
15,EUW1_7831144335,200,5.3307166666666665,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Zeri(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,5.002833333333333,RED_BASE,BOT_LANE_CORE,10504.008044551374,False,False
15,EUW1_7831144335,200,6.076316666666667,ELITE_MONSTER_KILL,DRAGON,,,"Diana(JUNGLE,T100,pid2)",enemy_jungle,"Zeri(BOTTOM,T100,pid4); Yuumi(UTILITY,T100,pid5)",False,False,9857,4421,6.003383333333334,TOP_SIDE_NEAR,RED_BASE,12468.882628367306,True,False
15,EUW1_7831144335,200,7.655266666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Lucian(BOTTOM,T200,pid9)",ally_adc,,False,True,10504,1029,8.0039,TOP_LANE_CORE,BOT_LANE_CORE,5038.89720077717,True,True
15,EUW1_7831144335,200,9.273916666666667,TURRET_PLATE_DESTROYED,,,MID_LANE,"Viktor(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,9.00435,RIVER_TOP,BOT_LANE_CORE,9140.713867089376,True,True
15,EUW1_7831144335,200,9.321783333333334,ELITE_MONSTER_KILL,HORDE,,,"Khazix(JUNGLE,T200,pid7)",ally_jungle,,False,False,4790,10182,9.00435,RIVER_TOP,BOT_LANE_CORE,9140.713867089376,True,True
15,EUW1_7831144335,200,9.4433,ELITE_MONSTER_KILL,HORDE,,,"Khazix(JUNGLE,T200,pid7)",ally_jungle,,False,False,4841,10638,9.00435,RIVER_TOP,BOT_LANE_CORE,9140.713867089376,True,True
15,EUW1_7831144335,200,9.576516666666667,ELITE_MONSTER_KILL,HORDE,,,"Khazix(JUNGLE,T200,pid7)",ally_jungle,,False,False,5210,10424,10.004383333333331,RED_BOT_JUNGLE,BOT_SIDE_NEAR,2885.3318699934675,True,True
15,EUW1_7831144335,200,10.79595,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,11.00455,TOP_SIDE_NEAR,BOT_LANE_CORE,9897.00975042462,True,True
15,EUW1_7831144335,200,11.349816666666667,ELITE_MONSTER_KILL,DRAGON,,,"Khazix(JUNGLE,T200,pid7)",ally_jungle,"Viktor(MIDDLE,T200,pid8)",False,False,10050,5096,11.00455,TOP_SIDE_NEAR,BOT_LANE_CORE,9897.00975042462,True,True
15,EUW1_7831144335,200,11.393233333333333,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,981,10441,11.00455,TOP_SIDE_NEAR,BOT_LANE_CORE,9897.00975042462,True,True
15,EUW1_7831144335,200,11.54075,TURRET_PLATE_DESTROYED,,,MID_LANE,"Viktor(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,11.00455,TOP_SIDE_NEAR,BOT_LANE_CORE,9897.00975042462,True,True
15,EUW1_7831144335,200,11.774033333333334,TURRET_PLATE_DESTROYED,,,MID_LANE,"Viktor(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,11.00455,TOP_SIDE_NEAR,BOT_LANE_CORE,9897.00975042462,True,True
16,EUW1_7719808217,100,4.7206166666666665,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,5.0035,TOP_SIDE_NEAR,BOT_LANE_CORE,11777.949736690169,True,True
16,EUW1_7719808217,100,5.840333333333334,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,6.003983333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10297.820400453682,True,True
16,EUW1_7719808217,100,6.09305,ELITE_MONSTER_KILL,DRAGON,,,"Kayn(JUNGLE,T100,pid2)",ally_jungle,"Khazix(JUNGLE,T200,pid7); Xerath(BOTTOM,T200,pid9)",False,False,10506,5041,6.003983333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,10297.820400453682,True,True
16,EUW1_7719808217,100,7.78245,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Zaahen(TOP,T100,pid1)",ally_top,,False,False,4318,13875,8.004583333333333,BLUE_BASE,BOT_LANE_CORE,12179.78653343317,False,False
16,EUW1_7719808217,100,8.095316666666667,TURRET_PLATE_DESTROYED,,,MID_LANE,"Kassadin(MIDDLE,T200,pid8)",enemy_middle,,False,False,5846,6396,8.004583333333333,BLUE_BASE,BOT_LANE_CORE,12179.78653343317,False,False
16,EUW1_7719808217,100,8.242433333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,5846,6396,8.004583333333333,BLUE_BASE,BOT_LANE_CORE,12179.78653343317,False,False
16,EUW1_7719808217,100,8.775683333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Veigar(BOTTOM,T100,pid4)",ally_adc,,False,True,13866,4505,9.00465,TOP_SIDE_NEAR,BOT_LANE_CORE,10623.50568315375,True,True
16,EUW1_7719808217,100,8.910016666666667,ELITE_MONSTER_KILL,HORDE,,,"Kayn(JUNGLE,T100,pid2)",ally_jungle,"Senna(UTILITY,T100,pid5)",True,False,4790,10182,9.00465,TOP_SIDE_NEAR,BOT_LANE_CORE,10623.50568315375,True,True
16,EUW1_7719808217,100,9.019116666666667,ELITE_MONSTER_KILL,HORDE,,,"Kayn(JUNGLE,T100,pid2)",ally_jungle,"Senna(UTILITY,T100,pid5)",True,False,4748,10402,9.00465,TOP_SIDE_NEAR,BOT_LANE_CORE,10623.50568315375,True,True
16,EUW1_7719808217,100,9.06755,ELITE_MONSTER_KILL,HORDE,,,"Kayn(JUNGLE,T100,pid2)",ally_jungle,"Senna(UTILITY,T100,pid5)",True,False,5054,10248,9.00465,TOP_SIDE_NEAR,BOT_LANE_CORE,10623.50568315375,True,True
16,EUW1_7719808217,100,9.359866666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,981,10441,9.00465,TOP_SIDE_NEAR,BOT_LANE_CORE,10623.50568315375,True,True
16,EUW1_7719808217,100,9.917633333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,10.005033333333332,TOP_SIDE_NEAR,BOT_LANE_CORE,12971.369742629344,True,True
16,EUW1_7719808217,100,10.25565,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,10.005033333333332,TOP_SIDE_NEAR,BOT_LANE_CORE,12971.369742629344,True,True
16,EUW1_7719808217,100,10.740533333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Xerath(BOTTOM,T200,pid9)",enemy_bottom,,False,False,10504,1029,11.005383333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,11592.259529530902,True,True
16,EUW1_7719808217,100,11.228,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Veigar(BOTTOM,T100,pid4)",ally_adc,,False,True,13866,4505,11.005383333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,11592.259529530902,True,True
16,EUW1_7719808217,100,11.3154,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,11.005383333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,11592.259529530902,True,True
16,EUW1_7719808217,100,11.6901,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Zaahen(TOP,T100,pid1)",ally_top,,False,False,4318,13875,11.005383333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,11592.259529530902,True,True
16,EUW1_7719808217,100,11.6901,BUILDING_KILL,,TOWER_BUILDING,TOP_LANE,"Zaahen(TOP,T100,pid1)",ally_top,"Kayn(JUNGLE,T100,pid2); Senna(UTILITY,T100,pid5)",True,False,4318,13875,11.005383333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,11592.259529530902,True,True
16,EUW1_7719808217,100,11.858683333333333,ELITE_MONSTER_KILL,DRAGON,,,"Khazix(JUNGLE,T200,pid7)",enemy_jungle,,False,False,9983,4824,11.005383333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,11592.259529530902,True,True
16,EUW1_7719808217,100,11.99395,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Zaahen(TOP,T100,pid1)",ally_top,,False,False,7943,13411,11.005383333333333,TOP_SIDE_NEAR,BOT_LANE_CORE,11592.259529530902,True,True
17,EUW1_7765827606,200,5.296633333333333,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,981,10441,5.0027,RIVER_TOP,BOT_LANE_CORE,8803.605284200332,True,True
17,EUW1_7765827606,200,6.1521,ELITE_MONSTER_KILL,DRAGON,,,"DrMundo(JUNGLE,T200,pid7)",ally_jungle,"FiddleSticks(JUNGLE,T100,pid2); Jhin(BOTTOM,T100,pid4); Senna(UTILITY,T100,pid5)",False,False,10481,4703,6.002916666666667,TOP_SIDE_NEAR,BOT_LANE_CORE,11679.990582187984,True,True
17,EUW1_7765827606,200,7.1865,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,7.0031,RED_BOT_JUNGLE,BOT_LANE_CORE,9996.224287199644,True,True
17,EUW1_7765827606,200,7.51105,TURRET_PLATE_DESTROYED,,,MID_LANE,"Akshan(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,8.003233333333334,MID_LANE,BOT_LANE_CORE,7452.489584024925,True,True
17,EUW1_7765827606,200,7.75105,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jhin(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,8.003233333333334,MID_LANE,BOT_LANE_CORE,7452.489584024925,True,True
17,EUW1_7765827606,200,9.5905,ELITE_MONSTER_KILL,HORDE,,,"FiddleSticks(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4660,10309,10.004116666666668,MID_LANE,BOT_LANE_CORE,5992.116988177049,True,True
17,EUW1_7765827606,200,9.660633333333333,ELITE_MONSTER_KILL,HORDE,,,"FiddleSticks(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4667,10070,10.004116666666668,MID_LANE,BOT_LANE_CORE,5992.116988177049,True,True
17,EUW1_7765827606,200,9.6957,ELITE_MONSTER_KILL,HORDE,,,"FiddleSticks(JUNGLE,T100,pid2)",enemy_jungle,,False,False,4962,10151,10.004116666666668,MID_LANE,BOT_LANE_CORE,5992.116988177049,True,True
17,EUW1_7765827606,200,10.316,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,981,10441,10.004116666666668,MID_LANE,BOT_LANE_CORE,5992.116988177049,True,True
17,EUW1_7765827606,200,11.53285,TURRET_PLATE_DESTROYED,,,MID_LANE,"Kennen(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,11.004366666666666,MID_LANE,BOT_LANE_CORE,8204.440078396576,True,False
17,EUW1_7765827606,200,11.7071,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,8955,8510,11.004366666666666,MID_LANE,BOT_LANE_CORE,8204.440078396576,True,False
17,EUW1_7765827606,200,11.802916666666667,ELITE_MONSTER_KILL,DRAGON,,,"DrMundo(JUNGLE,T200,pid7)",ally_jungle,,False,False,10129,4684,11.004366666666666,MID_LANE,BOT_LANE_CORE,8204.440078396576,True,False
18,EUW1_7804333236,200,4.2374,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,981,10441,5.003266666666667,BOT_LANE_CORE,RED_BASE,11962.703707774426,False,False
18,EUW1_7804333236,200,7.175666666666666,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ekko(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,7.0042,RED_TOP_JUNGLE,BOT_SIDE_NEAR,7908.176148771599,True,True
18,EUW1_7804333236,200,8.166283333333332,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Pantheon(TOP,T100,pid1)",enemy_top,,False,False,4318,13875,8.0047,BLUE_BOT_JUNGLE,BOT_LANE_CORE,4991.226302222731,True,True
18,EUW1_7804333236,200,8.317266666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,,,,False,False,4318,13875,8.0047,BLUE_BOT_JUNGLE,BOT_LANE_CORE,4991.226302222731,True,True
18,EUW1_7804333236,200,8.405783333333334,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,8.0047,BLUE_BOT_JUNGLE,BOT_LANE_CORE,4991.226302222731,True,True
18,EUW1_7804333236,200,8.79895,ELITE_MONSTER_KILL,DRAGON,,,"Karthus(JUNGLE,T100,pid2)",enemy_jungle,"Aphelios(BOTTOM,T100,pid4)",False,False,9858,4420,9.005016666666666,RED_BOT_JUNGLE,BOT_LANE_CORE,4566.980731292832,True,True
18,EUW1_7804333236,200,9.515683333333333,ELITE_MONSTER_KILL,HORDE,,,"Karthus(JUNGLE,T100,pid2)",enemy_jungle,"Pantheon(TOP,T100,pid1)",False,False,4663,10069,10.00535,TOP_LANE_CORE,BOT_LANE_CORE,11483.902646748622,True,True
18,EUW1_7804333236,200,9.613533333333333,ELITE_MONSTER_KILL,HORDE,,,"Karthus(JUNGLE,T100,pid2)",enemy_jungle,"Pantheon(TOP,T100,pid1)",False,False,4609,10224,10.00535,TOP_LANE_CORE,BOT_LANE_CORE,11483.902646748622,True,True
18,EUW1_7804333236,200,9.68035,ELITE_MONSTER_KILL,HORDE,,,"Karthus(JUNGLE,T100,pid2)",enemy_jungle,"Pantheon(TOP,T100,pid1)",False,False,4728,10364,10.00535,TOP_LANE_CORE,BOT_LANE_CORE,11483.902646748622,True,True
18,EUW1_7804333236,200,10.724083333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Aphelios(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,11.005483333333334,RED_BASE,BOT_SIDE_NEAR,9418.971175239894,False,False
18,EUW1_7804333236,200,11.331316666666666,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,11.005483333333334,RED_BASE,BOT_SIDE_NEAR,9418.971175239894,False,False
18,EUW1_7804333236,200,11.556933333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,"Ahri(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,11.005483333333334,RED_BASE,BOT_SIDE_NEAR,9418.971175239894,False,False
18,EUW1_7804333236,200,11.62675,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Aphelios(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,11.005483333333334,RED_BASE,BOT_SIDE_NEAR,9418.971175239894,False,False
18,EUW1_7804333236,200,11.960633333333334,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Aphelios(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,11.005483333333334,RED_BASE,BOT_SIDE_NEAR,9418.971175239894,False,False
18,EUW1_7804333236,200,11.960633333333334,BUILDING_KILL,,TOWER_BUILDING,BOT_LANE,"Aphelios(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,11.005483333333334,RED_BASE,BOT_SIDE_NEAR,9418.971175239894,False,False
19,EUW1_7803978812,100,3.2335166666666666,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Vayne(TOP,T200,pid6)",enemy_top,,False,False,981,10441,5.001016666666667,BLUE_BASE,BOT_LANE_CORE,11417.242399108463,False,False
19,EUW1_7803978812,100,5.172083333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,"Orianna(MIDDLE,T200,pid8)",enemy_middle,,False,False,5846,6396,5.001016666666667,BLUE_BASE,BOT_LANE_CORE,11417.242399108463,False,False
19,EUW1_7803978812,100,5.776066666666667,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,6.001516666666666,BLUE_BOT_JUNGLE,BLUE_BASE,7788.789700588917,True,False
19,EUW1_7803978812,100,5.80335,ELITE_MONSTER_KILL,DRAGON,,,"Nunu(JUNGLE,T200,pid7)",enemy_jungle,,False,False,10286,4867,6.001516666666666,BLUE_BOT_JUNGLE,BLUE_BASE,7788.789700588917,True,False
19,EUW1_7803978812,100,6.7278,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Vayne(TOP,T200,pid6)",enemy_top,,False,False,981,10441,7.00295,BLUE_BASE,BOT_LANE_CORE,11178.51014223273,False,False
19,EUW1_7803978812,100,6.8202,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,7.00295,BLUE_BASE,BOT_LANE_CORE,11178.51014223273,False,False
19,EUW1_7803978812,100,7.129883333333333,TURRET_PLATE_DESTROYED,,,MID_LANE,,,,False,False,5846,6396,7.00295,BLUE_BASE,BOT_LANE_CORE,11178.51014223273,False,False
19,EUW1_7803978812,100,7.891066666666666,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,8.00295,MID_LANE,BOT_LANE_CORE,6277.872888168413,True,True
19,EUW1_7803978812,100,8.25135,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Vayne(TOP,T200,pid6)",enemy_top,,False,False,981,10441,8.00295,MID_LANE,BOT_LANE_CORE,6277.872888168413,True,True
19,EUW1_7803978812,100,8.27695,ELITE_MONSTER_KILL,HORDE,,,"Nunu(JUNGLE,T200,pid7)",enemy_jungle,,False,False,4790,10182,8.00295,MID_LANE,BOT_LANE_CORE,6277.872888168413,True,True
19,EUW1_7803978812,100,8.344866666666666,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,8.00295,MID_LANE,BOT_LANE_CORE,6277.872888168413,True,True
19,EUW1_7803978812,100,8.45075,ELITE_MONSTER_KILL,HORDE,,,"Nunu(JUNGLE,T200,pid7)",enemy_jungle,,False,False,4606,10188,8.00295,MID_LANE,BOT_LANE_CORE,6277.872888168413,True,True
19,EUW1_7803978812,100,8.5788,ELITE_MONSTER_KILL,HORDE,,,"Nunu(JUNGLE,T200,pid7)",enemy_jungle,,False,False,4657,9977,9.003,MID_LANE,BLUE_BOT_JUNGLE,3041.8864212853177,True,True
19,EUW1_7803978812,100,9.94955,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,10.00355,BOT_SIDE_NEAR,BOT_LANE_CORE,2825.7264552677425,False,False
19,EUW1_7803978812,100,11.486166666666668,TURRET_PLATE_DESTROYED,,,MID_LANE,"Zed(BOTTOM,T200,pid9)",enemy_bottom,,False,False,5846,6396,11.003733333333331,MID_LANE,BOT_LANE_CORE,7173.855657873247,True,True
19,EUW1_7803978812,100,11.4923,ELITE_MONSTER_KILL,DRAGON,,,"Nunu(JUNGLE,T200,pid7)",enemy_jungle,,False,False,10046,4788,11.003733333333331,MID_LANE,BOT_LANE_CORE,7173.855657873247,True,True
19,EUW1_7803978812,100,11.83335,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,10504,1029,11.003733333333331,MID_LANE,BOT_LANE_CORE,7173.855657873247,True,True
19,EUW1_7803978812,100,11.83335,BUILDING_KILL,,TOWER_BUILDING,BOT_LANE,"Orianna(MIDDLE,T200,pid8)",enemy_middle,,False,False,10504,1029,11.003733333333331,MID_LANE,BOT_LANE_CORE,7173.855657873247,True,True
20,EUW1_7831462570,200,4.746133333333334,TURRET_PLATE_DESTROYED,,,BOT_LANE,,,,False,False,13866,4505,5.0024,MID_LANE,BOT_LANE_CORE,7075.408186104884,True,True
20,EUW1_7831462570,200,5.415966666666667,TURRET_PLATE_DESTROYED,,,TOP_LANE,"Darius(TOP,T100,pid1)",enemy_top,,False,False,4318,13875,5.0024,MID_LANE,BOT_LANE_CORE,7075.408186104884,True,True
20,EUW1_7831462570,200,5.938666666666666,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Jinx(BOTTOM,T100,pid4)",enemy_bottom,,False,False,13866,4505,6.002683333333334,RED_BASE,BOT_LANE_CORE,10286.368649820011,False,False
20,EUW1_7831462570,200,5.9793,TURRET_PLATE_DESTROYED,,,MID_LANE,"Lissandra(MIDDLE,T200,pid8)",ally_middle,,False,False,5846,6396,6.002683333333334,RED_BASE,BOT_LANE_CORE,10286.368649820011,False,False
20,EUW1_7831462570,200,6.16355,TURRET_PLATE_DESTROYED,,,TOP_LANE,"DrMundo(TOP,T200,pid6)",ally_top,,False,False,981,10441,6.002683333333334,RED_BASE,BOT_LANE_CORE,10286.368649820011,False,False
20,EUW1_7831462570,200,7.142616666666667,TURRET_PLATE_DESTROYED,,,MID_LANE,"Vex(MIDDLE,T100,pid3)",enemy_middle,,False,False,8955,8510,7.0029,BOT_SIDE_NEAR,BOT_LANE_CORE,3740.667453810883,False,False
20,EUW1_7831462570,200,7.219983333333333,TURRET_PLATE_DESTROYED,,,TOP_LANE,"DrMundo(TOP,T200,pid6)",ally_top,,False,False,981,10441,7.0029,BOT_SIDE_NEAR,BOT_LANE_CORE,3740.667453810883,False,False
20,EUW1_7831462570,200,7.355283333333333,TURRET_PLATE_DESTROYED,,,BOT_LANE,"Ashe(BOTTOM,T200,pid9)",ally_adc,,False,True,10504,1029,7.0029,BOT_SIDE_NEAR,BOT_LANE_CORE,3740.667453810883,False,False
