side,n,mean,median,std,q25,q75
blue,8142,-0.41378149935268027,-0.42857142857142855,0.1685710049515345,-0.5294117647058824,-0.3
red,8142,-0.45351985772909426,-0.47368421052631576,0.16650536626939474,-0.5714285714285714,-0.36363636363636365
