side,n,mean,median,std,q25,q75
blue,14775,-0.41560481887521694,-0.42857142857142855,0.16675279760343287,-0.5238095238095238,-0.3076923076923077
red,14775,-0.458739145896676,-0.4782608695652174,0.1614039756725603,-0.5714285714285714,-0.36
