match_id,team_id,frame_idx,minute,support_x,support_y,support_zone_v5_abs,support_exclusion_reason
EUW1_7696438652,100,9,9.00365,5192.0,7869.0,BLUE_TOP_JUNGLE,support_dead_with_xy
EUW1_7696438652,100,11,11.004583333333333,2743.0,2147.0,BLUE_BASE,support_in_base
EUW1_7696438652,200,11,11.004583333333333,12542.0,13229.0,RED_BASE,support_in_base
EUW1_7696441174,100,9,9.001616666666667,13487.0,1949.0,BOT_LANE_CORE,support_dead_with_xy
EUW1_7696441174,100,11,11.003766666666667,13501.0,2589.0,BOT_LANE_CORE,support_dead_with_xy
EUW1_7696441174,200,8,8.001133333333334,13672.0,11964.0,RED_BASE,support_in_base
EUW1_7696441459,100,5,5.003466666666666,12473.0,2400.0,BOT_LANE_CORE,support_dead_with_xy
EUW1_7696441459,100,8,8.004416666666666,1597.0,2341.0,BLUE_BASE,support_in_base
EUW1_7696441459,200,7,7.004183333333334,11738.0,1124.0,BOT_LANE_CORE,support_dead_with_xy
EUW1_7696441459,200,10,10.004533333333333,13826.0,13410.0,RED_BASE,support_in_base
EUW1_7696441719,100,7,7.002833333333333,394.0,461.0,BLUE_BASE,support_in_base
EUW1_7696441719,200,7,7.002833333333333,13633.0,13000.0,RED_BASE,support_in_base
EUW1_7696441983,100,8,8.004816666666667,1445.0,1085.0,BLUE_BASE,support_in_base
EUW1_7696441983,100,10,10.005533333333334,394.0,461.0,BLUE_BASE,support_in_base
EUW1_7696442133,200,10,10.003816666666667,14157.0,14299.0,RED_BASE,support_in_base
EUW1_7696442165,100,6,6.00265,675.0,603.0,BLUE_BASE,support_in_base
EUW1_7696442165,100,9,9.003883333333333,2375.0,831.0,BLUE_BASE,support_in_base
EUW1_7696442165,100,11,11.004333333333333,12854.0,1845.0,BOT_LANE_CORE,support_dead_with_xy
EUW1_7696442399,100,5,5.000766666666666,12057.0,2906.0,BOT_SIDE_NEAR,support_dead_with_xy
EUW1_7696442399,100,9,9.0036,2251.0,1626.0,BLUE_BASE,support_in_base
EUW1_7696442399,200,7,7.003033333333334,13203.0,12262.0,RED_BASE,support_in_base
EUW1_7696443653,100,7,7.003683333333333,2806.0,2007.0,BLUE_BASE,support_in_base
EUW1_7696443653,100,10,10.004416666666666,502.0,523.0,BLUE_BASE,support_in_base
EUW1_7696444211,100,6,6.0013,1238.0,570.0,BLUE_BASE,support_in_base
EUW1_7696444211,100,10,10.004033333333334,622.0,482.0,BLUE_BASE,support_in_base
EUW1_7696444704,100,8,8.00325,10362.0,2412.0,BOT_SIDE_NEAR,support_dead_with_xy
EUW1_7696445045,100,8,8.004566666666667,2072.0,3369.0,BLUE_BASE,support_in_base
EUW1_7696445259,200,11,11.006066666666667,14118.0,13563.0,RED_BASE,support_in_base
EUW1_7696445327,100,9,9.004466666666668,2724.0,1276.0,BLUE_BASE,support_in_base
EUW1_7696445327,200,9,9.004466666666668,13901.0,13684.0,RED_BASE,support_in_base
EUW1_7696445876,100,6,6.002916666666667,727.0,540.0,BLUE_BASE,support_in_base
EUW1_7696445876,100,10,10.00435,10541.0,1297.0,BOT_LANE_CORE,support_dead_with_xy
