match_id,team_id,frame_idx,minute,adc_x,adc_y,adc_zone_v5_abs,adc_exclusion_reason
EUW1_7697207025,100,7,7.00285,445.0,474.0,BLUE_BASE,adc_in_base
EUW1_7697207025,200,10,10.003516666666666,14340.0,14391.0,RED_BASE,adc_in_base
EUW1_7697207135,200,10,10.0047,14016.0,11747.0,RED_BASE,adc_in_base
EUW1_7697209416,100,9,9.0044,1125.0,645.0,BLUE_BASE,adc_in_base
EUW1_7697210483,100,6,6.00255,13588.0,4222.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697210483,200,6,6.00255,13476.0,4585.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697210483,200,9,9.003566666666666,14020.0,13771.0,RED_BASE,adc_in_base
EUW1_7697211968,100,6,6.004166666666666,13549.0,1408.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697211968,100,9,9.00505,10331.0,983.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697213078,200,6,6.0031,12533.0,1688.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697213640,100,7,7.0043,394.0,461.0,BLUE_BASE,adc_in_base
EUW1_7697213640,200,7,7.0043,12254.0,2029.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697213640,200,8,8.004566666666667,14317.0,14097.0,RED_BASE,adc_in_base
EUW1_7697215872,100,7,7.00345,1265.0,488.0,BLUE_BASE,adc_in_base
EUW1_7697217487,100,6,6.003466666666666,2231.0,699.0,BLUE_BASE,adc_in_base
EUW1_7697217611,100,6,6.00125,1219.0,588.0,BLUE_BASE,adc_in_base
EUW1_7697219595,100,9,9.004166666666666,10100.0,809.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697219917,200,7,7.0032,14289.0,14120.0,RED_BASE,adc_in_base
EUW1_7697219964,100,9,9.00415,9876.0,1137.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697221899,200,11,11.004516666666667,14131.0,12097.0,RED_BASE,adc_in_base
EUW1_7697222454,200,5,5.002683333333334,13953.0,11745.0,RED_BASE,adc_in_base
EUW1_7697223133,100,7,7.003783333333334,833.0,545.0,BLUE_BASE,adc_in_base
EUW1_7697223133,200,11,11.004866666666667,13298.0,2137.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697223184,200,7,7.001233333333333,14108.0,11698.0,RED_BASE,adc_in_base
EUW1_7697223223,200,11,11.005116666666666,14237.0,12525.0,RED_BASE,adc_in_base
EUW1_7697223491,100,6,6.0035,689.0,449.0,BLUE_BASE,adc_in_base
EUW1_7697223491,200,11,11.004466666666668,13474.0,5185.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697223503,200,5,5.002933333333333,14098.0,4760.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697223503,200,10,10.004166666666666,14177.0,12976.0,RED_BASE,adc_in_base
EUW1_7697223683,100,9,9.0043,3104.0,813.0,BLUE_BASE,adc_in_base
EUW1_7697224620,100,10,10.00455,1689.0,637.0,BLUE_BASE,adc_in_base
EUW1_7697224620,200,6,6.0034833333333335,14340.0,14391.0,RED_BASE,adc_in_base
EUW1_7697224620,200,9,9.004516666666667,14248.0,13494.0,RED_BASE,adc_in_base
EUW1_7697224620,200,11,11.004783333333334,14279.0,13380.0,RED_BASE,adc_in_base
EUW1_7697224791,100,8,8.004116666666667,1874.0,574.0,BLUE_BASE,adc_in_base
EUW1_7697224791,200,11,11.00525,13882.0,11610.0,RED_BASE,adc_in_base
EUW1_7697227182,100,11,11.002066666666666,394.0,461.0,BLUE_BASE,adc_in_base
EUW1_7697227458,200,7,7.004166666666666,13916.0,3882.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697228055,100,11,11.004866666666667,2386.0,626.0,BLUE_BASE,adc_in_base
EUW1_7697228055,200,6,6.003316666666667,14181.0,12275.0,RED_BASE,adc_in_base
EUW1_7697228055,200,11,11.004866666666667,14148.0,13352.0,RED_BASE,adc_in_base
EUW1_7697230168,100,10,10.00455,1333.0,638.0,BLUE_BASE,adc_in_base
EUW1_7697230508,100,11,11.00505,2268.0,607.0,BLUE_BASE,adc_in_base
EUW1_7697232921,200,11,11.00515,11900.0,2102.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697233716,100,9,9.003633333333333,12379.0,2601.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697233716,200,11,11.004233333333334,11058.0,1737.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697236977,100,7,7.004033333333333,1435.0,549.0,BLUE_BASE,adc_in_base
EUW1_7697237529,200,7,7.001683333333333,14340.0,14391.0,RED_BASE,adc_in_base
EUW1_7697237529,200,8,8.002166666666668,14114.0,4434.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697238729,200,10,10.004666666666667,14086.0,12292.0,RED_BASE,adc_in_base
EUW1_7697239906,100,6,6.001083333333334,1516.0,580.0,BLUE_BASE,adc_in_base
EUW1_7697239906,100,7,7.00135,10846.0,879.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697241511,200,6,6.002316666666666,13362.0,3000.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697243331,200,6,6.002583333333333,14092.0,12812.0,RED_BASE,adc_in_base
EUW1_7697243331,200,8,8.003216666666667,11257.0,4245.0,BOT_SIDE_NEAR,adc_dead_with_xy
EUW1_7697243426,100,6,6.0038,505.0,477.0,BLUE_BASE,adc_in_base
EUW1_7697243426,200,8,8.00405,14340.0,14391.0,RED_BASE,adc_in_base
EUW1_7697243980,200,9,9.0038,14211.0,12792.0,RED_BASE,adc_in_base
EUW1_7697244468,200,8,8.004866666666667,14192.0,12778.0,RED_BASE,adc_in_base
EUW1_7697246740,100,10,10.004283333333333,7581.0,780.0,BOT_LANE_CORE,adc_dead_with_xy
EUW1_7697247440,100,10,10.004266666666666,1544.0,627.0,BLUE_BASE,adc_in_base
