side,n,mean,median,std,q25,q75
blue,14774,0.38822206965905354,0.42857142857142855,0.17383597349875565,0.2857142857142857,0.5
red,14773,0.37249954066782065,0.3333333333333333,0.16968869484723292,0.2857142857142857,0.5
