champion_name,count,mean,median,std,q25,q75
AurelionSol,127,0.5718233021132668,0.580598396944356,0.20878093145173668,0.4367519305019305,0.7317888471177945
Nunu,44,0.5423081737573726,0.5662599299430787,0.1636120409613512,0.40439142785790094,0.6600045669221172
Twitch,103,0.5319309892774798,0.51875,0.1990599574443607,0.40201557200817517,0.677058232931727
Elise,4613,0.45156033948308866,0.44500624219725343,0.17422179816724842,0.3287091713469925,0.5678571428571428
Shaco,1272,0.44380244740195557,0.441050861678285,0.19650642529994522,0.29526773176672044,0.5878304911382537
Jax,191,0.43570035157799375,0.41759726174042877,0.2038292255740544,0.283609851231145,0.5687500000000001
Leblanc,713,0.43190147157426007,0.42658594815825374,0.16583407772089043,0.3227824490762672,0.5504246284501062
Briar,33,0.43150418971875465,0.4551375957496196,0.14892200687835952,0.375,0.54375
Rammus,97,0.4236680346068973,0.41424733987064466,0.1838862201424173,0.30625,0.544491717097622
Camille,444,0.4219096500062508,0.41018165433504084,0.16120589783128192,0.30707583465053095,0.5397218590083599
Akshan,34,0.41818189678409673,0.4313752433350756,0.14522480136621949,0.3302830068014927,0.5223874882186617
Sylas,1162,0.4116793302224238,0.4033679147992724,0.16930962640032943,0.28426837237357994,0.5271175613592582
MasterYi,26,0.40818026377605016,0.4282838718873608,0.2151221597925599,0.2629626401366006,0.545
Pyke,10198,0.40657764552287057,0.4,0.16160402500469498,0.29251866681203925,0.5135564004560008
XinZhao,67,0.4029932411186336,0.3944260378093939,0.17910968819124992,0.24430086713593344,0.5436042358428768
Bard,19962,0.40143267135943567,0.39431993865051884,0.1579341660689458,0.28963985640666684,0.5083331075650438
Singed,103,0.4006913229867667,0.3947443181818182,0.18320454798690608,0.2744219892308468,0.5394408438741352
Vi,43,0.39786537641820463,0.3941211337428602,0.14242995747142317,0.2637361236973267,0.48657198724587125
Quinn,39,0.39535756905615316,0.40289258962011765,0.14307375981572779,0.2916530246979375,0.47538998631126655
Poppy,3025,0.39429155731432036,0.3877122858376025,0.16107904809680335,0.27849462365591393,0.5001693700736107
Pantheon,3433,0.39373436715022125,0.3804606440071556,0.16964584108786462,0.27428571428571424,0.5083541856232939
Qiyana,122,0.391658119492913,0.38528641580985024,0.1561873784111047,0.2975153966906494,0.5065659480810996
Fiora,53,0.3784946225703429,0.36393302040079434,0.17569666998430913,0.2585024600246002,0.5083333333333333
TwistedFate,151,0.3717294393187809,0.35336205338314153,0.16655478353365694,0.24679987008530246,0.49133836303086476
Nidalee,866,0.36939215159504735,0.3505377731887799,0.1808735171088558,0.23826728955694737,0.48978591602608895
LeeSin,101,0.36601083215732216,0.35587733660799564,0.18625259536474478,0.23059985096870342,0.4785714285714286
Kennen,54,0.36526873614803723,0.34948407320031516,0.17448788401518156,0.2492939409878856,0.4676577051072166
Alistar,12711,0.3610583637204932,0.3514684740193058,0.16056344727202704,0.2447988407058033,0.4666666666666667
Ekko,136,0.35841373799335907,0.3475,0.16097578323275985,0.23841689754445078,0.45380454656265234
Lissandra,169,0.355776228854304,0.34379170638703527,0.1505029340348726,0.2508040935672514,0.4416580667354661
RekSai,80,0.35480244124576826,0.31884878903760355,0.1685561730397111,0.24911160572026098,0.42773874892334196
Vayne,21,0.3545149397039554,0.3668118466898954,0.14735208506663952,0.25782505833549385,0.4193181818181818
Sejuani,58,0.354376156017428,0.33344160393978217,0.16614038337854492,0.242738571214006,0.46336879669156883
JarvanIV,300,0.3529991088906354,0.3409822794809295,0.17713601624613573,0.21956895243399674,0.45907678479220304
Skarner,115,0.3526146504094167,0.33127532522925995,0.16081648261751216,0.23204190966412117,0.46624964310030526
Galio,770,0.35053348857207056,0.3320329021476923,0.15995090543801205,0.23788446314209644,0.4452380952380952
Taliyah,284,0.3497629085122695,0.34125358786576343,0.15726005145858643,0.23832725560420792,0.4495280359076146
Rell,10801,0.3472990257393035,0.33953080150143516,0.1575796548426487,0.23124999999999998,0.4533048037282667
