champion_name,count,mean,median,std,q25,q75
AurelionSol,127,0.5926935058378011,0.6100000000000001,0.21813939094342638,0.4371818956080177,0.7390883131355342
Nunu,44,0.5604872863114853,0.5801319716470807,0.1763583085674623,0.4211191845668329,0.7012357811008345
Twitch,103,0.542542793869867,0.5249999999999999,0.19933247729862824,0.39104216152019,0.6803031694233164
Elise,4612,0.4672898358672192,0.46363043183046904,0.18096043282828767,0.337815310140513,0.5902004663927297
Shaco,1272,0.45522156615008375,0.45249450628114063,0.20185168025184436,0.3026141538692068,0.6039919080821585
Jax,191,0.4485262262559626,0.40637254901960784,0.21401832403274457,0.29646508046249814,0.6087761962463241
Leblanc,713,0.4469997596038243,0.442023382023382,0.17497597318370245,0.3269134132199459,0.565
Camille,444,0.43589564492974575,0.418733504235849,0.17002134939397415,0.31471712312766564,0.5697244117801874
Briar,32,0.43511890398079905,0.4569152360515022,0.15294738575199227,0.36560325164390217,0.5464309650570695
MasterYi,26,0.433992992713779,0.4310479938623686,0.23218097736598625,0.2628006215096379,0.6117482358071678
Rammus,97,0.4339859040227048,0.42359308992154493,0.1873696813357903,0.28492859725235,0.5668470241023119
Sylas,1162,0.4267103044595082,0.416462707107777,0.17718397451131904,0.29830637923523706,0.5412069533600965
Quinn,39,0.4263857538343379,0.43891369047619044,0.15474142934485519,0.3167589081034098,0.5061507625671108
XinZhao,67,0.423552942611171,0.4108571607725106,0.1895273389894828,0.2562254621688584,0.55875
Pyke,10197,0.42019952255084053,0.41428571428571426,0.16894361354410947,0.3,0.5343984962406014
Akshan,34,0.41597134589707524,0.4196157692083389,0.1604084501852022,0.3224335107983817,0.5106069158999096
Bard,19961,0.41562588205544815,0.4085965449067972,0.16566023117939557,0.29744340746624304,0.5285714285714285
Singed,103,0.41326298271862066,0.4110209235209235,0.1908643277936086,0.2642809957898619,0.5417490842490843
Vi,43,0.41074374481982884,0.4166712454212454,0.1458153816009522,0.28714792415511303,0.485855463980464
Poppy,3025,0.4095433348297342,0.40428571428571425,0.16957062126248024,0.28886090298321765,0.5249999999999999
Pantheon,3433,0.40897056668878023,0.3966628798636751,0.17810867576691258,0.283394519131334,0.5285777871979652
Fiora,53,0.3999894563529125,0.3734452334839682,0.187086746842644,0.2818357933579335,0.5395481515289822
Qiyana,122,0.39931457278461224,0.38992798623550706,0.16502044487868353,0.2929986325514301,0.5058545684113865
TwistedFate,151,0.3846999796320364,0.362010078387458,0.17927333131816628,0.26592297304391493,0.49906396322441726
Nidalee,866,0.38222933862536373,0.3680697850367888,0.18904353932651058,0.24685877902356104,0.5080123021124957
Vayne,21,0.3755825889858904,0.40252613240418117,0.15556532760031122,0.24086077262120817,0.47038961038961036
Alistar,12711,0.37391639812177757,0.36428571428571427,0.16920688123323846,0.2517644297358145,0.4875
