target,epoch,train_loss,val_loss,lr,is_best
raw,1,0.12290978949176057,0.05269193008035597,0.0002,True
raw,2,0.04468710101253071,0.03786259036219082,0.0002,True
raw,3,0.03299566440366388,0.03471668705369679,0.0002,True
raw,4,0.028974503955893727,0.03354528371969916,0.0002,True
raw,5,0.027132349230276367,0.03282605440631396,0.0002,True
raw,6,0.02599614306975527,0.03227126052960679,0.0002,True
raw,7,0.02527959766141781,0.031969374246638184,0.0002,True
raw,8,0.024810367750649234,0.03197515569438791,0.0002,False
raw,9,0.024453052646886523,0.031592720641203414,0.0002,True
raw,10,0.024242959331464968,0.031413489149894246,0.0002,True
raw,11,0.024047077855794186,0.03137858467968946,0.0002,True
raw,12,0.023881891302097946,0.03121621031027494,0.0002,True
raw,13,0.02375215380965609,0.031121056456571598,0.0002,True
raw,14,0.02362191835551835,0.031046199911342363,0.0002,True
raw,15,0.02351736794609373,0.031027915958804827,0.0002,True
raw,16,0.02340966592125075,0.0309936945009534,0.0002,True
raw,17,0.023306373240690292,0.03092768298292454,0.0002,True
raw,18,0.023232176299205837,0.030957112381875058,0.0002,False
raw,19,0.02313711672090334,0.030921322128712375,0.0002,True
raw,20,0.023076540052186265,0.031040433856788015,0.0002,False
raw,21,0.02301513458304333,0.030911324855846117,0.0002,True
raw,22,0.02291366047554942,0.03095847646106428,0.0002,False
raw,23,0.02285936884402666,0.030996577896573736,0.0002,False
raw,24,0.022786643184732742,0.031003620281316865,0.0002,False
raw,25,0.022699645363924697,0.03107275007050901,0.0002,False
raw,26,0.022653997094565344,0.031035638262650704,0.0002,False
raw,27,0.022555444023719583,0.03113688290619395,0.0001,False
raw,28,0.02242195950296448,0.031077098744986806,0.0001,False
raw,29,0.022370228646852678,0.03116057792784227,0.0001,False
raw,30,0.022324777686588353,0.031095980603952328,0.0001,False
raw,31,0.022285500753124552,0.03114845867660971,0.0001,False
raw,32,0.022227745456496445,0.031163177233711016,0.0001,False
raw,33,0.022217337448523417,0.031151962020619782,5e-05,False
raw,34,0.02212857384482046,0.031257956049855116,5e-05,False
raw,35,0.022095429430434323,0.03118788968274722,5e-05,False
raw,36,0.0220740607306545,0.031177442057161758,5e-05,False
