target,mse,rmse,mae,r2,pearson_corr
jungle_presence_score,0.031318914170173795,0.17697150666187422,0.1425296908306931,-0.07979881729427962,0.07738157661079595
support_roam_score,0.033733944129665426,0.18366802696622356,0.14674001486479712,-0.04658845474279838,0.1562749152377605
team_side_focus_score,0.03422461674602322,0.18499896417554132,0.145703990506646,-0.08784278871699525,0.03438638348074655
