n,missing,mean,std,min,q01,q05,q25,median,q75,q95,q99,max,share_lt_0,share_gt_1,share_eq_0,share_eq_1,support_scores_path,score_col,rows,unique_matches,unique_match_team_keys,config_id,window_tag
337094,0,0.2827576724195212,0.17215275638139138,0.0,0.0,0.0385409449497585,0.15,0.2635641557675845,0.39166666666666666,0.5928917467673984,0.7489872379393656,1.0,0.0,0.0,0.019668104445644242,0.0003708164488243635,C:\Users\adria\Desktop\TFG\ProgresoActual\OAT\support_oat_full_m12\scores\train_hparams_dropout_0p3\support_scores.parquet,support_roam_score_v2,337094,168564,337094,cfg_001_s5p0_m12_far2500_w0p45-0p35-0p2,m12
