side,n,mean,median,std,q25,q75
blue,14775,-0.42165081147406,-0.42857142857142855,0.1783098578905793,-0.5454545454545454,-0.3
red,14775,-0.4556508699197449,-0.4666666666666667,0.17412623679196987,-0.5789473684210527,-0.3333333333333333
