champion_name,count,mean,median,std,q25,q75
AurelionSol,127,0.581543638807092,0.5799387166546502,0.24379650646163156,0.4239432989690721,0.7557614760689739
Nunu,44,0.5368250003486986,0.552045658514696,0.19646725023473416,0.3675,0.6599999999999999
Twitch,103,0.5235404481975692,0.5110652920962199,0.23226478774993686,0.3350546919976972,0.6871734305020821
Elise,4608,0.4459821682060011,0.4348397497007377,0.196886962813177,0.3038163357353112,0.5792826976228616
Shaco,1272,0.4426063318509572,0.43,0.2184005218235067,0.27731287307294283,0.6000000000000001
Jax,191,0.43091050292755156,0.4087925006028454,0.23115881151441137,0.24224503481924076,0.5978581142339076
Leblanc,713,0.4243212568693034,0.42,0.19299468962092114,0.27756063756063754,0.5613574367230122
Akshan,34,0.4126132136783521,0.41131783918265896,0.1480592943212043,0.32733460085403815,0.522662789186379
Camille,443,0.4116847439667822,0.38859710550887017,0.188183599851122,0.2695432319155542,0.5455753164963691
Rammus,97,0.40945150996308743,0.39091742761258097,0.20086814427477195,0.2788358778625954,0.5576190476190477
MasterYi,25,0.3990906678704668,0.3542875678225997,0.25623827334512295,0.22117253948967192,0.6118603042876902
Briar,32,0.39783029772459744,0.3881089423972226,0.14676383202469118,0.2792310165481327,0.49879773439726416
XinZhao,67,0.3976067157753385,0.3658616409720408,0.20360818058166444,0.23607748184019367,0.5575
Singed,103,0.3974987900843066,0.38669719519175727,0.20093457713829982,0.24849061505093356,0.5563047512991833
Sylas,1160,0.39689456522414024,0.38824507368417893,0.1906453466226686,0.2588515724714979,0.5132218795470336
Pyke,10191,0.3943634206606367,0.38284363177805797,0.183978437203897,0.2622001196320789,0.5188571991879734
Bard,19958,0.39360001969451575,0.3844689358597934,0.18015966692169585,0.265,0.5125
Poppy,3023,0.38746310833664993,0.37914369633981015,0.18530284789185808,0.25393291471564816,0.5087372524493985
Vi,43,0.3873199348513662,0.355,0.16974639817446777,0.26973362752622154,0.5458333333333334
Quinn,39,0.3859631158112136,0.355,0.15605410853376545,0.2948260855847329,0.47237798490765603
Pantheon,3428,0.38516782719321974,0.3725360144298465,0.19377726023122813,0.23922073135200067,0.5139930070539407
Fiora,53,0.374673628157861,0.3653004622496148,0.19404447226808752,0.23787516917442875,0.49713698333694006
Qiyana,122,0.37412044356589397,0.3740727002967359,0.18585332107043367,0.2467845430295698,0.4783731617647059
Nidalee,866,0.3644199743698159,0.35085400495167607,0.20373811526334987,0.2026528250065627,0.5
TwistedFate,151,0.3628290180791016,0.35521925881530314,0.2002663954483805,0.2023978764442255,0.5077301618740659
