n,missing,mean,std,min,q01,q05,q25,median,q75,q95,q99,max,share_lt_0,share_gt_1,share_eq_0,share_eq_1,support_scores_path,score_col,rows,unique_matches,unique_match_team_keys,config_id,window_tag
337016,0,0.2953280125483162,0.1835443674305051,0.0,0.0,0.03470637714490896,0.1524825114979018,0.2739675089736706,0.4139764432759433,0.6336038485822313,0.7892173841273107,1.0,0.0,0.0,0.02134023310465972,0.0007180667980155245,C:\Users\adria\Desktop\TFG\ProgresoActual\OAT\support_oat_full_m12\scores\time_window_start_max_s6_m12\support_scores.parquet,support_roam_score_v2,337016,168564,337016,cfg_001_s6p0_m12_far2500_w0p45-0p35-0p2,m12
