model,target,mse,rmse,mae,r2,pearson_corr,spearman_corr,pred_std,target_std,compression_ratio,n_train,n_eval,eval_split,training_seconds,best_epoch,hidden_dims,dropout,lr,weight_decay,run_id,outdir,wall_seconds
mlp_per_role_raw,raw,0.030737468972802162,0.1753210454360861,0.14119812846183777,0.14677333609549126,0.38449416298361266,0.3706173988390354,0.07315047830343246,0.18980245292186737,0.3854032293963294,268322,57314,val,230.83290767669678,31,"[128, 64]",0.3,0.0002,0.001,018_h128-64_d0p3_lr2em04_wd1em03,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\018_h128-64_d0p3_lr2em04_wd1em03,231.34220719337463
mlp_per_role_raw,raw,0.030759355053305626,0.17538345148076437,0.14124004542827606,0.14616580325584627,0.38414533654336835,0.3705568537679916,0.07999221235513687,0.18980245292186737,0.4214498344131825,268322,57314,val,222.3087182044983,17,"[256, 128]",0.4,0.001,0.0001,073_h256-128_d0p4_lr1em03_wd1em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\073_h256-128_d0p4_lr1em03_wd1em04,222.91393494606018
mlp_per_role_raw,raw,0.03074003756046295,0.1753283706661958,0.14126107096672058,0.14670203553062044,0.3837884762719814,0.3705268168517199,0.07245879620313644,0.18980245292186737,0.38175900831463055,268322,57314,val,146.98292684555054,14,"[128, 64]",0.2,0.001,0.0005,002_h128-64_d0p2_lr1em03_wd5em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\002_h128-64_d0p2_lr1em03_wd5em04,147.51988697052002
mlp_per_role_raw,raw,0.0307435505092144,0.17533838857824147,0.14121189713478088,0.14660448500654355,0.384317448282573,0.37046577373197775,0.07303407788276672,0.18980245292186737,0.3847899579718887,268322,57314,val,231.3150200843811,31,"[128, 64]",0.3,0.0002,0.0001,016_h128-64_d0p3_lr2em04_wd1em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\016_h128-64_d0p3_lr2em04_wd1em04,231.81719589233398
mlp_per_role_raw,raw,0.030718645080924034,0.17526735315204608,0.14118553698062897,0.1472958521753649,0.3842109959663708,0.37046260406507575,0.07297199219465256,0.18980245292186737,0.3844628510922967,268322,57314,val,256.5762929916382,24,"[256, 128]",0.4,0.0002,0.001,081_h256-128_d0p4_lr2em04_wd1em03,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\081_h256-128_d0p4_lr2em04_wd1em03,257.16992950439453
mlp_per_role_raw,raw,0.030717357993125916,0.17526368132937845,0.1411847621202469,0.14733156157933003,0.384258974645342,0.37044969148267176,0.07308296114206314,0.18980245292186737,0.38504750606225263,268322,57314,val,242.59243035316467,24,"[256, 128]",0.4,0.0002,0.0001,079_h256-128_d0p4_lr2em04_wd1em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\079_h256-128_d0p4_lr2em04_wd1em04,243.1318392753601
mlp_per_role_raw,raw,0.030720863491296768,0.17527368168466356,0.14117968082427979,0.14723424754137204,0.384125404951293,0.3703908826393265,0.07315356284379959,0.18980245292186737,0.38541948071616033,268322,57314,val,234.09015035629272,24,"[256, 128]",0.4,0.0002,0.0005,080_h256-128_d0p4_lr2em04_wd5em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\080_h256-128_d0p4_lr2em04_wd5em04,234.64433002471924
mlp_per_role_raw,raw,0.030701618641614914,0.17521877365629207,0.14128735661506653,0.14776846968413493,0.3845276416666911,0.3703658890200403,0.07147448509931564,0.18980245292186737,0.37657303158636357,268322,57314,val,145.044086933136,10,"[192, 96]",0.3,0.001,0.0001,037_h192-96_d0p3_lr1em03_wd1em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\037_h192-96_d0p3_lr1em03_wd1em04,145.63783311843872
mlp_per_role_raw,raw,0.03076133318245411,0.17538909083079857,0.14124539494514465,0.14611087935471456,0.38375480450362337,0.3703628347991478,0.07229025661945343,0.18980245292186737,0.38087103462889327,268322,57314,val,206.58749389648438,11,"[256, 128, 64]",0.3,0.001,0.0001,091_h256-128-64_d0p3_lr1em03_wd1em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\091_h256-128-64_d0p3_lr1em03_wd1em04,207.24285793304443
mlp_per_role_raw,raw,0.030743498355150223,0.17533823985414654,0.14121581614017487,0.14660596304478712,0.3842474320170373,0.3703430581776381,0.07325313985347748,0.18980245292186737,0.38594411571504983,268322,57314,val,231.29249596595764,31,"[128, 64]",0.3,0.0002,0.0005,017_h128-64_d0p3_lr2em04_wd5em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\017_h128-64_d0p3_lr2em04_wd5em04,231.84201669692993
mlp_per_role_raw,raw,0.03073820471763611,0.17532314370223945,0.14119896292686462,0.1467528800461999,0.3843175354941243,0.37030478805973016,0.07290647178888321,0.18980245292186737,0.38411764793627473,268322,57314,val,140.0547332763672,15,"[192, 96]",0.3,0.0005,0.001,042_h192-96_d0p3_lr5em04_wd1em03,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\042_h192-96_d0p3_lr5em04_wd1em03,140.53593945503235
mlp_per_role_raw,raw,0.030779149383306503,0.1754398739833864,0.14132988452911377,0.1456163277584096,0.3830138340199765,0.3702942857395605,0.07129715383052826,0.18980245292186737,0.37563873771366857,268322,57314,val,184.5793149471283,11,"[256, 128, 64]",0.3,0.001,0.001,093_h256-128-64_d0p3_lr1em03_wd1em03,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\093_h256-128-64_d0p3_lr1em03_wd1em03,185.16437578201294
mlp_per_role_raw,raw,0.030742090195417404,0.17533422425589765,0.14116032421588898,0.14664504237594767,0.3839488620097886,0.37028998202442354,0.0726538598537445,0.18980245292186737,0.3827867276491555,268322,57314,val,146.1684091091156,14,"[128, 64]",0.2,0.001,0.001,003_h128-64_d0p2_lr1em03_wd1em03,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\003_h128-64_d0p2_lr1em03_wd1em03,146.7186644077301
mlp_per_role_raw,raw,0.03074641153216362,0.17534654696390123,0.14122459292411804,0.14652508479209791,0.3841910049301273,0.3702259221305154,0.07175619900226593,0.18980245292186737,0.3780572795431919,268322,57314,val,175.42143082618713,15,"[192, 96]",0.3,0.0005,0.0001,040_h192-96_d0p3_lr5em04_wd1em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\040_h192-96_d0p3_lr5em04_wd1em04,176.03325748443604
mlp_per_role_raw,raw,0.030737902969121933,0.17532228315055087,0.141172856092453,0.14676127530342353,0.38407373381658144,0.37015772797702606,0.07785531878471375,0.18980245292186737,0.4101913204291573,268322,57314,val,179.6353838443756,17,"[192, 96]",0.3,0.0005,0.0005,041_h192-96_d0p3_lr5em04_wd5em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\041_h192-96_d0p3_lr5em04_wd5em04,180.0987696647644
mlp_per_role_raw,raw,0.030700217932462692,0.17521477658137938,0.14124171435832977,0.14780737165070623,0.3845083446154511,0.3700343367969199,0.07187347859144211,0.18980245292186737,0.3786751829863284,268322,57314,val,145.00731372833252,10,"[192, 96]",0.3,0.001,0.001,039_h192-96_d0p3_lr1em03_wd1em03,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\039_h192-96_d0p3_lr1em03_wd1em03,145.58640694618225
mlp_per_role_raw,raw,0.030705034732818604,0.1752285214593178,0.1412433683872223,0.14767363875042627,0.3842895388188552,0.37000288875081566,0.07285965234041214,0.18980245292186737,0.38387097331352715,268322,57314,val,145.9376471042633,10,"[192, 96]",0.3,0.001,0.0005,038_h192-96_d0p3_lr1em03_wd5em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\038_h192-96_d0p3_lr1em03_wd5em04,146.51280212402344
mlp_per_role_raw,raw,0.030790025368332863,0.17547086757730715,0.14134056866168976,0.1453144532275389,0.38319264045171636,0.36953857337160123,0.07015134394168854,0.18980245292186737,0.3696018827036261,268322,57314,val,145.33611702919006,14,"[128, 64]",0.2,0.0005,0.0001,004_h128-64_d0p2_lr5em04_wd1em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\004_h128-64_d0p2_lr5em04_wd1em04,145.8997414112091
mlp_per_role_raw,raw,0.030789263546466827,0.17546869677086802,0.14133574068546295,0.1453355596136574,0.38302297817510944,0.3692510284237125,0.07059907168149948,0.18980245292186737,0.37196079710604035,268322,57314,val,145.75346994400024,14,"[128, 64]",0.2,0.0005,0.001,006_h128-64_d0p2_lr5em04_wd1em03,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\006_h128-64_d0p2_lr5em04_wd1em03,146.26393866539001
mlp_per_role_raw,raw,0.030796905979514122,0.17549047261750172,0.14136557281017303,0.14512343156493746,0.3827630068108136,0.3689681253438923,0.07018912583589554,0.18980245292186737,0.369800941744357,268322,57314,val,146.30728101730347,14,"[128, 64]",0.2,0.0005,0.0005,005_h128-64_d0p2_lr5em04_wd5em04,C:\Users\adria\Desktop\TFG\final\analysis\hp_search\runs\005_h128-64_d0p2_lr5em04_wd5em04,146.84139943122864
