target,epoch,train_loss,val_loss,lr,is_best
raw,1,0.09785664361029264,0.039911138977506144,0.0005,True
raw,2,0.03270072437503606,0.03492656565031898,0.0005,True
raw,3,0.02781061179542025,0.03333473506792727,0.0005,True
raw,4,0.02622474231132008,0.032674552772095224,0.0005,True
raw,5,0.025344568510993957,0.03206025555518753,0.0005,True
raw,6,0.024806042846997462,0.03178541725662938,0.0005,True
raw,7,0.024430925740155898,0.031557841596881644,0.0005,True
raw,8,0.024199055600313688,0.03125973558529484,0.0005,True
raw,9,0.023964985787202974,0.03109577169689496,0.0005,True
raw,10,0.0238209880497415,0.03109784759577189,0.0005,False
raw,11,0.023670213027555474,0.0308981661984419,0.0005,True
raw,12,0.02352956450562964,0.030862055610482258,0.0005,True
raw,13,0.023420075226929085,0.03091862592720709,0.0005,False
raw,14,0.023332334398566242,0.030834042171143928,0.0005,True
raw,15,0.023219061018470565,0.030842863140277336,0.0005,False
raw,16,0.02311743138677779,0.03099959995587851,0.0005,False
raw,17,0.02303248588375902,0.03102468221560191,0.0005,False
raw,18,0.02296900090832477,0.030847523363914393,0.0005,False
raw,19,0.022892259773318154,0.03119771420988417,0.0005,False
raw,20,0.02277801017876307,0.031083418183309747,0.00025,False
raw,21,0.022515811447493067,0.031106291603277887,0.00025,False
raw,22,0.02245057381139145,0.031015071544073323,0.00025,False
raw,23,0.022394446087002966,0.031101688050149887,0.00025,False
raw,24,0.02230104600546258,0.03127741799061137,0.00025,False
raw,25,0.022238461312573465,0.03122946256233176,0.00025,False
raw,26,0.0221891530444794,0.03123826157309074,0.000125,False
raw,27,0.02200292206385397,0.031215854221426833,0.000125,False
raw,28,0.021969722192093193,0.03128514947450227,0.000125,False
raw,29,0.02193945288257071,0.03150437371782886,0.000125,False
