side,n,mean,median,std,q25,q75
blue,10327,0.4005926827656275,0.3333333333333333,0.18381897216478893,0.25,0.5555555555555556
red,12514,0.39681531288131894,0.4444444444444444,0.1652699062692432,0.25,0.5
