column,missing,missing_pct
support_roam_score,0,0.0
support_roam_score_v2,6,0.00036845983787767134
mean_distance_to_adc_v2,7,0.0004298698108572832
support_adc_xp_ratio_v2,6,0.00036845983787767134
support_score_confidence_v2,6,0.00036845983787767134
