rows,total_match_team_keys_in_window,coverage,config_version,source_frame_state_path,baseline_path,score_n,score_missing,score_mean,score_std,score_min,score_q01,score_q05,score_q25,score_median,score_q75,score_q95,score_q99,score_max,share_eq_0,share_eq_1,row_corr_vs_v3,mean_delta_v5_minus_v3,median_delta_v5_minus_v3,q05_delta_v5_minus_v3,q95_delta_v5_minus_v3
383247,383272,0.9999347721722432,geometry_v5_manual_redraw_from_annotation_2,C:\Users\adria\Desktop\TFG\final\data\frame_state\support_frame_state.parquet,C:\Users\adria\Desktop\TFG\ProgresoActual2\data\clean\scores\support_scores_v3_m12.parquet,383247,0,0.39158242108952,0.1898690748813945,0.0,0.0,0.08976816637529397,0.25298221281347033,0.38814630096443625,0.5231463423947196,0.7113450175924957,0.8392797978785536,1.0,0.01881032336848038,0.0007697385759053561,0.9406354606434904,0.0200200408129282,0.0,-0.08519167148906667,0.13337293039312784
