target,epoch,train_loss,val_loss,lr,is_best
raw,1,0.07175700189412398,0.03585767321665313,0.001,True
raw,2,0.02785858885336774,0.033570731360242086,0.001,True
raw,3,0.02603226698219857,0.03246053145662744,0.001,True
raw,4,0.025180286834048694,0.03193235482655126,0.001,True
raw,5,0.024711262123199525,0.03141291565213195,0.001,True
raw,6,0.024341074908656408,0.031162815519943654,0.001,True
raw,7,0.024091582540224282,0.03107263746682721,0.001,True
raw,8,0.023918684765825034,0.030880218851888495,0.001,True
raw,9,0.023744623524712644,0.030836930433807874,0.001,True
raw,10,0.023643591968175184,0.030785545081469055,0.001,True
raw,11,0.02349382955317577,0.030719688255089618,0.001,True
raw,12,0.023428072208269684,0.030914505587402413,0.001,False
raw,13,0.02335508907489856,0.030668784116738363,0.001,True
raw,14,0.023274087979789266,0.030720307306768165,0.001,False
raw,15,0.02321090106695988,0.030936877948740636,0.001,False
raw,16,0.023101112629685606,0.030974747356265646,0.001,False
raw,17,0.023028840562054703,0.03085516262473862,0.001,False
raw,18,0.02295172035517189,0.030738356099721878,0.001,False
raw,19,0.02288970497976361,0.0309122626931614,0.0005,False
raw,20,0.02260576707868563,0.030851554238383785,0.0005,False
raw,21,0.022497362855739184,0.031043392833279778,0.0005,False
raw,22,0.022443339263797366,0.030917182324113144,0.0005,False
raw,23,0.022419042765904056,0.03092242161505353,0.0005,False
raw,24,0.022317686421591994,0.03114977705329745,0.0005,False
raw,25,0.0222567147704888,0.031110778656229285,0.00025,False
raw,26,0.022068890067441376,0.03115308542216249,0.00025,False
raw,27,0.02197182440175071,0.031090554722207505,0.00025,False
raw,28,0.021952929467941557,0.031158415442257552,0.00025,False
