role_slot,champion_name,n
enemy_jungle,Nocturne,3502
enemy_jungle,Volibear,3250
enemy_jungle,Ivern,3124
enemy_jungle,Zed,3115
enemy_jungle,Gwen,3062
enemy_jungle,FiddleSticks,3020
enemy_jungle,Kindred,2941
enemy_jungle,MonkeyKing,2902
enemy_jungle,Belveth,2888
enemy_jungle,Evelynn,2762
enemy_jungle,Karthus,2703
enemy_jungle,Briar,2495
enemy_jungle,Udyr,2335
enemy_jungle,Zyra,2304
enemy_jungle,Lillia,2152
enemy_jungle,Pantheon,1466
enemy_jungle,Malphite,1387
enemy_jungle,Sejuani,1378
enemy_jungle,Jax,1353
enemy_jungle,Darius,1252
enemy_jungle,Rammus,1142
enemy_jungle,Chogath,1130
enemy_jungle,Skarner,1017
enemy_jungle,Shen,958
enemy_jungle,Nasus,828
enemy_jungle,Warwick,825
enemy_jungle,Brand,791
enemy_jungle,Rumble,784
enemy_jungle,Fizz,751
enemy_jungle,Trundle,730
enemy_jungle,Maokai,642
enemy_jungle,Shyvana,630
enemy_jungle,Amumu,622
enemy_jungle,Teemo,527
enemy_jungle,Gragas,515
enemy_jungle,Riven,467
enemy_jungle,Poppy,457
enemy_jungle,Morgana,451
enemy_jungle,Mordekaiser,335
enemy_jungle,Olaf,301
enemy_jungle,Sion,258
enemy_jungle,Neeko,225
enemy_jungle,AurelionSol,224
enemy_jungle,Camille,185
enemy_jungle,Vayne,104
enemy_jungle,Twitch,76
enemy_jungle,Urgot,61
enemy_jungle,Kayle,55
enemy_jungle,Ezreal,47
enemy_jungle,Kaisa,45
enemy_jungle,Ornn,44
enemy_jungle,Nautilus,40
enemy_jungle,Singed,34
enemy_jungle,Yone,27
enemy_jungle,Tryndamere,22
enemy_jungle,Taric,21
enemy_jungle,Zeri,21
enemy_jungle,Draven,19
enemy_jungle,Kassadin,19
enemy_jungle,Yorick,19
enemy_jungle,Sett,14
enemy_jungle,TwistedFate,12
enemy_jungle,Corki,10
enemy_jungle,Kled,10
enemy_jungle,Heimerdinger,7
enemy_jungle,Gnar,6
enemy_jungle,Ryze,6
enemy_jungle,Yasuo,6
enemy_jungle,Akali,5
enemy_jungle,Ashe,5
enemy_jungle,Nilah,5
enemy_jungle,Varus,5
enemy_jungle,Zoe,5
enemy_jungle,Ahri,4
enemy_jungle,Akshan,4
enemy_jungle,Garen,4
enemy_jungle,KogMaw,4
enemy_jungle,Annie,3
enemy_jungle,Galio,3
enemy_jungle,Jhin,3
enemy_jungle,Pyke,3
enemy_jungle,Tristana,3
enemy_jungle,Xayah,3
enemy_jungle,Anivia,2
enemy_jungle,Aurora,2
enemy_jungle,Cassiopeia,2
enemy_jungle,Irelia,2
enemy_jungle,KSante,2
enemy_jungle,Karma,2
enemy_jungle,Lux,2
enemy_jungle,MissFortune,2
enemy_jungle,Renekton,2
enemy_jungle,Sona,2
enemy_jungle,TahmKench,2
enemy_jungle,Thresh,2
enemy_jungle,Zilean,2
enemy_jungle,Aphelios,1
enemy_jungle,Bard,1
enemy_jungle,Blitzcrank,1
enemy_jungle,Illaoi,1
enemy_jungle,Leblanc,1
enemy_jungle,Leona,1
enemy_jungle,Lulu,1
enemy_jungle,Malzahar,1
enemy_jungle,Mel,1
enemy_jungle,Nami,1
enemy_jungle,Orianna,1
enemy_jungle,Smolder,1
enemy_jungle,Swain,1
enemy_jungle,Syndra,1
enemy_jungle,Vex,1
enemy_middle,Ahri,14747
enemy_middle,Ryze,11321
enemy_middle,Yasuo,10328
enemy_middle,Syndra,10321
enemy_middle,Orianna,10116
enemy_middle,Akali,9138
enemy_middle,Kassadin,8533
enemy_middle,Sylas,7823
enemy_middle,Katarina,7408
enemy_middle,Zed,7139
enemy_middle,Yone,6495
enemy_middle,Akshan,6242
enemy_middle,Viktor,6129
enemy_middle,Galio,5699
enemy_middle,Ekko,5460
enemy_middle,Anivia,5413
enemy_middle,Taliyah,5368
enemy_middle,TwistedFate,5315
enemy_middle,Zoe,5240
enemy_middle,Aurora,5100
enemy_middle,Qiyana,4877
enemy_middle,Leblanc,4598
enemy_middle,Vladimir,3794
enemy_middle,Mel,3733
enemy_middle,Malzahar,3545
enemy_middle,Azir,3498
enemy_middle,AurelionSol,3374
enemy_middle,Veigar,3265
enemy_middle,Naafiri,3232
enemy_middle,Xerath,3146
enemy_middle,Fizz,3056
enemy_middle,Hwei,2954
enemy_middle,Irelia,2798
enemy_middle,Cassiopeia,2416
enemy_middle,Velkoz,2254
enemy_middle,Lux,2202
enemy_middle,Lissandra,2092
enemy_middle,Jayce,1995
enemy_middle,Vex,1871
enemy_middle,Diana,1822
enemy_middle,Kayle,1652
enemy_middle,Tristana,1578
enemy_middle,Sion,1545
enemy_middle,Annie,1458
enemy_middle,Talon,1403
enemy_middle,Swain,1383
enemy_middle,Corki,1379
enemy_middle,Smolder,1324
enemy_middle,KogMaw,1307
enemy_middle,Zilean,1111
enemy_middle,Quinn,1085
enemy_middle,Singed,960
enemy_middle,Ambessa,906
enemy_middle,Chogath,870
enemy_middle,Ziggs,848
enemy_middle,Karma,838
enemy_middle,Neeko,780
enemy_middle,Malphite,767
enemy_middle,Nasus,729
enemy_middle,Varus,701
enemy_middle,Kennen,692
enemy_middle,Zac,632
enemy_middle,Pantheon,631
enemy_middle,Tryndamere,591
enemy_middle,Morgana,561
enemy_middle,Gragas,555
enemy_middle,Renekton,489
enemy_middle,Gwen,487
enemy_middle,Seraphine,485
enemy_middle,Karthus,468
enemy_middle,Nunu,462
enemy_middle,Riven,451
enemy_middle,Garen,444
enemy_middle,Ezreal,413
enemy_middle,Brand,381
enemy_middle,Rumble,378
enemy_middle,KSante,368
enemy_middle,Viego,352
enemy_middle,Vayne,337
enemy_middle,Shen,325
enemy_middle,Gangplank,324
enemy_middle,Heimerdinger,308
enemy_middle,LeeSin,303
enemy_middle,Camille,298
enemy_middle,Lucian,281
enemy_middle,Ornn,261
enemy_middle,Zaahen,234
enemy_middle,Kaisa,233
enemy_middle,Ivern,210
enemy_middle,FiddleSticks,198
enemy_middle,Soraka,177
enemy_middle,RekSai,176
enemy_middle,Kled,171
enemy_middle,Twitch,171
enemy_middle,Nidalee,160
enemy_middle,Aatrox,156
enemy_middle,Jax,148
enemy_middle,DrMundo,138
enemy_middle,XinZhao,128
enemy_middle,MasterYi,120
enemy_middle,Graves,118
enemy_middle,Urgot,115
enemy_middle,Udyr,111
enemy_middle,Illaoi,108
enemy_middle,Mordekaiser,108
enemy_middle,Olaf,105
enemy_middle,Zyra,96
enemy_middle,Shaco,94
enemy_middle,TahmKench,94
enemy_middle,Jhin,93
enemy_middle,Briar,85
enemy_middle,Sejuani,83
enemy_middle,Sett,82
enemy_middle,Draven,78
enemy_middle,Rakan,77
enemy_middle,Darius,74
enemy_middle,Fiora,70
enemy_middle,Caitlyn,68
enemy_middle,Vi,68
enemy_middle,Yorick,64
enemy_middle,Warwick,63
enemy_middle,Lulu,62
enemy_middle,Zeri,57
enemy_middle,Nautilus,56
enemy_middle,Kalista,53
enemy_middle,Pyke,53
enemy_middle,Kayn,52
enemy_middle,Sivir,43
enemy_middle,Ashe,41
enemy_middle,Elise,41
enemy_middle,Nocturne,39
enemy_middle,Belveth,34
enemy_middle,Yunara,33
enemy_middle,Bard,32
enemy_middle,JarvanIV,31
enemy_middle,Volibear,30
enemy_middle,Kindred,29
enemy_middle,Aphelios,28
enemy_middle,Samira,28
enemy_middle,Teemo,27
enemy_middle,Xayah,25
enemy_middle,Poppy,24
enemy_middle,Sona,24
enemy_middle,MissFortune,19
enemy_middle,MonkeyKing,18
enemy_middle,Gnar,16
enemy_middle,Janna,16
enemy_middle,Maokai,16
enemy_middle,Trundle,16
enemy_middle,Khazix,15
enemy_middle,Senna,13
enemy_middle,Taric,12
enemy_middle,Rammus,10
enemy_middle,Alistar,9
enemy_middle,Hecarim,8
enemy_middle,Nilah,8
enemy_middle,Thresh,8
enemy_middle,Blitzcrank,7
enemy_middle,Evelynn,6
enemy_middle,Jinx,6
enemy_middle,Lillia,6
enemy_middle,Shyvana,6
enemy_middle,Amumu,4
enemy_middle,Milio,4
enemy_middle,Rengar,4
enemy_middle,Skarner,4
enemy_middle,Leona,3
enemy_middle,Nami,3
enemy_middle,Yuumi,1
enemy_top,Ambessa,10016
enemy_top,Sion,8732
enemy_top,Zaahen,8664
enemy_top,Renekton,7889
enemy_top,KSante,7575
enemy_top,Rumble,7443
enemy_top,Jax,7273
enemy_top,Ornn,6762
enemy_top,Jayce,6585
enemy_top,Aatrox,6561
enemy_top,Fiora,6519
enemy_top,Malphite,6455
enemy_top,Riven,6333
enemy_top,Vayne,6070
enemy_top,Gnar,5914
enemy_top,Gangplank,5897
enemy_top,Irelia,5547
enemy_top,Shen,5152
enemy_top,Darius,5066
enemy_top,Varus,4776
enemy_top,Gwen,4763
enemy_top,Kennen,4649
enemy_top,Urgot,4594
enemy_top,DrMundo,4242
enemy_top,Camille,4224
enemy_top,Garen,4030
enemy_top,Yone,3816
enemy_top,Singed,3804
enemy_top,Yasuo,3635
enemy_top,Olaf,3587
enemy_top,Akali,3178
enemy_top,Aurora,3149
enemy_top,Gragas,2979
enemy_top,Chogath,2744
enemy_top,Kayle,2689
enemy_top,Kled,2650
enemy_top,Vladimir,2648
enemy_top,Volibear,2614
enemy_top,Ryze,2466
enemy_top,Mordekaiser,2458
enemy_top,Yorick,2419
enemy_top,Sett,2383
enemy_top,Cassiopeia,2292
enemy_top,Pantheon,2291
enemy_top,Nasus,2280
enemy_top,Tryndamere,1760
enemy_top,Warwick,1622
enemy_top,Anivia,1571
enemy_top,Teemo,1455
enemy_top,Quinn,1429
enemy_top,Illaoi,1326
enemy_top,Sylas,1183
enemy_top,Poppy,1135
enemy_top,LeeSin,1080
enemy_top,Udyr,1061
enemy_top,Swain,1042
enemy_top,Naafiri,981
enemy_top,Trundle,910
enemy_top,RekSai,894
enemy_top,Zilean,825
enemy_top,Zed,794
enemy_top,Zac,724
enemy_top,TwistedFate,720
enemy_top,TahmKench,716
enemy_top,FiddleSticks,649
enemy_top,Heimerdinger,567
enemy_top,Sejuani,559
enemy_top,Ahri,537
enemy_top,Qiyana,533
enemy_top,Akshan,532
enemy_top,Smolder,502
enemy_top,MonkeyKing,497
enemy_top,Galio,485
enemy_top,MasterYi,478
enemy_top,Karma,471
enemy_top,Corki,394
enemy_top,Maokai,393
enemy_top,Graves,371
enemy_top,XinZhao,359
enemy_top,Ekko,340
enemy_top,Viego,332
enemy_top,AurelionSol,323
enemy_top,Nidalee,312
enemy_top,Elise,286
enemy_top,KogMaw,256
enemy_top,Velkoz,248
enemy_top,Skarner,247
enemy_top,Zoe,247
enemy_top,Bard,243
enemy_top,Kayn,237
enemy_top,Azir,226
enemy_top,Viktor,225
enemy_top,Kassadin,202
enemy_top,Malzahar,198
enemy_top,Fizz,196
enemy_top,Rengar,196
enemy_top,Katarina,183
enemy_top,Leblanc,183
enemy_top,Veigar,162
enemy_top,Briar,146
enemy_top,Kaisa,140
enemy_top,Syndra,140
enemy_top,Orianna,134
enemy_top,Karthus,131
enemy_top,Vi,129
enemy_top,Draven,128
enemy_top,Annie,125
enemy_top,Brand,120
enemy_top,Jhin,115
enemy_top,Diana,112
enemy_top,Tristana,111
enemy_top,Neeko,110
enemy_top,Lucian,104
enemy_top,Ivern,102
enemy_top,Taliyah,99
enemy_top,Shyvana,97
enemy_top,Senna,93
enemy_top,Ezreal,92
enemy_top,Lissandra,92
enemy_top,Kalista,83
enemy_top,Mel,79
enemy_top,Talon,79
enemy_top,Vex,79
enemy_top,Rammus,77
enemy_top,Nocturne,75
enemy_top,Hwei,74
enemy_top,JarvanIV,74
enemy_top,Soraka,71
enemy_top,Zeri,62
enemy_top,Morgana,54
enemy_top,Shaco,53
enemy_top,Lulu,52
enemy_top,Caitlyn,45
enemy_top,Ashe,43
enemy_top,Aphelios,38
enemy_top,Yunara,36
enemy_top,Pyke,35
enemy_top,Nautilus,34
enemy_top,Kindred,33
enemy_top,Lux,33
enemy_top,Samira,30
enemy_top,Seraphine,29
enemy_top,Khazix,25
enemy_top,Zyra,25
enemy_top,Ziggs,24
enemy_top,Twitch,23
enemy_top,Janna,22
enemy_top,Belveth,21
enemy_top,Nunu,18
enemy_top,Sona,15
enemy_top,Alistar,14
enemy_top,Xayah,14
enemy_top,Nilah,13
enemy_top,Xerath,13
enemy_top,Hecarim,12
enemy_top,Lillia,12
enemy_top,MissFortune,12
enemy_top,Sivir,10
enemy_top,Taric,10
enemy_top,Rakan,8
enemy_top,Evelynn,5
enemy_top,Leona,4
enemy_top,Amumu,3
enemy_top,Thresh,3
enemy_top,Blitzcrank,2
enemy_top,Jinx,2
enemy_top,Yuumi,2
enemy_top,Braum,1
enemy_top,Rell,1
enemy_utility,Nami,23024
enemy_utility,Nautilus,19554
enemy_utility,Karma,16974
enemy_utility,Bard,15201
enemy_utility,Lulu,14382
enemy_utility,Thresh,13183
enemy_utility,Braum,10590
enemy_utility,Rakan,10425
enemy_utility,Alistar,9831
enemy_utility,Janna,9681
enemy_utility,Rell,8209
enemy_utility,Leona,8040
enemy_utility,Pyke,7910
enemy_utility,Sona,7683
enemy_utility,Neeko,7087
enemy_utility,Senna,6750
enemy_utility,Blitzcrank,5741
enemy_utility,Milio,5207
enemy_utility,Soraka,4345
enemy_utility,Zilean,3983
enemy_utility,Seraphine,3836
enemy_utility,Elise,3488
enemy_utility,Taric,3365
enemy_utility,Yuumi,2935
enemy_utility,Pantheon,2579
enemy_utility,Poppy,2285
enemy_utility,Velkoz,2061
enemy_utility,Lux,1795
enemy_utility,Maokai,1695
enemy_utility,Renata,1624
enemy_utility,Morgana,1331
enemy_utility,Zoe,1134
enemy_utility,TahmKench,1079
enemy_utility,FiddleSticks,1073
enemy_utility,Shaco,1002
enemy_utility,Swain,937
enemy_utility,Zyra,928
enemy_utility,Sylas,858
enemy_utility,Brand,776
enemy_utility,Nidalee,671
enemy_utility,Galio,583
enemy_utility,Anivia,582
enemy_utility,Leblanc,512
enemy_utility,Shen,511
enemy_utility,Xerath,496
enemy_utility,Mel,494
enemy_utility,Amumu,480
enemy_utility,Ashe,356
enemy_utility,Trundle,322
enemy_utility,Camille,286
enemy_utility,Hwei,286
enemy_utility,Annie,261
enemy_utility,Veigar,256
enemy_utility,JarvanIV,242
enemy_utility,Taliyah,233
enemy_utility,Gragas,219
enemy_utility,Zac,211
enemy_utility,Ivern,204
enemy_utility,Jax,165
enemy_utility,KSante,164
enemy_utility,Teemo,163
enemy_utility,Heimerdinger,124
enemy_utility,TwistedFate,115
enemy_utility,AurelionSol,108
enemy_utility,Ekko,108
enemy_utility,Lissandra,107
enemy_utility,Orianna,99
enemy_utility,Zed,97
enemy_utility,Malphite,94
enemy_utility,Singed,91
enemy_utility,Qiyana,82
enemy_utility,Twitch,75
enemy_utility,Rammus,74
enemy_utility,Rengar,74
enemy_utility,Karthus,71
enemy_utility,Skarner,67
enemy_utility,Nasus,65
enemy_utility,LeeSin,62
enemy_utility,Rumble,54
enemy_utility,RekSai,52
enemy_utility,Sion,51
enemy_utility,XinZhao,51
enemy_utility,Ezreal,50
enemy_utility,Sejuani,48
enemy_utility,Aatrox,45
enemy_utility,Chogath,44
enemy_utility,Fiora,41
enemy_utility,Sett,41
enemy_utility,Syndra,40
enemy_utility,Kennen,39
enemy_utility,Vex,35
enemy_utility,Kindred,34
enemy_utility,Nunu,34
enemy_utility,Ahri,33
enemy_utility,Kayle,31
enemy_utility,Zaahen,27
enemy_utility,Briar,26
enemy_utility,Ornn,25
enemy_utility,Quinn,25
enemy_utility,MissFortune,23
enemy_utility,Akshan,21
enemy_utility,Varus,21
enemy_utility,Katarina,19
enemy_utility,KogMaw,19
enemy_utility,Vi,19
enemy_utility,Ziggs,18
enemy_utility,DrMundo,17
enemy_utility,Vayne,17
enemy_utility,MasterYi,16
enemy_utility,MonkeyKing,16
enemy_utility,Urgot,15
enemy_utility,Caitlyn,14
enemy_utility,Jhin,14
enemy_utility,Kayn,14
enemy_utility,Cassiopeia,11
enemy_utility,Fizz,11
enemy_utility,Naafiri,11
enemy_utility,Akali,10
enemy_utility,Mordekaiser,10
enemy_utility,Viego,10
enemy_utility,Warwick,10
enemy_utility,Evelynn,8
enemy_utility,Aurora,7
enemy_utility,Darius,7
enemy_utility,Malzahar,7
enemy_utility,Ryze,7
enemy_utility,Tristana,7
enemy_utility,Udyr,7
enemy_utility,Yasuo,7
enemy_utility,Belveth,6
enemy_utility,Lillia,6
enemy_utility,Draven,5
enemy_utility,Graves,5
enemy_utility,Talon,5
enemy_utility,Vladimir,5
enemy_utility,Diana,4
enemy_utility,Illaoi,4
enemy_utility,Kassadin,4
enemy_utility,Nocturne,4
enemy_utility,Riven,4
enemy_utility,Volibear,4
enemy_utility,Gwen,3
enemy_utility,Khazix,3
enemy_utility,Kled,3
enemy_utility,Lucian,3
enemy_utility,Viktor,3
enemy_utility,Ambessa,2
enemy_utility,Aphelios,2
enemy_utility,Azir,2
enemy_utility,Gnar,2
enemy_utility,Kalista,2
enemy_utility,Olaf,2
enemy_utility,Smolder,2
enemy_utility,Tryndamere,2
enemy_utility,Yorick,2
enemy_utility,Zeri,2
enemy_utility,Corki,1
enemy_utility,Gangplank,1
enemy_utility,Garen,1
enemy_utility,Hecarim,1
enemy_utility,Irelia,1
enemy_utility,Jayce,1
enemy_utility,Jinx,1
enemy_utility,Kaisa,1
enemy_utility,Xayah,1
enemy_utility,Yone,1
enemy_utility,Yunara,1
