target,epoch,train_loss,val_loss,lr,is_best
raw,1,0.08429778802055972,0.03721551056998733,0.0005,True
raw,2,0.0302459925201045,0.033527633705051844,0.0005,True
raw,3,0.026428395357446687,0.03252113798675012,0.0005,True
raw,4,0.025339814625854436,0.031986445252220295,0.0005,True
raw,5,0.024806529981260567,0.03197740163456105,0.0005,True
raw,6,0.02445988287609955,0.031451321131361835,0.0005,True
raw,7,0.024202064888267368,0.031224213785466175,0.0005,True
raw,8,0.024011900018753717,0.03126119388285662,0.0005,False
raw,9,0.023822179631857312,0.03111402626491668,0.0005,True
raw,10,0.02371486664103141,0.030865650009806525,0.0005,True
raw,11,0.02358956465331717,0.03102233414733036,0.0005,False
raw,12,0.02348048671265736,0.03075744763752997,0.0005,True
raw,13,0.023399525831682116,0.030813243000405728,0.0005,False
raw,14,0.02335124127331903,0.030761774744920763,0.0005,False
raw,15,0.02323834302853472,0.03074061348459728,0.0005,True
raw,16,0.023160390285807624,0.030754602581577698,0.0005,False
raw,17,0.0231047272886002,0.030737904649317943,0.0005,True
raw,18,0.02304834393387012,0.030768133975875085,0.0005,False
raw,19,0.0229711526274044,0.03093168755780899,0.0005,False
raw,20,0.022893337651180554,0.030899034503071417,0.0005,False
raw,21,0.022849084523280345,0.03081963578432192,0.00025,False
raw,22,0.022605546296403455,0.03084302701691163,0.00025,False
raw,23,0.022543363105776298,0.03087557279883611,0.00025,False
raw,24,0.022502848615129894,0.030865586135058957,0.00025,False
raw,25,0.02245354471327204,0.03104305297285022,0.00025,False
raw,26,0.02241150879640496,0.030941972454883268,0.00025,False
raw,27,0.02234274487781379,0.03106096155451922,0.000125,False
raw,28,0.022228866261609147,0.03098196210013051,0.000125,False
raw,29,0.02219204574745298,0.031071861671645166,0.000125,False
raw,30,0.022153399662881604,0.030974112789325638,0.000125,False
raw,31,0.022133416093834197,0.03108439533331183,0.000125,False
raw,32,0.02209523825285458,0.031121664802054156,0.000125,False
