side,n,mean,median,std,q25,q75
blue,8142,0.38546776853703896,0.42857142857142855,0.16943615574530513,0.2857142857142857,0.5
red,8141,0.37361328022180496,0.3333333333333333,0.16770922333696528,0.2857142857142857,0.5
