model_name,accuracy,balanced_accuracy,f1,roc_auc,n_test
jungle_only_logreg,0.5666198319930645,0.5571591923014385,0.6354515050167224,0.583990673033958,33451
full_draft_logreg,0.5612089324683865,0.5525112961092591,0.6268937468225725,0.5775286066748571,33451
majority_baseline,0.5305670981435533,0.5,0.693294790913885,0.5,33451
