config_id,support_champion_name,count,mean,median,std
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Nami,1285,0.2606084023311873,0.2405186170212765,0.1785113481255206
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Nautilus,1197,0.3374761129884139,0.3227209944751381,0.1910007470315666
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Karma,1018,0.3262012364133048,0.3064708717531534,0.1913752068208242
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Lulu,1011,0.2453837514377446,0.2178282588011418,0.1794449241040807
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Bard,939,0.4207472130544692,0.4142777467930842,0.1934381595804092
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Braum,911,0.2817316432460093,0.2536729857819905,0.1818753179685386
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Thresh,784,0.3078609315066041,0.2841654165621479,0.1937370031868597
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Rakan,706,0.3407521492544212,0.3255266170538706,0.1878464065688483
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Sona,672,0.2603249151215833,0.2346970405380704,0.1839697755287366
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Janna,671,0.3366711526795612,0.3229288025889967,0.2018210407407603
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Alistar,610,0.3734439323294939,0.363327386179491,0.1993266474807455
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Leona,528,0.3450112640923808,0.3415379384385839,0.1984682900554669
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Rell,499,0.3542823334848283,0.34,0.1898281694353408
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Pyke,459,0.4187915087212118,0.4158645497395187,0.2065990021847943
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Neeko,420,0.3276069641276881,0.3102973417499345,0.1821380031164768
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Milio,395,0.216550940343478,0.1804836193447738,0.1720849738143096
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Senna,384,0.2380204500186229,0.205838239937542,0.1784387540794308
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Blitzcrank,364,0.3755442362821036,0.366974877169797,0.2102443800230234
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Soraka,302,0.2556511122768498,0.2226596467928157,0.1813789213934912
cfg_096_s6p0_m11_far2500_w0p3-0p45-0p25,Zilean,275,0.3037277763173171,0.2844001071237279,0.2022840261595213
