config_id,support_champion_name,count,mean,median,std
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Nami,1286,0.2679089180052049,0.2447124194106092,0.1700442840479973
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Nautilus,1199,0.3469155452669517,0.3383390096934766,0.1811680591925842
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Karma,1019,0.3363559431355322,0.3252715671799198,0.1828209429585785
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Lulu,1011,0.2539847174644966,0.2289645881447267,0.1699063330183973
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Bard,939,0.4271826205810278,0.4266659681475272,0.1809660322408224
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Braum,913,0.2876243982005936,0.2688651372957942,0.1720478578812187
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Thresh,786,0.3156030328699914,0.2983001190129214,0.1835580776626598
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Rakan,706,0.3508750619833536,0.3426458560211808,0.1764126074297432
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Sona,673,0.2647210329624062,0.2445892939547762,0.176762926206336
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Janna,671,0.3399998082876765,0.3295346211741093,0.1924182159948592
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Alistar,612,0.3832541686136408,0.3813302944502754,0.1881971649552127
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Leona,528,0.351925651367982,0.3484312866195627,0.1886316365412322
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Rell,500,0.3679516235972476,0.3626000571755289,0.1783237923562732
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Pyke,459,0.4229255845150101,0.4207941550190598,0.1902596411645362
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Neeko,420,0.3418052093314089,0.3317151974511085,0.1734600982227355
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Milio,395,0.2209458950529872,0.1901671560876439,0.1656801240895677
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Senna,384,0.2391626184584132,0.2177044962488198,0.166401567941576
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Blitzcrank,365,0.3818377853637004,0.3709457739307535,0.193045929782857
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Soraka,302,0.2611337447851577,0.230625,0.1672278950816534
cfg_105_s6p0_m12_far2500_w0p3-0p45-0p25,Zilean,275,0.3121028576310743,0.2848983338040102,0.1906452960221013
