config_id,support_champion_name,count,mean,median,std
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Nami,1286,0.2751406442882531,0.25,0.1703403698951855
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Nautilus,1199,0.3562483225813803,0.347155975877193,0.1819433433710504
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Karma,1019,0.3461155113396539,0.3381680819180819,0.1847461116681327
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Lulu,1011,0.2611731447641998,0.2369156762874929,0.1719342116954829
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Bard,939,0.4398024288877371,0.4345026429601153,0.1814746473364797
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Braum,913,0.297210926130495,0.2806169481820785,0.1728735257933514
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Thresh,786,0.3236946359234265,0.3113427495514806,0.1855715229143925
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Rakan,706,0.3595861101419939,0.3513878721099615,0.1755819431693683
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Sona,673,0.2720984475240704,0.25,0.1783737860483881
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Janna,671,0.3506406428629373,0.3446123260437376,0.1940367926547599
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Alistar,612,0.3923718156724644,0.3883848037549404,0.1901104202806889
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Leona,528,0.3611301968225274,0.3622559968963069,0.1907898765634356
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Rell,500,0.3779866235972476,0.3741077462958149,0.1795342520758106
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Pyke,459,0.432549767521546,0.4294106300900129,0.193677720775597
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Neeko,420,0.349823066474266,0.3446255270595866,0.173520735661583
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Milio,395,0.2280281735339998,0.1938876058506543,0.1689025105897756
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Senna,384,0.2472680872084132,0.231385844014569,0.1672621300429292
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Blitzcrank,365,0.3919062785143853,0.3794767822105951,0.1940737732349169
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Soraka,302,0.2700989765732371,0.2413713966530874,0.1667377941106461
cfg_102_s6p0_m12_far2200_w0p3-0p45-0p25,Zilean,275,0.3209119485401652,0.2897753963593659,0.1926872176494606
