config_id,support_champion_name,count,mean,median,std
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Nami,1279,0.2586284118224325,0.2249739221140472,0.1924991936152026
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Nautilus,1193,0.3356917420378171,0.314113172851889,0.2096008408873435
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Karma,1012,0.3257813926508879,0.3005856515373353,0.2100560296421186
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Lulu,1009,0.2381091182025741,0.2035275535275535,0.1872734774051136
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Bard,936,0.4191785459997725,0.4105569630308507,0.2087262478751154
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Braum,907,0.2800418777943619,0.25,0.1931725729567533
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Thresh,781,0.3011495576455713,0.2682197398190045,0.2066960966850974
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Rakan,703,0.3269593034734981,0.2978164867517173,0.2092519626187911
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Janna,668,0.3342958059640297,0.3104054659498207,0.217510644988797
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Sona,668,0.2592848705332333,0.2205736606478588,0.1964503851588345
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Alistar,602,0.3666879243087179,0.3625,0.220647917255376
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Leona,524,0.3430202569777263,0.3284536320039408,0.212641519034752
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Rell,498,0.3511082920943509,0.3273445456469285,0.2093162235402151
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Pyke,455,0.4160715954452738,0.4094704353476283,0.2244126606876527
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Neeko,412,0.3112323145077192,0.2863805886149089,0.1903473003779389
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Milio,395,0.2115907376100885,0.1610984583041345,0.1788889375590877
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Senna,384,0.2378878112323131,0.2003531682352471,0.1916691191604372
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Blitzcrank,362,0.3751778450092322,0.3617470140357045,0.2302767522465001
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Soraka,301,0.2463776518380992,0.2150132275132275,0.1937976853820137
cfg_084_s6p0_m10_far2200_w0p3-0p45-0p25,Zilean,272,0.2957315556796984,0.2587582598063782,0.2093240251311585
