side,n,mean,median,std,q25,q75
blue,14775,-0.42072190996994613,-0.42857142857142855,0.16849169298075187,-0.5454545454545454,-0.3333333333333333
red,14775,-0.46268445149203846,-0.47368421052631576,0.16422917797818887,-0.5789473684210527,-0.36363636363636365
