epoch,train_loss,val_loss,is_best,jungle_presence_accuracy,jungle_presence_balanced_accuracy,jungle_presence_f1_macro,jungle_presence_valid_samples,support_roam_accuracy,support_roam_balanced_accuracy,support_roam_f1_macro,support_roam_valid_samples,team_tendency_accuracy,team_tendency_balanced_accuracy,team_tendency_f1_macro,team_tendency_valid_samples
38,1.0404679017623668,1.0645536216584155,0,0.3926,0.3663,0.2674,5820,0.3466,0.3756,0.2804,5877,0.3161,0.3608,0.2645,5910
39,1.0398192603374294,1.064806978593623,0,0.39,0.3631,0.2637,5820,0.3517,0.3852,0.2885,5877,0.3112,0.3557,0.2616,5910
40,1.0367291093074327,1.0658313998111009,0,0.3921,0.3684,0.2716,5820,0.3493,0.3809,0.285,5877,0.3125,0.3567,0.2613,5910
41,1.035092169822977,1.0669189234070366,0,0.3888,0.3653,0.2688,5820,0.3422,0.3722,0.2782,5877,0.3144,0.3598,0.2649,5910
42,1.031930374211668,1.0674207359804517,0,0.3914,0.3706,0.2753,5820,0.3447,0.3762,0.2816,5877,0.3181,0.3635,0.2673,5910
43,1.0319942117745904,1.0680610046773997,0,0.3897,0.3677,0.272,5820,0.3458,0.3767,0.2819,5877,0.3168,0.3616,0.2653,5910
44,1.029318110067429,1.0705025046004861,0,0.3866,0.3659,0.2712,5820,0.3437,0.375,0.2806,5877,0.3125,0.3574,0.263,5910
45,1.0298401176223497,1.0697150995283562,0,0.389,0.3696,0.2753,5820,0.3451,0.3774,0.2827,5877,0.3105,0.3544,0.2599,5910
46,1.0265289431296025,1.0707106351449,0,0.3904,0.3695,0.2743,5820,0.3451,0.3781,0.2832,5877,0.3147,0.3596,0.2642,5910
47,1.025259455609846,1.0716830166866735,0,0.3881,0.3692,0.2748,5820,0.3406,0.3725,0.2788,5877,0.3161,0.3611,0.2654,5910
