model,trained_target,decile,n,pred_mean,true_mean,true_std,abs_error_mean,true_q25,true_q75
Champion Mean (quantile->raw),quantile,8,5747,0.417351307911206,0.42591742649485226,0.18181911754432423,0.14633656213232427,0.29906975624424414,0.5486141211606326
Champion Mean (quantile->raw),quantile,9,5746,0.44105561806881605,0.46499161011632023,0.18191615453797022,0.14692536400629957,0.340283583069904,0.5877248937932233
Champion Mean (quantile->raw),quantile,10,5746,0.4791215383708205,0.5121229550491566,0.17861426171941272,0.14601099848844376,0.3926253953990073,0.6346867529560765
Global Mean,raw,1,5747,0.38611694848926614,0.3928848794150427,0.1893014830609273,0.15357106516087365,0.25797086304017647,0.5235352744605746
Global Mean,raw,2,5747,0.38611694848926614,0.389942760929562,0.19084702094424888,0.15552363885221096,0.24919132759259124,0.5226615135912085
Global Mean,raw,3,5747,0.38611694848926614,0.3952038755381037,0.18705632139105238,0.15206618830791557,0.26269535240866426,0.5267486043973342
Global Mean,raw,4,5747,0.38611694848926614,0.3943712378948472,0.1912024021999784,0.15646364199183121,0.2521155278672957,0.5334314603292243
Global Mean,raw,5,5747,0.38611694848926614,0.3879948295935775,0.19201047273514793,0.15717144965944044,0.24835827592962723,0.5251409686637838
Global Mean,raw,6,5747,0.38611694848926614,0.3876829594521751,0.1900955173811747,0.15394982163614274,0.25332468926263807,0.5156845679052494
Global Mean,raw,7,5747,0.38611694848926614,0.39630116726090464,0.19039829975830122,0.15584352351040112,0.25396082344623977,0.5310083394307343
Global Mean,raw,8,5747,0.38611694848926614,0.39725462967263353,0.19005397516178738,0.15475980053309268,0.25846882341623156,0.5296324731720903
Global Mean,raw,9,5746,0.3861169484892661,0.3866698362884749,0.19128680967650488,0.15537703406159112,0.24455932782150433,0.5176487020219678
Global Mean,raw,10,5746,0.3861169484892661,0.3870847399817195,0.19259231963911833,0.1565971132338381,0.24879783109702214,0.5195233886740231
Global Mean (quantile->raw),quantile,1,5747,0.3842778051941077,0.3928848794150427,0.1893014830609273,0.15359711989430438,0.25797086304017647,0.5235352744605746
Global Mean (quantile->raw),quantile,2,5747,0.3842778051941077,0.389942760929562,0.19084702094424888,0.15555109355998892,0.24919132759259124,0.5226615135912085
Global Mean (quantile->raw),quantile,3,5747,0.3842778051941077,0.3952038755381037,0.18705632139105238,0.1521179084699431,0.26269535240866426,0.5267486043973342
Global Mean (quantile->raw),quantile,4,5747,0.3842778051941077,0.3943712378948472,0.1912024021999784,0.15650186103837085,0.2521155278672957,0.5334314603292243
Global Mean (quantile->raw),quantile,5,5747,0.3842778051941077,0.3879948295935775,0.19201047273514793,0.1571433879424062,0.24835827592962723,0.5251409686637838
Global Mean (quantile->raw),quantile,6,5747,0.3842778051941077,0.3876829594521751,0.1900955173811747,0.15391570789704292,0.25332468926263807,0.5156845679052494
Global Mean (quantile->raw),quantile,7,5747,0.3842778051941077,0.39630116726090464,0.19039829975830122,0.15590447556549414,0.25396082344623977,0.5310083394307343
Global Mean (quantile->raw),quantile,8,5747,0.3842778051941077,0.39725462967263353,0.19005397516178738,0.1548264884963613,0.25846882341623156,0.5296324731720903
Global Mean (quantile->raw),quantile,9,5746,0.38427780519410776,0.3866698362884749,0.19128680967650488,0.1553681204325638,0.24455932782150433,0.5176487020219678
Global Mean (quantile->raw),quantile,10,5746,0.38427780519410776,0.3870847399817195,0.19259231963911833,0.15657552386343443,0.24879783109702214,0.5195233886740231
