model,trained_target,evaluation_scale,r2,spearman_corr,pearson_corr,rmse,mae,compression_ratio,pred_std,target_std,n_eval,notes
HistGBT + Archetypes,raw,raw,0.16112888849638762,0.38805376040217504,0.4019871787920651,0.17450624921924882,0.14089347607383773,0.3812960175916863,0.07264832976718741,0.19052999878163798,57468,
HistGBT + Pair TE,raw,raw,0.16035037042554545,0.38795486619207736,0.40113954613332403,0.17458720609137351,0.14074299402493937,0.39551913779585457,0.07535826084235868,0.19052999878163798,57468,OOF-smoothed pair target encodings fitted on train only.
HistGBT + Archetypes (quantile->raw),quantile,raw,0.15154176854474688,0.38725668534254587,0.4006958062477906,0.17550059709685908,0.14206082690387084,0.306468316717399,0.05839140801077667,0.19052999878163798,57468,Quantile predictions inverse-transformed to raw scale.
HistGBT + Pair TE (quantile->raw),quantile,raw,0.15144156698995737,0.38719669683020436,0.39999016945196847,0.17551095996026914,0.14187646686479094,0.31405392432910717,0.05983669381979342,0.19052999878163798,57468,Quantile predictions inverse-transformed to raw scale. OOF-smoothed pair target encodings fitted on train only.
Smoothed Support Mean + Residual Context GBT,raw,raw,0.15835334547204227,0.3853842732479788,0.39862236304375137,0.17479470212931508,0.14084750845995903,0.40595888186209567,0.0773473452665802,0.19052999878163798,57468,Additive diagnostic: smoothed support effect plus residual context GBT. Direct ally support is excluded from residual categorical features and used only through explicit smoothed interactions.
Smoothed Support Mean,raw,raw,0.12401724457974783,0.335586732594223,0.3529571676152208,0.17832455258454197,0.1438508252328158,0.35178137805722853,0.06702490553264669,0.19052999878163798,57468,Sample-weighted smoothed ally-support mean fitted on train only.
OOS Group Mean Reference (botlane+side),reference,raw,0.1131779083411704,,,,,,,,57468,Train-only botlane+side group means applied to test; unseen groups fall back to train global mean. ICC is descriptive and not used as model R2.
