config_id,start_minute,max_minute,far_adc_threshold,w_outside,w_far,w_xp,rows,coverage,score_mean,score_std,score_p25,score_median,score_p75,score_iqr
cfg_001_s5p0_m11_far2500_w0p45-0p35-0p2,5.0,11.0,2500.0,0.45,0.35,0.2,16278,0.9996315401621223,0.2704969814170901,0.17572566023612737,0.13333333333333333,0.24915671385944055,0.38395332497742346,0.2506199916440901
