side,n,mean,median,std,q25,q75
blue,14775,-0.4621178265419437,-0.4666666666666667,0.18328180618296608,-0.5714285714285714,-0.3333333333333333
red,14775,-0.47956278152479687,-0.5,0.1711317513964186,-0.5714285714285714,-0.38461538461538464
