n,missing,mean,std,min,q01,q05,q25,median,q75,q95,q99,max,share_lt_0,share_gt_1,share_eq_0,share_eq_1,support_scores_path,score_col,rows,unique_matches,unique_match_team_keys,config_id,window_tag
337094,0,0.295023607179932,0.17776383078849461,0.0,0.0,0.0385409449497585,0.15803970246022803,0.2763299235893958,0.4092053633675484,0.6154722557542707,0.77,1.0,0.0,0.0,0.019668104445644242,0.0003708164488243635,C:\Users\adria\Desktop\TFG\ProgresoActual\OAT\support_oat_full_m12\scores\label_weights_weight_triplet_0p35-0p45-0p20\support_scores.parquet,support_roam_score_v2,337094,168564,337094,cfg_001_s5p0_m12_far2500_w0p35-0p45-0p2,m12
