champion_name,count,mean,median,std,q25,q75
AurelionSol,127,0.5730415765648723,0.5744471744471744,0.23044071537352537,0.41621828971011754,0.7442870004160229
Nunu,44,0.533783874807573,0.5474031401142104,0.18086121713839848,0.384976770467102,0.6770389546351085
Twitch,103,0.5217971174401116,0.5272033768813509,0.23254406481966783,0.3427140403786546,0.7128434270205963
Shaco,1272,0.44625063893276423,0.4375,0.21466595095628596,0.28860653848992945,0.6011689080949001
Elise,4612,0.44219018442449165,0.43816217068938323,0.19073366157055074,0.30497470038885705,0.571711280913427
Akshan,34,0.4378443061153269,0.4342817348941951,0.14630006180217167,0.3680499131040741,0.5288242513500245
Jax,191,0.4294850479287981,0.42474161627267726,0.22236160669413144,0.25092835106538747,0.5976001669449083
Leblanc,713,0.4229654253159119,0.42,0.1824787515269941,0.2891099855282199,0.5536240786240787
Briar,33,0.41567021655256775,0.4666666666666667,0.15401284313818953,0.31666666666666665,0.5176071526071526
Rammus,97,0.4131321677932298,0.4,0.20072374904693094,0.28608411993337035,0.5675374310480694
Camille,444,0.4122186130247822,0.3915032679738562,0.18193471906692502,0.2742549133695371,0.5253687761749651
Singed,103,0.40068071333904537,0.38549618320610685,0.19878033927038666,0.24784359854637267,0.5505316958728335
Bard,19960,0.397449174084286,0.3913596581654743,0.1739385773850974,0.27381050446111665,0.5127254911646637
Sylas,1161,0.3960423249922507,0.38143392188336006,0.18248009986090874,0.26574130879345603,0.5125
Pyke,10195,0.3939829086807502,0.3855555555555556,0.1775810691112757,0.26854931835235185,0.5109319431185153
XinZhao,67,0.38537146346545936,0.344419099756691,0.1877573770635627,0.24213722516385955,0.5574755856357005
Poppy,3025,0.38534243133924034,0.38218498616896124,0.1782453927843129,0.2562646370023419,0.5
Vi,43,0.3843714298679775,0.34780021702435493,0.16868776117685327,0.25640029419288823,0.5283333333333333
Pantheon,3430,0.38399603005955923,0.3728629108513938,0.18583507722609816,0.24869286576932478,0.5112382675881713
MasterYi,25,0.383033525013324,0.3460931630353118,0.23812839889647128,0.22617253948967195,0.5185269709543568
Qiyana,122,0.3785915598812725,0.36986088610702006,0.17908621292681073,0.25668362403100775,0.4814173116321421
Fiora,53,0.36971181324321584,0.34851851851851856,0.18998886922155758,0.2337085025077621,0.4998219848687138
TwistedFate,151,0.3649387626391773,0.35558296644906634,0.18745198613917696,0.22039036135984622,0.4862805153992558
Quinn,39,0.36427508162317945,0.3587581209395302,0.13888021573005593,0.28078048214326157,0.4290446515743227
Kennen,54,0.3630163539664941,0.3301540230388408,0.18402174512507963,0.2420904117892863,0.476175379154566
Nidalee,866,0.36244647827391796,0.3454203317964687,0.19716921144006058,0.21135857200678165,0.4966666666666667
Ekko,136,0.3580909992792937,0.34421068562120827,0.1720247578411285,0.2404330135003866,0.465149420246302
LeeSin,101,0.34995574443043026,0.3103511025476343,0.2151097291417195,0.16558563159686754,0.5
Alistar,12711,0.34750445864080504,0.3359847582757799,0.17581179771441013,0.2165352654942025,0.4639776490292377
RekSai,80,0.3438703232756313,0.3051171499735422,0.1881319902274322,0.22459312981102328,0.41836438064153936
Vayne,21,0.340907085028756,0.34275608375778155,0.1560355237736126,0.2807408630559225,0.3964708025570534
Skarner,115,0.34084643771924394,0.3429591836734694,0.16599201565926322,0.22288412068732216,0.4410601160979163
Galio,770,0.33862861014993456,0.32147273246322194,0.17046823853913332,0.21190299171088745,0.43831999561499674
Taliyah,284,0.3379511858734775,0.3323179893118394,0.1740346776366507,0.20779057383046878,0.44440747698709715
Rell,10801,0.3353499045649469,0.3245994804070145,0.17084076563873338,0.2077856135401975,0.44930471093813346
JarvanIV,300,0.333584812228965,0.31600446414707506,0.1930575442132609,0.19031160008696085,0.45083047706498847
Blitzcrank,7662,0.3329639739203909,0.31506166845526723,0.1724763880823609,0.20187579145517381,0.446559034871577
Sejuani,58,0.33273188974273393,0.30670616173105736,0.17969032572647145,0.1861733673700851,0.4628706877487837
Aatrox,51,0.3323100903751695,0.34572927072927073,0.18926838392506187,0.24627189006447872,0.4692504329267012
Trundle,407,0.33027710071009464,0.3144675458252213,0.19285652665826042,0.18531967462203747,0.4714780742496806
Lissandra,169,0.3300270213215566,0.32270471464019845,0.1640475655350121,0.21094053744997138,0.42426416378381443
Janna,12618,0.32927479214075844,0.31382448483514774,0.18356187622408307,0.19088730802041318,0.44944587605468195
Zoe,1614,0.32906350087631897,0.31526416720236944,0.17016162439751278,0.20213434100721125,0.43834856562579333
Chogath,57,0.32818483311079566,0.3194394110985278,0.1525075486978105,0.21955347211187032,0.42537144380038644
Gragas,301,0.3277751538369202,0.31919166243009656,0.19371978835193993,0.1844407530454042,0.4386875828546178
Rengar,92,0.3261624758921522,0.3453241262683202,0.17620830456063435,0.1821546313355471,0.42685744628759614
Maokai,2247,0.3255863062285656,0.31271144278606966,0.17299539642919257,0.19697767788964748,0.43802896463479624
Zac,295,0.321984108722615,0.2926760563380282,0.1913081199841852,0.1719067264992868,0.4379573712255773
Leona,10671,0.3176833493048274,0.30147937411095305,0.1748405016353853,0.18858368820577529,0.42686196761987005
Rakan,13786,0.3172341858710768,0.30574788182246737,0.16832204382132165,0.19313364635395125,0.4269200592156998
Nautilus,25871,0.3156645965482258,0.30390625,0.16616016797832792,0.19306700526846116,0.42500000000000004
Amumu,633,0.3102152925875323,0.30809443978765017,0.1694654083331785,0.17373125720876587,0.4299231127679404
Neeko,8722,0.3088516030258075,0.29299419114201825,0.16574821906898698,0.1843864663575989,0.4169718776886788
Syndra,60,0.30798825731977175,0.26673322779786224,0.18406572109977967,0.17630407293539882,0.41061789807375954
Ivern,309,0.3069311453748065,0.2910188645666488,0.17994091134823684,0.16606096832038258,0.42883141762452104
FiddleSticks,1305,0.30342110505202635,0.2843269747447609,0.1741265963271072,0.17631777108433733,0.4083333333333333
Teemo,198,0.295599717440544,0.2751595453300466,0.17786394175914505,0.16896448764484157,0.4034519293301539
Rumble,69,0.29104479005538425,0.25867890844172403,0.17797947955254043,0.14663948747815955,0.4218023709249727
Karma,23653,0.29071924462662474,0.275,0.16712240261276984,0.16525469279748614,0.39940784603997037
Sett,52,0.2901655846383969,0.2613957750288719,0.16570869090785015,0.17481420590482633,0.41922875182564473
Katarina,25,0.28787844303395915,0.26890961581168105,0.16896568583192814,0.1457623267439218,0.43304185550519864
Brand,990,0.28548833279021757,0.2586529180703705,0.1862157501522044,0.14651111637588402,0.4
Zed,120,0.2848819924240942,0.26196836312720684,0.17028831607727782,0.1530029138786963,0.4090081682354836
Thresh,17412,0.2810790144647235,0.2657269760754212,0.1615221550193076,0.15728980095733935,0.38467965290739703
