case_id,case_group,case_rank,match_id,team_id,side,patch,frame_idx,minute,support_champion_name,adc_champion_name,support_alive,adc_alive,support_x,support_y,adc_x,adc_y,support_zone_v5_abs,adc_zone_v5_abs,dist_to_adc,valid_support_frame_v5,valid_coop_frame_v5,out_bot_context_v5,far_from_adc_v5,support_xp,adc_xp,xp_ratio_frame
bottom_error_10_EUW1_7747844563_200,bottom_error,10,EUW1_7747844563,200,red,16.4,5,5.000983333333333,Leona,MissFortune,True,True,11715.0,1655.0,12015.0,1757.0,BOT_LANE_CORE,BOT_LANE_CORE,316.86590223626143,True,True,False,False,1414.0,1569.0,0.9012109623964308
bottom_error_10_EUW1_7747844563_200,bottom_error,10,EUW1_7747844563,200,red,16.4,6,6.001483333333334,Leona,MissFortune,True,True,12878.0,1747.0,12724.0,2112.0,BOT_LANE_CORE,BOT_LANE_CORE,396.1577968436315,True,True,False,False,1705.0,1860.0,0.9166666666666666
bottom_error_10_EUW1_7747844563_200,bottom_error,10,EUW1_7747844563,200,red,16.4,7,7.0026166666666665,Leona,MissFortune,True,True,6430.0,4866.0,14056.0,9943.0,BLUE_BOT_JUNGLE,BOT_LANE_CORE,9161.430292263321,True,True,True,True,2156.0,2311.0,0.9329294677628732
bottom_error_10_EUW1_7747844563_200,bottom_error,10,EUW1_7747844563,200,red,16.4,8,8.0029,Leona,MissFortune,True,False,13802.0,9839.0,13366.0,3584.0,BOT_LANE_CORE,BOT_LANE_CORE,6270.177110736187,True,False,False,False,2156.0,2466.0,0.8742903487429035
bottom_error_10_EUW1_7747844563_200,bottom_error,10,EUW1_7747844563,200,red,16.4,9,9.0033,Leona,MissFortune,True,True,10261.0,1269.0,10362.0,1638.0,BOT_LANE_CORE,BOT_LANE_CORE,382.57286887598286,True,True,False,False,2597.0,2938.0,0.8839346494213751
bottom_error_10_EUW1_7747844563_200,bottom_error,10,EUW1_7747844563,200,red,16.4,10,10.0037,Leona,MissFortune,True,False,8571.0,5381.0,14080.0,4603.0,BLUE_BOT_JUNGLE,BOT_LANE_CORE,5563.66470952375,True,False,True,False,2675.0,3463.0,0.7724516315333526
bottom_error_10_EUW1_7747844563_200,bottom_error,10,EUW1_7747844563,200,red,16.4,11,11.004166666666666,Leona,MissFortune,True,True,11396.0,1650.0,11630.0,1614.0,BOT_LANE_CORE,BOT_LANE_CORE,236.75303588338627,True,True,False,False,2977.0,3765.0,0.7907038512616202
bottom_error_11_EUW1_7728913380_200,bottom_error,11,EUW1_7728913380,200,red,16.3,5,5.00265,Alistar,Ekko,True,True,10212.0,10791.0,12655.0,2703.0,RED_TOP_JUNGLE,BOT_LANE_CORE,8448.904840273679,True,True,True,True,935.0,1409.0,0.6635911994322214
bottom_error_11_EUW1_7728913380_200,bottom_error,11,EUW1_7728913380,200,red,16.3,6,6.002716666666666,Alistar,Ekko,True,True,12543.0,2619.0,12712.0,2462.0,BOT_LANE_CORE,BOT_LANE_CORE,230.67292862405853,True,True,False,False,1084.0,2135.0,0.507728337236534
bottom_error_11_EUW1_7728913380_200,bottom_error,11,EUW1_7728913380,200,red,16.3,7,7.002933333333333,Alistar,Ekko,True,True,13597.0,3841.0,13180.0,3212.0,BOT_LANE_CORE,BOT_LANE_CORE,754.6721142323996,True,True,False,False,1503.0,2551.0,0.5891807134457075
