side,n,mean,median,std,q25,q75
blue,65271,-0.4647383615699389,-0.4666666666666667,0.17917341633413725,-0.5714285714285714,-0.3333333333333333
red,65271,-0.48256952560767946,-0.5,0.16941632028237305,-0.5714285714285714,-0.38461538461538464
