n,missing,mean,std,min,q01,q05,q25,median,q75,q95,q99,max,share_lt_0,share_gt_1,share_eq_0,share_eq_1,support_scores_path,score_col,rows,unique_matches,unique_match_team_keys,config_id,window_tag
337118,0,0.27481137891803953,0.16457782815436434,0.0,0.0,0.04302107196054853,0.1490843775056964,0.2564903580231811,0.3798498455653916,0.57190528949035,0.719509743334853,1.0,0.0,0.0,0.018014463778261616,0.00023433931145770917,C:\Users\adria\Desktop\TFG\ProgresoActual\OAT\support_oat_full_m12\scores\time_window_start_max_s4_m12\support_scores.parquet,support_roam_score_v2,337118,168564,337118,cfg_001_s4p0_m12_far2500_w0p45-0p35-0p2,m12
