champion_name,count,mean,median,std,q25,q75
AurelionSol,127,0.5520671671160533,0.5507480694980695,0.21560833769028412,0.42330628300337625,0.7305158360503027
Nunu,44,0.5123715371452353,0.5407142857142857,0.16289400351042765,0.3663510008980606,0.6390419074869766
Twitch,103,0.501253890440574,0.47550564834333275,0.21377615615097842,0.33380952380952383,0.6591666666666667
Shaco,1272,0.4252706018707696,0.41428571428571426,0.20759896431641695,0.2691030128682632,0.5785714285714285
Elise,4613,0.42034684986134124,0.415,0.17959793576712105,0.2911230779651832,0.5385714285714285
Jax,191,0.4091303982155096,0.404886577134507,0.20890665515859785,0.235948603743369,0.5506515432890486
Leblanc,713,0.3972055806026363,0.38749999999999996,0.17544198859096907,0.26649759066700485,0.518637164244826
Akshan,34,0.3971212668996406,0.3921594164910096,0.14700621769341837,0.30982438995498696,0.49657136848194827
Camille,444,0.3898628644190335,0.37222383833682415,0.1646103342844464,0.2687833539475025,0.49745181425550566
Briar,33,0.3850858009681522,0.40625,0.13441005664326727,0.3011782032400589,0.4785714285714286
Rammus,97,0.3844416916027536,0.3907566803699897,0.19055733220363996,0.2388358778625954,0.5035714285714286
Singed,103,0.37586506377825013,0.3518312189740761,0.18492385472682976,0.24657100511991376,0.5190586565752129
Sylas,1162,0.37531219263040655,0.3619095824950607,0.17247140945686662,0.24869119521797975,0.4877313468250566
Vi,43,0.37166794149588445,0.3200039184952978,0.1553927330496016,0.25,0.4913907390779836
Pyke,10198,0.3698543960048171,0.36070549897079357,0.16537175841340537,0.251161645686706,0.4785714285714286
Bard,19961,0.368447625190882,0.35981469479142114,0.1620470626907625,0.2506994888350821,0.4751278024143878
MasterYi,26,0.36644936013185914,0.35094357249626307,0.20394550067386374,0.18962940461725394,0.444097418605539
XinZhao,67,0.3621847186182668,0.36341463414634145,0.1812320859511362,0.21785151087814525,0.4916895604395604
Poppy,3026,0.361066006527952,0.35625,0.16619449155233465,0.2397649460118499,0.4683256375246241
Pantheon,3432,0.3599362197996689,0.345,0.17439016164123436,0.23077458145187718,0.47311775876104034
Qiyana,122,0.35448880812483224,0.34736057903606254,0.1647456405934918,0.24082907570264372,0.43784232467703665
Fiora,53,0.3444097018326139,0.31666666666666665,0.17422572710521125,0.2,0.45362989062614695
TwistedFate,151,0.3425668767987484,0.33411590234998856,0.1760478198354921,0.19011740428148854,0.4509098961217524
Kennen,54,0.3419515391516793,0.2950894884630664,0.17368138010205628,0.23418853456042196,0.44074906919858703
Nidalee,866,0.3419264353837827,0.3277897804369193,0.18647958366600323,0.2006037872440929,0.4625
Ekko,136,0.33253515194035815,0.3325021664635045,0.154181095224177,0.2320881730865534,0.42128106091992834
Alistar,12711,0.3259892644559743,0.31513535810315324,0.16308674864402448,0.2043631610833604,0.4313340593165549
RekSai,80,0.3259238947042027,0.2910601813442759,0.1817415610922778,0.20170773324137833,0.40227617600305887
LeeSin,101,0.32578377366192485,0.2865050933372325,0.20205656907407582,0.15315224681421866,0.457010582010582
Quinn,39,0.3245589644070622,0.3110984948508053,0.13640162450896304,0.2415145660374273,0.3929897828960596
Skarner,115,0.31817718306085885,0.32114457831325305,0.15814887558353866,0.19866549528817234,0.4219575347506247
Galio,770,0.3165676175710848,0.29681600928474616,0.15966626406254825,0.20109906450169004,0.4133212354052598
Taliyah,284,0.3155314591799832,0.30989957867185036,0.16179441382036716,0.19225773936914753,0.42131325279681886
Vayne,21,0.31461173355483313,0.2982869080779944,0.14227477185769408,0.24221545840250877,0.34375
Sejuani,58,0.31432466478378474,0.3019064487304763,0.166161765553472,0.17777763613487296,0.42402729124650135
Rell,10801,0.31347375002017364,0.30502612559820297,0.15801348272135954,0.19530274802049372,0.41591606133979014
Blitzcrank,7662,0.31124048695316864,0.29497074812150315,0.15972018145761022,0.19140695683829945,0.41428571428571426
JarvanIV,300,0.30847945508610786,0.29593345719790803,0.18042989257632686,0.178803372817925,0.4082008800471125
Zoe,1614,0.30773030030984705,0.2940081785592508,0.1581416111191524,0.19161711265279152,0.41080953205669213
