champion_name,count,mean,median,std,q25,q75
AurelionSol,127,0.5757420611352725,0.5720924908424907,0.21992485900679473,0.43125,0.7666666666666666
Nunu,44,0.5437155849386323,0.5602469504813286,0.1695765957605857,0.41881979849478024,0.6914669625246548
Twitch,103,0.5344299572512446,0.5119047619047619,0.21273568418372976,0.3876366808659262,0.6897823779193206
Elise,4612,0.460766872267184,0.45858854555984463,0.1844483570842625,0.33311563027727253,0.5851875235887397
Shaco,1272,0.45841927226557344,0.4553363082009268,0.20880231758281614,0.3044982262434753,0.6123481739473008
Briar,33,0.448597316170843,0.44999999999999996,0.13408560661588811,0.3413583032490975,0.55
Jax,191,0.4422430293850944,0.45369520974454,0.2138957022745981,0.2799249022176513,0.59375
Leblanc,713,0.4356598023836202,0.4404963680387409,0.17923334757193277,0.3028863873087092,0.5535714285714286
Akshan,34,0.43417367205814433,0.44535990480338494,0.1432967479441838,0.33672630315732544,0.5247244722631321
Camille,444,0.42890814261739635,0.41435545846931254,0.17332243694437136,0.3,0.5405502706248975
Rammus,97,0.4245896360786517,0.425,0.1967638586672448,0.29158715012722647,0.558806146572104
XinZhao,67,0.41332016605817484,0.40229941291585125,0.1943579558013766,0.2741692595321924,0.5828736136377377
Singed,103,0.4118370663100012,0.39634068392457644,0.1931177336111817,0.2702496176343533,0.5510760818985575
Sylas,1161,0.4102935436796725,0.40714285714285714,0.17766736820192788,0.2810045604256397,0.5285688906435058
Pyke,10195,0.4086590028050785,0.4054878048780487,0.17443165449073658,0.28658026654383295,0.5288561461986243
Vi,43,0.4081545977366285,0.4002032520325203,0.15473098821143372,0.2877254412893323,0.5348432055749128
Poppy,3025,0.4031558744783607,0.4042006208769887,0.1749280793430583,0.27476704266797447,0.5260284526625099
Bard,19960,0.4009289739329945,0.3976184342043641,0.17109181939206047,0.2790624969055646,0.5158524133117758
Pantheon,3430,0.39770585550923965,0.3870699978413854,0.18006412705362432,0.2698878144938679,0.516002841101474
Qiyana,122,0.3969837488773343,0.4067224444827509,0.1787159225859737,0.27531949174368364,0.5043756907005856
MasterYi,25,0.39684314466284315,0.37747307788630097,0.23198281181106803,0.17529540978639596,0.5352904564315353
Nidalee,866,0.3793646200832622,0.37059506891340144,0.19467335289647889,0.2231155275857571,0.5138234569927775
Fiora,53,0.378476075659972,0.39023714539007087,0.176261644536018,0.24431275376164313,0.4973764162288752
Kennen,54,0.3716905362407465,0.33925130132590753,0.17502845809372147,0.2551780801803223,0.49310267218889015
TwistedFate,151,0.3709232022999832,0.3625,0.1843334510756326,0.22053277322855633,0.4890533191121361
Alistar,12711,0.3681272266874225,0.3618184471687098,0.1731614054649954,0.24032160980164471,0.48701271816157077
Ekko,136,0.36560376082370244,0.34452724864278206,0.17191025539022142,0.25242033331975366,0.4677994463406303
Quinn,39,0.36212996065210734,0.34842915288730597,0.14579744812213333,0.28533182194519946,0.4563145748479152
RekSai,80,0.36064849086582784,0.3229408717164005,0.18221645643130457,0.24064157857642116,0.45316407147587956
LeeSin,101,0.35935134413267983,0.3533736621684504,0.21055239803123055,0.17449392712550604,0.53015873015873
Galio,770,0.35365735554648503,0.3416666666666667,0.16572830636970054,0.22947500400566803,0.4572012993997396
Skarner,115,0.35341768970515985,0.3673390240899577,0.16422120000102078,0.23914810169811243,0.4446564002212836
Sejuani,58,0.3532768165517034,0.3371508218480128,0.17513817439752383,0.2050410537459572,0.47242701404286774
Taliyah,284,0.3529850031562927,0.3512862355162874,0.16972949183788544,0.21642788368058147,0.46443898063089106
Blitzcrank,7662,0.3524420547762495,0.3418820964758066,0.16961185748416707,0.2273924778402335,0.4666666666666667
Vayne,21,0.3523158429626352,0.3023612945838837,0.15890567046686588,0.25332318760376316,0.44
Rell,10801,0.3520105382878513,0.3453031731071316,0.16911818391764885,0.2283030585312839,0.4666666666666667
Rengar,92,0.34698569106390115,0.35450483070538735,0.17742872876956306,0.2157246860751036,0.46924787487769076
Zoe,1614,0.34625925526798057,0.3398645055603646,0.16814900653689785,0.21851667746911624,0.4554763917748683
Maokai,2247,0.34384224570349853,0.33737693887669096,0.1700271817472187,0.21916513314666247,0.4547964722534505
JarvanIV,300,0.34296352786725703,0.3350697358932907,0.19119294019282987,0.19210696746968986,0.4617057177547247
Janna,12618,0.34266358240921513,0.33073390270592157,0.18058096802791176,0.20819216506270855,0.4643137558821859
Lissandra,169,0.3416983933517348,0.3315392753239883,0.16160523827109408,0.22054500658425719,0.4525
Gragas,301,0.3406178011556334,0.3353327161838379,0.19202616653209006,0.19998488512696488,0.46117599130907116
Trundle,407,0.33772143087092177,0.32215585893060295,0.19067269583229776,0.1938000045071439,0.4580299458704382
Aatrox,51,0.3376738190361436,0.33115853658536587,0.1834299926155339,0.2512810720781138,0.48971878941121194
Chogath,57,0.3375560717213313,0.3204954954954955,0.15705170856998954,0.21980859267419445,0.4649432534678436
Leona,10671,0.3354983981059737,0.3226384364820847,0.17370092672012033,0.20709474314543422,0.44911680998036163
Nautilus,25871,0.3344364139506127,0.3276422764227642,0.1655816159636017,0.21202762548876686,0.4476190476190476
Rakan,13786,0.3312820254923488,0.32120288261976504,0.16758938679150315,0.20835282195198007,0.4445655855284459
Zac,295,0.33036014209925746,0.3139204545454545,0.18978246403440774,0.1769466298868638,0.4471240660361671
Amumu,633,0.3276147465996464,0.329721059972106,0.17007779417826577,0.1958911279769694,0.44999999999999996
Neeko,8722,0.32068362143959683,0.30833333333333335,0.16339933523774078,0.19999999999999998,0.42950115337789685
Ivern,309,0.32016497973581115,0.312959784207945,0.1788372412180184,0.1753861102587706,0.4467829723060049
FiddleSticks,1305,0.316841655753555,0.30466353290450265,0.17363284299945114,0.18918749999999995,0.4209365325077399
Syndra,60,0.31662623518600685,0.27521413298684416,0.17921937670686597,0.17207068635493575,0.4174584787171208
Teemo,198,0.3071135011247409,0.29872360061065045,0.17292045693949304,0.17852326799876386,0.413589699472356
Karma,23653,0.3061459378641932,0.29476954481968265,0.16755582667960867,0.1797111416781293,0.41961533238269844
Thresh,17412,0.30224674539065177,0.2922882752338295,0.16215232194757692,0.17987060204653768,0.4100868567352897
Rumble,69,0.3016646661044704,0.2776567437219357,0.18154978801682645,0.14964761158966325,0.3982720039781203
Sett,52,0.30111376157298,0.2862069049230717,0.16793016811209013,0.18122886363430482,0.4317795784687108
Katarina,25,0.2980295693128435,0.2669852302345786,0.1722025767268096,0.19574785769929887,0.44778056951423784
Brand,990,0.29795213602996323,0.2790225054756054,0.18512298463786667,0.15445370156370086,0.4066620163448796
Zed,120,0.2962679291123317,0.286624946695096,0.173605635529151,0.15684308170164774,0.40934874308437585
Ezreal,90,0.294455583041598,0.24992674273844995,0.17972887910830115,0.17472393670953495,0.4143569300431782
KSante,201,0.2940887039920848,0.2860632183908045,0.16316611691353197,0.1700387596899225,0.4040549336110387
Vex,46,0.2904031805154683,0.2967700552256911,0.1592820717741084,0.17232650696680607,0.37560226271293784
Annie,393,0.28777374456843025,0.26138422266139655,0.17747460817939528,0.1586060293738727,0.38446271470465015
Ahri,48,0.28712308073711934,0.24748634857982763,0.2063928012779506,0.13878820412615395,0.40410948283639314
TahmKench,1397,0.28665736997732816,0.27570468993642794,0.15822112735671515,0.16645009891004997,0.38704954954954957
Braum,13343,0.2830148258471665,0.2685272312517821,0.16070808714515553,0.16176010779075717,0.389139307740358
Lux,2534,0.28284883436596947,0.26343632645170667,0.16837842280631357,0.15577349827799628,0.3896746792458128
Morgana,1753,0.28237625735793936,0.2666468419174497,0.16928488404025593,0.15,0.3909630606860158
Zaahen,30,0.28065000026528525,0.2503638658810397,0.1812284534411484,0.12909914270365322,0.37533481125411294
Shen,818,0.277234907584871,0.25390079350764305,0.16470977207307866,0.1614493104332879,0.375996002240021
DrMundo,21,0.2753170623586844,0.2472913936216688,0.13151241949714193,0.21542346542346538,0.3305006031363088
Zilean,5300,0.2748885417448168,0.258444825918905,0.16874336467399245,0.14673645320197043,0.38344355474826974
Anivia,1065,0.27458905385915716,0.25187298437112376,0.16131137254829211,0.15350244656193665,0.3803787671856505
Ornn,41,0.27184868663073536,0.2360973187686196,0.17182734094835042,0.13830049261083738,0.3466666666666667
Heimerdinger,172,0.2697214022768597,0.23994767186913768,0.17678083364955108,0.14519407100163298,0.3679981006758192
Urgot,21,0.26970486869377863,0.243868330464716,0.19276153187374914,0.13995105536861424,0.3627877237851662
Sion,85,0.2696269650463375,0.26940070555842366,0.15490766713601264,0.1295123379951673,0.4089367253750815
Mel,697,0.26862019877032034,0.254572338489536,0.16217712336920376,0.14437885698953584,0.37295426452410385
Karthus,103,0.2656079367987585,0.24045445113094,0.16717094730284984,0.12638888888888888,0.35929820116860045
Nami,31107,0.2622116919361784,0.24166908142567367,0.16022787969682561,0.13978807419500666,0.36479357672617807
Renata,2179,0.26194027069612263,0.2403063708443455,0.15916031091138422,0.1387381702239578,0.3701660026102701
Varus,24,0.2598512033219911,0.21170629296937457,0.18331386688192525,0.14190148263254557,0.3725976640268991
Velkoz,2823,0.25967424186303223,0.24075945103982482,0.15384185848933524,0.14477341035225222,0.36030989339744435
Nasus,92,0.2547926460059676,0.23757729505507988,0.15694170051613332,0.14839974849509358,0.36505026359148285
Kindred,36,0.2524162680735931,0.2422615027334608,0.18541487293848624,0.11844157506134595,0.33358514183976323
Sona,10084,0.25115802901972956,0.22781691761170508,0.1613705486168937,0.1275020621523484,0.3510001373842047
Swain,1167,0.25055868049177066,0.23333333333333334,0.1555720689704053,0.1332042805259592,0.34812924866694306
Ashe,470,0.24944563406450165,0.22319491815999853,0.16077285372287872,0.12711412419865797,0.3393051355241452
Hwei,407,0.24867894145732303,0.23008637236084453,0.1526405640971733,0.13085817886446793,0.34108715608318685
Taric,4232,0.2483865816521054,0.22779829392269413,0.16338632685411966,0.12397055072570987,0.3527561670835892
Veigar,328,0.24704371492653912,0.22682088016181642,0.16205740829956802,0.12889567062186658,0.3502788744614359
MonkeyKing,23,0.24382415421568687,0.2437315634218289,0.13101786347428404,0.16969301005141746,0.27697221770257074
Soraka,6096,0.24346304527380763,0.22248154546054286,0.15355504455231622,0.12687295634527648,0.33860639375614787
Lulu,19513,0.24132805858551007,0.21998328956791596,0.15548715216209916,0.12276327368729834,0.3366968025334559
Malphite,110,0.23867210859101284,0.2100170735741994,0.1418012859157209,0.1262184558899576,0.3386105180408918
Zyra,1333,0.2366465109453484,0.21355445285975444,0.1501495326178663,0.12448330683624798,0.33060786717182966
Orianna,131,0.2351588098983859,0.2203951191167925,0.1626449899792014,0.09344164467288338,0.35429155990323047
Seraphine,6120,0.2325275137351524,0.2098906893117892,0.15071166933686175,0.11717766236741739,0.3245091797716539
Senna,9009,0.22784621181452763,0.20400677200902928,0.1597357515656009,0.10566647919010126,0.31901946874753684
Milio,6756,0.21627723939185325,0.19252391943870892,0.14953714834625453,0.10257622309197653,0.30588149799066
Xerath,708,0.21411613856839856,0.19742223515989682,0.1411291804146473,0.10843908301796962,0.2962505361666847
Ziggs,26,0.20091099929110995,0.19519725812444155,0.12615822315074962,0.1019687805426347,0.24927861375911164
MissFortune,32,0.19003043257024835,0.1715864406175825,0.14078129024876015,0.08467075504523311,0.24644551771806586
Kayle,53,0.18716351767099437,0.1782840110708963,0.14830856512466184,0.05513243716194717,0.2683306370849703
KogMaw,31,0.1835777724397605,0.18096924578078133,0.10258198366634101,0.11721370302672716,0.24823530444318773
Yuumi,3921,0.10538301051633256,0.07076526643329444,0.12637329463511807,0.015827922077922052,0.1438547486033519
