n,missing,mean,std,min,q01,q05,q25,median,q75,q95,q99,max,share_lt_0,share_gt_1,share_eq_0,share_eq_1,support_scores_path,score_col,rows,unique_matches,unique_match_team_keys,config_id,window_tag
337094,0,0.3096350004544944,0.17680518329698222,0.0,0.0,0.04642950456093431,0.1747407218838843,0.29539473684210527,0.4274365832847173,0.6213671316022941,0.7654761904761904,1.0,0.0,0.0,0.019668104445644242,0.0003708164488243635,C:\Users\adria\Desktop\TFG\ProgresoActual\OAT\support_oat_full_m12\scores\label_weights_weight_triplet_0p45-0p25-0p30\support_scores.parquet,support_roam_score_v2,337094,168564,337094,cfg_001_s5p0_m12_far2500_w0p45-0p25-0p3,m12
