metric,q,value
jungle_presence_score,0.01,0.0
jungle_presence_score,0.05,0.125
jungle_presence_score,0.1,0.2222222222222222
jungle_presence_score,0.25,0.2857142857142857
jungle_presence_score,0.33,0.3333333333333333
jungle_presence_score,0.5,0.375
jungle_presence_score,0.66,0.4444444444444444
jungle_presence_score,0.75,0.5
jungle_presence_score,0.9,0.625
jungle_presence_score,0.95,0.6666666666666666
jungle_presence_score,0.99,0.7777777777777778
